Gene,Gene_Type,Gene_group,enrichment_intergenic_dbsnp,PhyloP100_median,ENCODE_max,functional_probability,LLE1,LLE2
RNU6-805P,Pseudogene,RNU6,1.1141185028868776,0.214000001549721,0.37,0,-0.8065303283588576,0.08025175076249197
RNU6-806P,Pseudogene,RNU6,1.157809424568716,0.30799999833107,0,0,-0.6312084688223083,0.07507565704684493
RNU6-807P,Pseudogene,RNU6,1.3958636987791062,0.30799999833107,4.27,0,1.2042908021032737,0.125926284404436
RNU6-808P,Pseudogene,RNU6,1.0291639329499698,0.30799999833107,3.73,0,0.45820700326881214,-0.023373661206545656
RNU6-809P,Pseudogene,RNU6,1.0712442339467558,-0.137999996542931,0,0,-0.712915480504468,0.05740758418596379
RNU6-80P,Pseudogene,RNU6,1.330939805812636,0.146999999880791,0,0,-0.8898611608538799,0.09300174467001394
RNU6-810P,Pseudogene,RNU6,1.0712442339467558,0.277999997138977,0,0,-0.662913278595237,0.09974689389925728
RNU6-811P,Pseudogene,RNU6,1.006320340980286,-0.156000003218651,0,0,0.3200009062977957,-0.038829414992423934
RNU6-812P,Pseudogene,RNU6,0.9089345015305808,-0.229000002145767,0,0,-0.7424541446833248,0.04806731088830621
RNU6-813P,Pseudogene,RNU6,1.4283256452623412,-0.138999998569489,0,0,-0.5125392756877964,0.060999503242513936
RNU6-815P,Pseudogene,RNU6,1.2602704355924963,0.214000001549721,0,0,-0.7996157282868166,0.08659689259055138
RNU6-817P,Pseudogene,RNU6,0.6345686269270847,-0.261000007390976,0.69,0,-0.33455709051905197,-0.006396082258305621
RNU6-818P,Pseudogene,RNU6,1.286454916187462,0.284000009298325,0.08,0,-0.7524313024904056,0.08782790730301013
RNU6-819P,Pseudogene,RNU6,1.4932495382288111,-0.151999995112419,0,0,-0.5867532771923434,0.06845612896356211
RNU6-81P,Pseudogene,RNU6,1.1689422074972615,0.26800000667572,0,0,-0.46427192433357883,0.06364255616932925
RNU6-820P,Pseudogene,RNU6,1.4607875917455764,0.291999995708466,0,0,-0.930540036921958,0.10800128156126775
RNU6-821P,Pseudogene,RNU6,0.8440106085641107,-0.0555000007152557,0,0,-0.6050068463541138,0.041808474636324755
RNU6-822P,Pseudogene,RNU6,1.7039459455916952,0.30799999833107,0.48,0,-0.40704682132044345,0.08865035684943355
RNU6-823P,Pseudogene,RNU6,0.7756199057790428,0.0610000006854534,0,0,-0.8737470356731798,0.06229535284764544
RNU6-824P,Pseudogene,RNU6,1.4027306489967135,-0.0989999994635582,0.22,0,-0.37443595089007037,0.05240208983252986
RNU6-826P,Pseudogene,RNU6,1.502925695353622,0.30799999833107,0.74,0,-0.6579574531393776,0.1272101842612604
RNU6-827P,Pseudogene,RNU6,1.04858212036412,0.217999994754791,0,0,-0.7492010225829799,0.07376348312932628
RNU6-828P,Pseudogene,RNU6,1.2335539663629311,0.30799999833107,3.33,0,-0.7328207395313027,0.12354002935447515
RNU6-829P,Pseudogene,RNU6,1.364561107527415,0.214000001549721,0,0,-0.6368156083125163,0.08151370209924706
RNU6-831P,Pseudogene,RNU6,1.201092019879696,0.30799999833107,0,0,-0.8601833854482569,0.09132561879271996
RNU6-832P,Pseudogene,RNU6,1.0712442339467558,0.30799999833107,0,0,-1.071272316184127,0.09833438863953631
RNU6-833P,Pseudogene,RNU6,1.201092019879696,0.160999998450279,0.91,0,-0.6634029827091488,0.1068120642145945
RNU6-834P,Pseudogene,RNU6,0.9472986201016766,0.214000001549721,0,0,-0.8463490989740196,0.07497576477349108
RNU6-835P,Pseudogene,RNU6,1.0353488123547172,-0.123999997973442,0,0,-0.5942659142699301,0.04829631734459186
RNU6-836P,Pseudogene,RNU6,0.9089345015305808,0.0520000010728836,0,0,-0.8488967385668512,0.06665168448308707
RNU6-837P,Pseudogene,RNU6,1.2542935432827758,0.130499996244907,0.08,0,0.4194417937619104,-0.01642688242458876
RNU6-838P,Pseudogene,RNU6,1.0613253058546563,0.306500002741814,0.3,0,-0.9320969284600871,0.08911622547369803
RNU6-839P,Pseudogene,RNU6,1.4151004078062084,-0.0245000002905726,0,0,-0.5962738174778878,0.07087706583793528
RNU6-83P,Pseudogene,RNU6,0.9613953257579516,-0.0279999999329448,0,0,-1.3622786084468337,0.09916818957479397
RNU6-840P,Pseudogene,RNU6,0.7481230127982473,-0.177000001072884,0,0,-0.8708330178166593,0.0505174330169311
RNU6-841P,Pseudogene,RNU6,1.0712442339467558,0.17399999499321,0,0,-0.7099094645965577,0.11164416790259767
RNU6-843P,Pseudogene,RNU6,1.3025356026398056,0.306500002741814,0,0,-0.7271413868040058,0.08777369380017978
RNU6-844P,Pseudogene,RNU6,1.0897029878293798,-0.167499996721745,0,0,-0.7181397372022599,0.0575022616290223
RNU6-845P,Pseudogene,RNU6,0.7756199057790428,0.006000000052154,0,0,-0.8341337029027186,0.05708777530244335
RNU6-848P,Pseudogene,RNU6,1.0712442339467558,-0.25,0,0,-0.6812241223402428,0.05081550228334922
RNU6-849P,Pseudogene,RNU6,1.190889693842108,0.30799999833107,0,0,-0.7786835524423384,0.08559803281707914
RNU6-84P,Pseudogene,RNU6,1.123756206199048,0.263999998569489,0,0,1.2674460034845951,0.12618062850742448
RNU6-850P,Pseudogene,RNU6,1.0116781379726645,0.193000003695488,7.05,0,1.2225030321044141,0.12620292554968274
RNU6-851P,Pseudogene,RNU6,1.4607875917455764,0.294999986886978,0.36,0,-0.6255440524405876,0.08909852728714442
RNU6-853P,Pseudogene,RNU6,0.8764725550473457,0.30799999833107,12.28,0,-0.9491325004698159,0.08241727306254935
RNU6-854P,Pseudogene,RNU6,1.006320340980286,-0.160999998450279,0,0,0.3846836858086146,0.12609342910878826
RNU6-855P,Pseudogene,RNU6,1.1021455099259891,-0.10050000064075,0,0,-0.5931140496655287,0.10562513096235104
RNU6-856P,Pseudogene,RNU6,0.5316471847509411,-0.0510000009089708,0.51,0,-0.9373073866298958,0.05049127983699827
RNU6-857P,Pseudogene,RNU6,1.2630648268022358,0.284999996423721,0,0,-0.7985502560822221,0.15672762886292196
RNU6-858P,Pseudogene,RNU6,1.4607875917455764,0.0719999969005585,0.3,0,-0.7688833142028169,0.08861622092625887
RNU6-859P,Pseudogene,RNU6,1.0387822874635209,-0.579999983310699,2.66,0,-0.6017170504036714,0.031668139876469624
RNU6-85P,Pseudogene,RNU6,1.006320340980286,0.30799999833107,0,0,-0.9011565678675818,0.08467531875439749
RNU6-861P,Pseudogene,RNU6,1.2124230766710138,-0.0095000001601874,0,0,0.3758029672958599,-0.022886309778523094
RNU6-862P,Pseudogene,RNU6,1.4886121173026348,-0.216000005602837,0.31,0,-0.4040719471770244,0.05311450560486113
RNU6-863P,Pseudogene,RNU6,1.60312074171053,0.20100000500679,0,0,-0.3539770785495209,0.07518937829132168
RNU6-864P,Pseudogene,RNU6,1.093486678759343,0.282999992370605,0,0,-0.5454950585750028,0.06576946131721247
RNU6-865P,Pseudogene,RNU6,0.8440106085641107,-0.254999995231628,0,0,-0.5791848754377126,0.03201368497358774
RNU6-866P,Pseudogene,RNU6,1.4520069013033898,0.206000000238419,0,0,1.8260586654195952,0.12581916312207997
RNU6-867P,Pseudogene,RNU6,1.136168126913226,0.158000007271767,0,0,-0.7719746420489318,0.07699011655544363
RNU6-869P,Pseudogene,RNU6,1.4932495382288111,0.305000007152557,0,0,-1.027124550278664,0.11635731694198917
RNU6-86P,Pseudogene,RNU6,1.266015912846166,0.118000000715256,0,0,-0.8553928235092892,0.08648888735377351
RNU6-871P,Pseudogene,RNU6,1.146231330323029,-5.000000819563e-4,0,0,-0.61153562023951,0.06006442230459186
RNU6-873P,Pseudogene,RNU6,1.3634017522958712,0.284000009298325,0.67,0,-0.696056611446963,0.08802401729610582
RNU6-874P,Pseudogene,RNU6,1.0916488860219322,0.30799999833107,0,0,-0.9126462230965009,0.08919319610932852
RNU6-875P,Pseudogene,RNU6,1.1468866941482565,0.293000012636185,0,0,-0.9175570289639305,0.09165299331277736
RNU6-876P,Pseudogene,RNU6,1.502925695353622,0.214000001549721,7.04,0,-0.639075250059026,0.08859711809446791
RNU6-877P,Pseudogene,RNU6,1.4283256452623412,0.187000006437302,0.67,0,1.44729020545825,0.12597923728508292
RNU6-878P,Pseudogene,RNU6,1.105181723451956,0.293000012636185,0.29,0,-0.9925225955297677,0.09439298622408528
RNU6-879P,Pseudogene,RNU6,1.1256480516640297,0.232999995350838,0,0,-0.9275177944703895,0.08906825760339052
RNU6-87P,Pseudogene,RNU6,1.3507776619968357,0.26800000667572,0,0,1.190159616390811,0.12595530926672494
RNU6-880P,Pseudogene,RNU6,1.201092019879696,0.146999999880791,0,0,-1.10286217178396,0.10020024754856098
RNU6-881P,Pseudogene,RNU6,1.3280755164170566,-0.125500001013279,2.85,0,-0.42509293836251183,0.09274148053287394
RNU6-882P,Pseudogene,RNU6,0.6070068827835987,0.30799999833107,1.92,0,-1.1686639072315137,0.08637115054898746
RNU6-883P,Pseudogene,RNU6,0.6817008761479356,0.0219999998807907,0.79,0,-0.8809193083782532,0.05675892894674721
RNU6-884P,Pseudogene,RNU6,0.6492389296647005,0.168999999761581,0.42,0,-0.9169206142329249,0.12056972328361328
RNU6-885P,Pseudogene,RNU6,1.3359339514254416,-0.028999999165535,0,0,-0.6451209749735463,0.13062504108623776
RNU6-886P,Pseudogene,RNU6,1.2901305016622835,0.197999998927116,0.31,0,-0.6641758339479976,0.11238693245751916
RNU6-887P,Pseudogene,RNU6,0.5557485237929837,0.200000002980232,0,0,-0.7475888133512996,0.0593579859452728
RNU6-888P,Pseudogene,RNU6,1.3068344000082537,0.214000001549721,0,0,-0.6599485930228006,0.10653005555432102
RNU6-889P,Pseudogene,RNU6,1.41634939316173,0.284000009298325,0,0,0.47404996784372194,-0.003160798643696974
RNU6-88P,Pseudogene,RNU6,0.868357068426537,0.30799999833107,0.9,0,-0.47535649099256283,0.0793869865835177
RNU6-890P,Pseudogene,RNU6,1.201092019879696,-0.103000000119209,2,0,-0.9855204301521133,0.14814607376479627
RNU6-891P,Pseudogene,RNU6,1.0952251313487855,0.284000009298325,0,0,-0.6351342121169509,0.10877440404010641
RNU6-892P,Pseudogene,RNU6,1.2630648268022358,0.30799999833107,0.68,0,-0.7597354949288078,0.0880037446853853
RNU6-893P,Pseudogene,RNU6,1.3199027440083362,0.202999994158745,0.4,0,-0.7302257493874756,0.08465369561696907
RNU6-894P,Pseudogene,RNU6,0.7608461932880134,0.284999996423721,0,0,0.43313841310943385,-0.03953396998603328
RNU6-895P,Pseudogene,RNU6,1.1802911609681086,0.307000011205673,0,0,-0.3732002724509815,0.060263839323822975
RNU6-896P,Pseudogene,RNU6,1.266015912846166,0.30799999833107,0,0,-0.725915502893902,0.086025590426124815
RNU6-897P,Pseudogene,RNU6,1.356291040209067,-0.162000000476837,0,0,-0.4317377644770226,0.05129534702476619
RNU6-898P,Pseudogene,RNU6,0.9017554172121732,0.194999992847443,0,0,-0.9499140741487582,0.07876800728216914
RNU6-899P,Pseudogene,RNU6,1.330939805812636,0.30799999833107,0,0,1.5650893987576475,0.1260724255430186
RNU6-89P,Pseudogene,RNU6,0.5210142410559222,0.30799999833107,0.33,0,-1.2565473422255478,0.08925138054712589
RNU6-900P,Pseudogene,RNU6,1.2599690796777203,0.146999999880791,0.28,0,-0.8948334360642095,0.08988352715529835
RNU6-901P,Pseudogene,RNU6,1.1468866941482565,0.284000009298325,0,0,-0.895463823234283,0.09003240003864141
RNU6-902P,Pseudogene,RNU6,1.1069167026096516,0.0900000035762787,0,0,-0.3122040649392317,0.04239168523466416
RNU6-903P,Pseudogene,RNU6,1.1790536341938302,-0.096000000834465,0,0,-0.8445080351797911,0.07300389928780578
RNU6-904P,Pseudogene,RNU6,1.1692728842179114,-0.0670000016689301,0,0,0.3562364138537972,-0.027005053319423832
RNU6-905P,Pseudogene,RNU6,1.3958636987791062,0.0299999993294477,0,0,-0.6098836633610237,0.07333263025604884
RNU6-906P,Pseudogene,RNU6,1.6870937329429865,0.293000012636185,1.24,0,-0.574630709814078,0.09766913020198946
RNU6-907P,Pseudogene,RNU6,1.0215965510900435,0.30799999833107,0.26,0,-0.8520419293950926,0.08233511563366469
RNU6-908P,Pseudogene,RNU6,1.6997627722391788,0.124499998986721,0,0,-0.43267496852231446,0.113588969283971
RNU6-909P,Pseudogene,RNU6,1.136168126913226,-0.0590000003576279,0.67,0,-0.45221612331312006,0.04639796884966376
RNU6-90P,Pseudogene,RNU6,1.376264032977908,-0.0525000002235174,4.58,0,-0.6383339742063836,0.07057299131033631
RNU6-910P,Pseudogene,RNU6,1.103706180429991,-0.172000005841255,0,0,-0.5354495109211693,0.0843526823043778
RNU6-911P,Pseudogene,RNU6,1.0687471611403534,0.208000004291534,0,0,1.6037282216268267,0.12604810851015738
RNU6-912P,Pseudogene,RNU6,1.77011248563871,0.284000009298325,0,0,-0.7521909573866147,0.11297280808799333
RNU6-913P,Pseudogene,RNU6,1.279684100839107,0.270000010728836,0,0,-0.6476170834387177,0.08026663603181225
RNU6-914P,Pseudogene,RNU6,0.9878557475678036,-0.0230000000447035,5.81,0,-0.36433496072828375,0.034198065229560135
RNU6-915P,Pseudogene,RNU6,1.0454007425717533,-0.243000000715256,1,0,-0.7748354610052667,0.05611679227123976
RNU6-916P,Pseudogene,RNU6,1.3383852063821855,0.263999998569489,0,0,-0.3155613820732196,0.06243810823258567
RNU6-917P,Pseudogene,RNU6,1.4695273465679857,0.256999999284744,0,0,0.6385185875862822,0.12595267949420436
RNU6-918P,Pseudogene,RNU6,1.1796548854096351,0.421999990940094,0,0,-0.35448539762001735,0.09147456823387816
RNU6-919P,Pseudogene,RNU6,1.60312074171053,0.226999998092651,0,0,-0.5406204187497106,0.12592499699462228
RNU6-91P,Pseudogene,RNU6,1.0387822874635209,0.30799999833107,0.09,0,-1.0637910304947662,0.09641851517920437
RNU6-920P,Pseudogene,RNU6,0.9816210338734764,-0.185500003397465,0.27,0,-0.6921223823322403,0.04974044264482023
RNU6-921P,Pseudogene,RNU6,1.3634017522958712,0.284000009298325,0.21,0,-1.3368489960793233,0.12804550768490688
RNU6-922P,Pseudogene,RNU6,1.1928945586465558,-0.296000003814697,0,0,-0.6876795853376985,0.055294900080678534
RNU6-923P,Pseudogene,RNU6,1.298477859329401,-0.068000003695488,0,0,1.449223008436063,0.12611329550086903
RNU6-924P,Pseudogene,RNU6,1.1256480516640297,-0.121500000357628,0.21,0,-0.7991331091009735,0.0664634950331852
RNU6-925P,Pseudogene,RNU6,1.1689422074972615,0.303000003099442,0.76,0,1.4110575408799024,0.1261229057178975
RNU6-926P,Pseudogene,RNU6,1.298477859329401,0.27700001001358,0,0,-0.8525181312614597,0.15383996344063333
RNU6-928P,Pseudogene,RNU6,1.135543858711625,-0.250500001013279,0.69,0,0.30022949382389497,-0.03433663838270922
RNU6-929P,Pseudogene,RNU6,1.0387822874635209,0.305000007152557,0,0,-1.0126240960579054,0.09306386575921934
RNU6-92P,Pseudogene,RNU6,1.1021455099259891,0.30799999833107,0,0,-0.4593102598981917,0.06194690528730866
RNU6-930P,Pseudogene,RNU6,0.8336227856894756,-0.0325000006705523,3.21,0,0.9105342790889018,0.12637533753631727
RNU6-931P,Pseudogene,RNU6,1.266015912846166,-0.314999997615814,0.3,0,-0.3241520190333877,0.03345744194841921
RNU6-932P,Pseudogene,RNU6,0.7864365902730902,0.209000006318092,0,0,-0.6210801742320343,0.05183041672620176
RNU6-933P,Pseudogene,RNU6,1.6555592706449864,0.29899999499321,0.09,0,-0.5160903132264297,0.16716725453078607
RNU6-934P,Pseudogene,RNU6,0.8115486620808757,0.186000004410744,0,0,-0.8478719472086808,0.06764208765778948
RNU6-935P,Pseudogene,RNU6,0.7988885029524141,0.233500003814697,0,0,-0.4555884834555715,0.04274439837575463
RNU6-936P,Pseudogene,RNU6,0.7790867155976406,0.0070000002160668,0,0,-1.143821446228685,0.078966115072971
RNU6-937P,Pseudogene,RNU6,0.950277546579984,0.019000000320375,0,0,-0.8511392020954154,0.06720915108677451
RNU6-938P,Pseudogene,RNU6,1.079123347170842,0.282000005245209,0,0,-0.717347749798005,0.14281995903644643
RNU6-939P,Pseudogene,RNU6,1.0712442339467558,-0.204999998211861,0,0,-0.6962767948706676,0.05363320639938538
RNU6-940P,Pseudogene,RNU6,0.9685521147834452,-0.235999993979931,0,0,-1.0271383820698725,0.06956039193743367
RNU6-942P,Pseudogene,RNU6,1.201092019879696,-0.120999999344349,0,0,0.6171122053710255,0.12612568882539968
RNU6-943P,Pseudogene,RNU6,1.0632943695018822,0.0405000001192093,0.34,0,-0.7320756872537291,0.06573603841550153
RNU6-944P,Pseudogene,RNU6,0.9738583944970508,-0.108000002801418,2.02,0,-0.9251467583095805,0.06804032701738257
RNU6-945P,Pseudogene,RNU6,0.9089345015305808,0.184000000357628,0.64,0,-1.002910292139684,0.08206042045707931
RNU6-946P,Pseudogene,RNU6,1.330939805812636,0.282999992370605,0,0,-0.9769725005770432,0.10388472048119358
RNU6-947P,Pseudogene,RNU6,0.7536683990117115,-0.126999996602535,0,0,0.887845341878528,0.126406551351282
RNU6-948P,Pseudogene,RNU6,0.9089345015305808,-0.0379999987781048,0.24,0,-0.8585322023572823,0.06332391428100381
RNU6-949P,Pseudogene,RNU6,0.7141628226311706,0.174999997019768,0,0,-1.3622014723758331,0.17204263640945955
RNU6-94P,Pseudogene,RNU6,0.9738583944970508,-0.116999998688698,4.06,0,-0.9869147838496185,0.07192514669809899
RNU6-950P,Pseudogene,RNU6,1.4607875917455764,0.159999996423721,0,0,1.8815009329274441,0.1258069927640674
RNU6-951P,Pseudogene,RNU6,0.9413964480138156,0.214000001549721,0,0,-0.8960381914260258,0.07786751249311333
RNU6-952P,Pseudogene,RNU6,1.1256480516640297,-0.108000002801418,0.26,0,-0.469866494097582,0.045051877420473056
RNU6-953P,Pseudogene,RNU6,0.9738583944970508,0.277999997138977,0,0,-0.597626854277735,0.08226625841581596
RNU6-954P,Pseudogene,RNU6,1.201092019879696,-0.0240000002086162,0.67,0,-0.5667049797279872,0.058793384895159714
RNU6-955P,Pseudogene,RNU6,1.1021455099259891,0.252000004053116,0,0,-0.6221143940634741,0.06969210121524219
RNU6-956P,Pseudogene,RNU6,1.079123347170842,0.0649999976158142,0.7,0,-0.32749897328682853,0.04060391339146253
RNU6-957P,Pseudogene,RNU6,0.9823837541795166,0.26800000667572,0,0,-0.963693007578029,0.08620327163262186
RNU6-958P,Pseudogene,RNU6,1.1141185028868776,0.248499989509583,0,0,-0.5068810623287585,0.06287315950980962
RNU6-959P,Pseudogene,RNU6,0.7466247691144057,0.30799999833107,0,0,-1.1432752068699383,0.09005717516838446
RNU6-95P,Pseudogene,RNU6,1.3958636987791062,0.194999992847443,0,0,-0.7287174732533797,0.08805947085815873
RNU6-960P,Pseudogene,RNU6,1.157809424568716,-0.0230000000447035,0,0,-1.0659238096695485,0.08935368700713832
RNU6-961P,Pseudogene,RNU6,0.8931672703815808,0.282999992370605,0,0,-0.5093053729640986,0.07299438703422848
RNU6-964P,Pseudogene,RNU6,1.0571303441714364,0.284000009298325,0,0,-0.8752788283514487,0.08451854353322684
RNU6-965P,Pseudogene,RNU6,0.868357068426537,-0.0450000017881393,0,0,-0.62926710121717,0.045316179609938445
RNU6-966P,Pseudogene,RNU6,1.3025356026398056,-0.132500000298023,0,0,-0.5109708494127309,0.05527466096868983
RNU6-967P,Pseudogene,RNU6,1.318616289092149,0.216500014066696,0,0,-0.35961351896817356,0.061972559348892724
RNU6-968P,Pseudogene,RNU6,0.8440106085641107,0.214000001549721,0,0,-0.7218380129359825,0.08651776314908317
RNU6-969P,Pseudogene,RNU6,1.720174002216378,0.284000009298325,1.37,0,1.600455376330081,0.12576091340616435
RNU6-970P,Pseudogene,RNU6,0.7141628226311706,-0.0379999987781048,0,0,-0.8634049532767486,0.05425663626831008
RNU6-971P,Pseudogene,RNU6,1.2451912679323929,-0.0765000022947788,0,0,-0.8574304695392968,0.1350118903695157
RNU6-972P,Pseudogene,RNU6,0.7790867155976406,-0.193000003695488,0,0,-0.7792089075216762,0.04483730065539392
RNU6-973P,Pseudogene,RNU6,1.266015912846166,-0.270000010728836,0,0,-0.48565351489423225,0.07961136454025887
RNU6-974P,Pseudogene,RNU6,1.4151004078062084,-0.0175000009476207,0,0,-0.5574144289388112,0.06871596642410768
RNU6-975P,Pseudogene,RNU6,1.1247291552953242,0.29899999499321,0,0,1.226270654349052,0.1261351224300075
RNU6-976P,Pseudogene,RNU6,1.8149445033779872,-0.226999998092651,0,0,-0.38320122289465486,0.08913861023822515
RNU6-977P,Pseudogene,RNU6,1.079123347170842,-0.0320000015199184,0,0,0.36094100639085686,-0.031009230706692842
RNU6-979P,Pseudogene,RNU6,0.8764725550473457,-0.0759999975562096,7.87,0,-0.7642724324373391,0.10974865073694004
RNU6-97P,Pseudogene,RNU6,1.1021455099259891,0.239999994635582,1.51,0,-1.0794336357959309,0.09776888755946328
RNU6-980P,Pseudogene,RNU6,1.3489041839635527,0.298000007867813,0,0,-0.37815229419235136,0.10487829113953627
RNU6-982P,Pseudogene,RNU6,1.4983416082653973,0.298000007867813,0,0,-0.35170377141292436,0.09771669929254405
RNU6-983P,Pseudogene,RNU6,1.0116781379726645,0.214000001549721,0,0,-0.5434542438275617,0.058901168677798765
RNU6-984P,Pseudogene,RNU6,1.115321005318488,-0.188999995589256,0,0,-0.37381049897924445,0.03456456514944
RNU6-985P,Pseudogene,RNU6,1.001950463569081,0.203999996185303,0,0,-0.3013871110018185,0.08235541941968545
RNU6-986P,Pseudogene,RNU6,0.8172772408720348,-0.124499995261431,0,0,-0.6810546883026474,0.04295785452627047
RNU6-987P,Pseudogene,RNU6,1.2357389050685337,0.0439999997615814,0,0,-0.4975218483783121,0.05892101310741617
RNU6-988P,Pseudogene,RNU6,1.103706180429991,0.284000009298325,0,0,-0.5988948811660001,0.06954670776737885
RNU6-989P,Pseudogene,RNU6,0.8440106085641107,0.204999998211861,0,0,-0.7194107155058596,0.06128981416721349
RNU6-98P,Pseudogene,RNU6,1.006320340980286,0.0570000000298023,0,0,-1.2232382482268764,0.09542935478279653
RNU6-990P,Pseudogene,RNU6,1.703315788067438,-0.0780000016093254,0,0,-0.6082773424354024,0.08297056578099148
RNU6-991P,Pseudogene,RNU6,1.136168126913226,0.421000003814697,0,0,-0.4313916971885778,0.06650588955051877
RNU6-992P,Pseudogene,RNU6,1.2221321703780892,0.30799999833107,0,0,-1.0004709092152275,0.10077591688633193
RNU6-993P,Pseudogene,RNU6,1.0968720864335204,0.214000001549721,0,0,1.1116309573445096,0.12613023903380854
RNU6-994P,Pseudogene,RNU6,1.3768544508384732,-0.0949999988079071,0.63,0,-0.8683083590802773,0.08409087081994943
RNU6-995P,Pseudogene,RNU6,1.3634017522958712,0.305999994277954,0,0,-0.6118433796471348,0.08372503077146541
RNU6-996P,Pseudogene,RNU6,1.201092019879696,0.28099998831749,0,0,-0.9414050807210053,0.09524763670015661
RNU6-997P,Pseudogene,RNU6,1.5581734311952813,-0.143999993801117,0,0,-0.5271686660840535,0.06750540410848405
RNU6-998P,Pseudogene,RNU6,1.10049212632274,-0.156000003218651,1.45,0,-0.4978824597600898,0.043686695921071
RNU6-999P,Pseudogene,RNU6,0.8931672703815808,-0.319999992847443,0,0,0.2655405236131684,-0.05021337980548105
RNU6-99P,Pseudogene,RNU6,1.103706180429991,0.379000008106232,0,0,-0.5860949069547502,0.07255157163985941
RNU4ATAC14P,Pseudogene,RNU4ATAC,1.1708185192267917,0.003000000026077,0,0,0.31761434899678653,-0.011925930396407004
RNU4ATAC17P,Pseudogene,RNU4ATAC,1.186754660182934,0.0480000004172325,3.52,0,0.39112455414769387,-0.022603347241513028
RNU4ATAC3P,Pseudogene,RNU4ATAC,1.2680769888133556,0.306000009179115,0,0,0.4715137160382236,-0.010488786997782305
RNU4ATAC6P,Pseudogene,RNU4ATAC,1.3783445530579952,0.344999998807907,0,0,0.4891914216211987,-0.0034791031357226084
RNU4ATAC7P,Pseudogene,RNU4ATAC,1.1114970475859671,0.157000005245209,0,0,0.41870718266054147,-0.02345182344939617
RNU4ATAC8P,Pseudogene,RNU4ATAC,1.46585046413287,-0.112000003457069,0,0,0.3617588840928937,-0.011752096841912824
RNU6ATAC12P,Pseudogene,RNU6ATAC,1.147741516528988,-0.119999997317791,1.72,0,0.3393088783049866,-0.029785780976253277
RNU6ATAC13P,Pseudogene,RNU6ATAC,1.16664766445092,0.0750000029802322,0,0,0.3978495306711742,-0.022903271577101897
RNU6ATAC14P,Pseudogene,RNU6ATAC,0.91606899526316,-0.0359999984502792,0,0,0.34958284664305583,-0.04032439646009915
RNU6ATAC19P,Pseudogene,RNU6ATAC,0.8209921374214532,0.405000001192093,0,0,0.4732576991321968,-0.0317845854254581
RNU6ATAC22P,Pseudogene,RNU6ATAC,1.7172004948659607,0.282999992370605,0,0,-0.3733851923384079,0.14783774115543882
RNU6ATAC28P,Pseudogene,RNU6ATAC,1.295176644432801,0.239999994635582,0,0,0.8416419167619583,0.12610430903780004
RNU6ATAC32P,Pseudogene,RNU6ATAC,1.005466079230727,0.27700001001358,0,0,0.0025425892735837464,0.05207863164067858
RNU6ATAC35P,Pseudogene,RNU6ATAC,0.8057727752066064,0.0720000006258488,0.99,0,0.3741102243426154,-0.043333973921153617
RNU6ATAC36P,Pseudogene,RNU6ATAC,1.2156998957971517,0.282999992370605,0,0,0.46188195820428135,-0.013949737506496081
RNU6ATAC39P,Pseudogene,RNU6ATAC,1.165579957619513,0.212999999523163,1.55,0,0.8959663020731188,0.12617469532876213
RNU6ATAC40P,Pseudogene,RNU6ATAC,1.5212094629369992,0.330000013113022,0,0,0.49411558597495936,0.0038407124254097994
RNU6ATAC42P,Pseudogene,RNU6ATAC,1.4990585181258114,-0.125,0.44,0,-0.1824059164202127,0.04273154153462008
RNU6ATAC9P,Pseudogene,RNU6ATAC,1.1378471931106346,-0.0540000014007092,0.26,0,0.35812133855099426,-0.028375081922465125
RNU11-2P,Pseudogene,RNU11,1.1985773620535298,0.0500000007450581,0.16,0,0.39243592890555573,-0.02188899470065596
RNU11-5P,Pseudogene,RNU11,1.4001416297110054,0.305000007152557,0,0,-0.053454214538744306,0.07593804624913855
VTRNA2-2P,Pseudogene,VTRNA,1.5512398115580857,0.300999999046326,0,0,-0.3394574434181897,0.12192971023620351
VTRNA2-2P,Pseudogene,VTRNA,1.5512398115580857,0.300999999046326,0,0,-0.33945744341817835,0.12192971023620486
VTRNA2-2P,Pseudogene,VTRNA,1.5512398115580857,0.300999999046326,0,0,-0.3394574434181849,0.12192971023620444
VTRNA2-2P,Pseudogene,VTRNA,1.5512398115580857,0.300999999046326,0,0,-0.3394574434181848,0.12192971023621003
VTRNA3-1P,Pseudogene,VTRNA,0.7151175857630304,0.167999997735023,0,0,0.3961050167247906,-0.04564562155014505
VTRNA3-1P,Pseudogene,VTRNA,0.7151175857630304,0.167999997735023,0,0,0.39610501672479664,-0.04564562155014947
VTRNA3-1P,Pseudogene,VTRNA,0.7151175857630304,0.167999997735023,0,0,0.3961050167247892,-0.04564562155015315
VTRNA3-1P,Pseudogene,VTRNA,0.7151175857630304,0.167999997735023,0,0,0.3961050167247948,-0.04564562155015216
RNY1P1,Pseudogene,RNY,1.3955738599712202,-0.200000002980232,0,0,-1.0365551628276646,0.1298859844088434
RNY1P10,Pseudogene,RNY,1.4754385587424346,-0.193000003695488,0,0,-0.3663125322310911,0.0673645497341129
RNY1P11,Pseudogene,RNY,1.198793828978228,-0.308999985456467,2.4,0,-0.3165235213411357,0.03004302733056609
RNY1P12,Pseudogene,RNY,1.5547726558494188,0.30799999833107,3.48,0,-0.1809638687731308,0.1045646395146249
