Gene,Gene_Type,Gene_group,enrichment_intergenic_dbsnp,PhyloP100_median,ENCODE_max,functional_probability,UMAP1,UMAP2
RNU6-715P,Pseudogene,RNU6,0.8430651149772205,0.263999998569489,0,0,-10.458014583351599,-2.030135997102465
RNU6-716P,Pseudogene,RNU6,0.9779555333735755,0.277999997138977,0,0,6.019276046988978,-1.1938723404862543
RNU6-717P,Pseudogene,RNU6,1.3693323002110775,0.266000002622604,0,0,-12.199598407509313,-0.7247052271821162
RNU6-718P,Pseudogene,RNU6,1.3232107709356753,-0.0370000004768372,0,0,-0.8694532868885861,-11.109737761781421
RNU6-719P,Pseudogene,RNU6,0.9351537659978092,0.291500002145767,0,0,2.8237084391093386,10.449474922849927
RNU6-71P,Pseudogene,RNU6,1.006320340980286,0.282999992370605,0,0,0.9246272089457644,10.300234429075513
RNU6-720P,Pseudogene,RNU6,1.157809424568716,0.30799999833107,0,0,0.44679575586081877,9.415839783384595
RNU6-721P,Pseudogene,RNU6,1.8524950793099453,-0.296000003814697,0,0.03,-1.871783828499304,-9.663747199342456
RNU6-722P,Pseudogene,RNU6,0.9017554172121732,-0.0130000002682209,1.26,0,4.387291574714197,8.663467041685376
RNU6-723P,Pseudogene,RNU6,0.9738583944970508,0.268999993801117,0,0,2.0569242479777468,10.270304314329419
RNU6-724P,Pseudogene,RNU6,1.190889693842108,-0.0920000001788139,0,0,5.079333210227503,6.485111347868238
RNU6-725P,Pseudogene,RNU6,0.7151175857630304,0.0769999995827675,0,0,4.852335834739222,9.970702759458813
RNU6-726P,Pseudogene,RNU6,0.5843150366982305,0.30799999833107,0.73,0,4.563267135856165,10.977565399839673
RNU6-727P,Pseudogene,RNU6,0.8115486620808757,0.30799999833107,0,0,1.3689794781184328,10.71917497320393
RNU6-728P,Pseudogene,RNU6,1.2023405562828977,-0.167999997735023,0,0,-11.345989322426306,-2.636623032853808
RNU6-729P,Pseudogene,RNU6,1.7204831636114566,-0.273000001907349,0,0,2.1389264109110964,4.763648144438062
RNU6-72P,Pseudogene,RNU6,1.3629908415808936,-0.0869999974966049,0,0,3.24711957001449,6.29209386511067
RNU6-730P,Pseudogene,RNU6,1.2691372538541694,-0.0580000001937151,0,0,4.346229458091273,6.236345402433668
RNU6-731P,Pseudogene,RNU6,1.4081465974484384,0.217999994754791,0.63,0,4.723559284446253,-1.9957360108353754
RNU6-732P,Pseudogene,RNU6,1.5849624161571745,0.30799999833107,0,0,-0.0776525495076047,6.158390156461988
RNU6-733P,Pseudogene,RNU6,1.3693323002110775,0.0579999973997474,0,0,3.21853914284469,5.93081866903523
RNU6-735P,Pseudogene,RNU6,1.136168126913226,0.238000005483627,0,0,5.250162506339564,-1.4411902506806513
RNU6-737P,Pseudogene,RNU6,1.2335539663629311,0.300000011920929,0,0,-12.403851604225622,-1.4740618546464106
RNU6-738P,Pseudogene,RNU6,1.1468866941482565,0.30799999833107,0,0,0.3662728461003436,9.475238434507641
RNU6-739P,Pseudogene,RNU6,1.1465685563690198,-0.101999998092651,0.3,0,4.318817043540491,7.47394668264607
RNU6-73P,Pseudogene,RNU6,1.2335539663629311,-0.0829999968409538,0,0,3.5000907423472536,7.270263783170972
RNU6-740P,Pseudogene,RNU6,1.2901305016622835,-0.0640000030398369,0,0,4.046102190253748,6.117661587431226
RNU6-741P,Pseudogene,RNU6,1.103706180429991,0.273999989032745,0,0,1.8298263790583742,8.899736038877759
RNU6-742P,Pseudogene,RNU6,0.9089345015305808,0.30799999833107,0.47,0,1.2181197645640505,10.545759789182934
RNU6-743P,Pseudogene,RNU6,1.343495841716529,0.239999994635582,0.67,0,-0.19563285088776217,7.250830761625562
RNU6-744P,Pseudogene,RNU6,0.8764725550473457,0.30799999833107,0,0,3.017533922431482,10.84925710363606
RNU6-745P,Pseudogene,RNU6,1.3107276504551504,0.0019999999203719,0,0,3.7347406389689577,6.11367999716023
RNU6-746P,Pseudogene,RNU6,1.115321005318488,-0.158999994397163,0,0,3.9297496321177614,7.647940270139967
RNU6-747P,Pseudogene,RNU6,0.5677719293558127,0.261999994516373,0.03,0,4.554087543723597,10.951621643736157
RNU6-748P,Pseudogene,RNU6,1.5257114847120463,0.0769999995827675,1.18,0,0.2021808269000186,6.024116627409254
RNU6-749P,Pseudogene,RNU6,0.1623097324161751,-0.196999996900558,0,0.26,5.400291824576868,10.492919556333813
RNU6-74P,Pseudogene,RNU6,0.9738583944970508,-0.109999999403954,0,0,4.365668201682581,8.348244301512036
RNU6-750P,Pseudogene,RNU6,0.7466247691144057,0.256999999284744,4.4,0,3.7403487207865846,10.459703079893384
RNU6-751P,Pseudogene,RNU6,1.3412247789558394,0.764999985694885,0,0.48,-12.690999126198278,-2.389571555421557
RNU6-752P,Pseudogene,RNU6,1.2940222980473886,-0.136500000953674,0,0,-11.737050151588903,-2.703712828920092
RNU6-753P,Pseudogene,RNU6,1.3634017522958712,0.451999992132187,0,0,-0.15088490224121676,7.1317564169905525
RNU6-754P,Pseudogene,RNU6,1.0387822874635209,0.0439999997615814,0,0,5.144858741996302,7.418206326200758
RNU6-755P,Pseudogene,RNU6,0.7756199057790428,-0.163000002503395,0,0,5.265241527793421,9.243166557981763
RNU6-756P,Pseudogene,RNU6,1.266015912846166,0.301999986171722,0,0,-12.25584707236527,-1.482338674829211
RNU6-757P,Pseudogene,RNU6,1.5630427231677666,0.0405000001192093,1.65,0,0.4263212772584094,5.812549225523267
RNU6-758P,Pseudogene,RNU6,2.224555186530904,0.30799999833107,0.63,0.56,1.7139902355647219,4.1235121409438
RNU6-759P,Pseudogene,RNU6,1.7872980437517072,0.294999986886978,0.77,0,-12.421830272438513,-0.8152754385926386
RNU6-75P,Pseudogene,RNU6,1.3693323002110775,0.0515000000596046,0,0,2.582787180182947,6.108085743620191
RNU6-760P,Pseudogene,RNU6,1.2532988616465484,0.211999997496605,0,0,5.036739254233851,-1.9559592087723872
RNU6-761P,Pseudogene,RNU6,1.4932495382288111,0.214000001549721,3.84,0,4.712345028159632,-1.0734894354798457
RNU6-762P,Pseudogene,RNU6,0.9534901143507074,0.0149999996647239,1.95,0,4.715545559165491,8.729950539305005
RNU6-763P,Pseudogene,RNU6,0.9175093553186052,0.30799999833107,0,0,3.296995067832483,10.160357109739575
RNU6-764P,Pseudogene,RNU6,1.0585686167485404,0.308999985456467,0,0,2.251738333938135,8.808396927549634
RNU6-765P,Pseudogene,RNU6,1.473575631269275,0.0179999992251396,0,0,-1.455852842094885,-10.133007415101734
RNU6-766P,Pseudogene,RNU6,0.7141628226311706,0.30799999833107,0.67,0,3.8614825251078737,10.97202264471272
RNU6-767P,Pseudogene,RNU6,1.3958636987791062,-0.0729999989271164,0.71,0,3.1876465322947634,6.149408928587232
RNU6-768P,Pseudogene,RNU6,1.006320340980286,0.30799999833107,0,0,1.7496770861125124,10.013411156370434
RNU6-769P,Pseudogene,RNU6,1.1689422074972615,0.282999992370605,0.22,0,0.9954874160266055,8.65539323492268
RNU6-76P,Pseudogene,RNU6,1.2691372538541694,0.245000004768372,0,0,0.18062996291877165,7.939433685972486
RNU6-770P,Pseudogene,RNU6,0.9924080782017566,0.228000000119209,0,0,2.982518100974573,10.006214729978833
RNU6-771P,Pseudogene,RNU6,1.5581734311952813,0.146999999880791,0,0,4.556727314231409,-1.582388528154101
RNU6-772P,Pseudogene,RNU6,1.157809424568716,-0.250999987125397,0,0,4.409817362067713,7.122413746549879
RNU6-774P,Pseudogene,RNU6,1.266015912846166,0.017000000923872,0,0,3.646636867759241,6.355017773344312
RNU6-775P,Pseudogene,RNU6,0.6874493458376751,-0.0670000016689301,0,0,-10.415022945168005,-2.5816246350266594
RNU6-776P,Pseudogene,RNU6,1.3693323002110775,0.28600001335144,0,0,-12.145363902809606,-0.7388765891053339
RNU6-777P,Pseudogene,RNU6,1.3025356026398056,0.305000007152557,0,0,0.1671217026686801,7.483271233274732
RNU6-778P,Pseudogene,RNU6,0.7418973011799539,0.284000009298325,0,0,7.591107750175013,-1.3145486195542475
RNU6-77P,Pseudogene,RNU6,0.9924080782017566,-0.0529999993741512,0,0,5.518931770560755,7.611096493437086
RNU6-780P,Pseudogene,RNU6,1.2023405562828977,-0.399000003933907,0.27,0,4.2118226530528204,7.095550648405347
RNU6-782P,Pseudogene,RNU6,1.0687471611403534,0.214000001549721,0.32,0,2.418702864882959,8.733583084776196
RNU6-783P,Pseudogene,RNU6,1.0585686167485404,0.282999992370605,0,0,-11.948139285805212,-1.9990326245286127
RNU6-784P,Pseudogene,RNU6,0.6553638252275752,0.30799999833107,0.31,0,7.713874244925989,-1.2926170905091425
RNU6-785P,Pseudogene,RNU6,0.033398348785636,0.254999995231628,1.45,0.26,5.355244541404261,10.961886994077954
RNU6-786P,Pseudogene,RNU6,1.19640307205434,-0.223000004887581,0.31,0,-0.13321623778580294,-12.526243575380054
RNU6-787P,Pseudogene,RNU6,1.136168126913226,0.204999998211861,0,0,1.2207354547953737,9.026831261350903
RNU6-788P,Pseudogene,RNU6,1.0687471611403534,-0.210500001907349,0,0,7.42808618569137,-2.679526217744555
RNU6-789P,Pseudogene,RNU6,1.9750866654407508,-0.166999995708466,0,0.37,1.9619053842997682,4.698657623960767
RNU6-78P,Pseudogene,RNU6,1.3634017522958712,0.294999986886978,0,0,-12.49625692343949,-1.4256202061631342
RNU6-790P,Pseudogene,RNU6,0.9924080782017566,0.28099998831749,0,0,-10.834344005348669,-1.3313171942689082
RNU6-791P,Pseudogene,RNU6,0.7681620220696289,0.287000000476837,0.04,0,3.706505918738855,10.900835625364575
RNU6-792P,Pseudogene,RNU6,0.6817008761479356,-0.061999998986721,0.24,0,4.942917251822962,9.513105980589184
RNU6-793P,Pseudogene,RNU6,1.4695273465679857,0.327500000596046,0,0,1.1038872542357576,6.109367958738599
RNU6-794P,Pseudogene,RNU6,1.248263285863147,0.226999998092651,0.65,0,-11.823028659584509,-0.9162404616334101
RNU6-795P,Pseudogene,RNU6,1.2477363701662862,0.239999994635582,0.38,0,1.6861949207759035,7.490371338560377
RNU6-796P,Pseudogene,RNU6,1.0712442339467558,0.317999988794327,0,0,1.8629639389491213,9.005150429441724
RNU6-797P,Pseudogene,RNU6,1.2427862630691724,-0.125,0,0,3.5417801382517946,7.296308151914869
RNU6-798P,Pseudogene,RNU6,0.910510324175398,-0.0480000004172325,0,0,5.579640293357386,7.749854199125562
RNU6-799P,Pseudogene,RNU6,0.7790867155976406,-0.237000003457069,0,0,5.2969573976969855,9.26732408209065
RNU6-79P,Pseudogene,RNU6,1.298477859329401,0.218999996781349,0,0,1.0487857105708254,7.236632458402906
RNU6-8,Functional,RNU6,3.8954335779882032,1.48800003528595,1.75,0.98,-5.53380117392777,-4.37082756356975
RNU6-800P,Pseudogene,RNU6,1.0116781379726645,0.347000002861023,0,0,1.6843654158091677,10.038326851560864
RNU6-801P,Pseudogene,RNU6,0.8931672703815808,-0.127000004053116,0,0,5.266937160727991,8.601874939634595
RNU6-803P,Pseudogene,RNU6,1.2599690796777203,0.194000005722046,0,0,5.681158924338831,-3.7505301316239494
RNU6-804P,Pseudogene,RNU6,1.2335539663629311,0.284000009298325,0,0,0.1425092759108676,8.219736210539136
RNU6-805P,Pseudogene,RNU6,1.1141185028868776,0.214000001549721,0.37,0,1.2519879581904543,9.10976850195149
RNU6-806P,Pseudogene,RNU6,1.157809424568716,0.30799999833107,0,0,1.89808335327865,8.454360596372876
RNU6-807P,Pseudogene,RNU6,1.3958636987791062,0.30799999833107,4.27,0,-12.495589351418005,-1.409713156984057
RNU6-808P,Pseudogene,RNU6,1.0291639329499698,0.30799999833107,3.73,0,1.700585031745447,-10.030642875001636
RNU6-809P,Pseudogene,RNU6,1.0712442339467558,-0.137999996542931,0,0,4.768576526877894,7.673945061399732
RNU6-80P,Pseudogene,RNU6,1.330939805812636,0.146999999880791,0,0,0.18130006813765898,7.704835049345289
RNU6-810P,Pseudogene,RNU6,1.0712442339467558,0.277999997138977,0,0,5.8906463625407355,-1.2406107266404292
RNU6-811P,Pseudogene,RNU6,1.006320340980286,-0.156000003218651,0,0,0.600070928552611,-13.018569358155933
RNU6-812P,Pseudogene,RNU6,0.9089345015305808,-0.229000002145767,0,0,5.11342086815597,8.487702957823071
RNU6-813P,Pseudogene,RNU6,1.4283256452623412,-0.138999998569489,0,0,3.2522381784892214,5.358285538389478
RNU6-815P,Pseudogene,RNU6,1.2602704355924963,0.214000001549721,0,0,0.6196529901152982,7.835841767027174
RNU6-816P,Pseudogene,RNU6,0.3570814113155853,-0.203999996185303,0,0.06,5.391702556846155,10.381874672605786
RNU6-817P,Pseudogene,RNU6,0.6345686269270847,-0.261000007390976,0.69,0,5.126620674369349,9.774073235227856
RNU6-818P,Pseudogene,RNU6,1.286454916187462,0.284000009298325,0.08,0,0.7997317554927005,7.7166515509627205
RNU6-819P,Pseudogene,RNU6,1.4932495382288111,-0.151999995112419,0,0,2.647242927787317,5.10912620229939
RNU6-81P,Pseudogene,RNU6,1.1689422074972615,0.26800000667572,0,0,2.262997412917627,8.191012016966138
RNU6-820P,Pseudogene,RNU6,1.4607875917455764,0.291999995708466,0,0,-0.11425939774750338,6.372802368833814
RNU6-821P,Pseudogene,RNU6,0.8440106085641107,-0.0555000007152557,0,0,5.251805210349573,8.920634857847485
RNU6-822P,Pseudogene,RNU6,1.7039459455916952,0.30799999833107,0.48,0,1.2099054696536196,5.078876129820142
RNU6-823P,Pseudogene,RNU6,0.7756199057790428,0.0610000006854534,0,0,4.904947185752405,9.436868302061352
RNU6-824P,Pseudogene,RNU6,1.4027306489967135,-0.0989999994635582,0.22,0,3.4690374376750124,5.482822529508863
RNU6-826P,Pseudogene,RNU6,1.502925695353622,0.30799999833107,0.74,0,4.521826648948206,-1.892191298768725
RNU6-827P,Pseudogene,RNU6,1.04858212036412,0.217999994754791,0,0,1.518857860801233,9.177933327390942
RNU6-828P,Pseudogene,RNU6,1.2335539663629311,0.30799999833107,3.33,0,5.103281402823939,-1.5865911324479243
RNU6-829P,Pseudogene,RNU6,1.364561107527415,0.214000001549721,0,0,1.1267667653536928,6.88676463766316
RNU6-82P,Pseudogene,RNU6,1.201092019879696,-0.168999999761581,17.18,0.03,4.951577091453089,6.530892960264478
RNU6-830P,Pseudogene,RNU6,1.9152548425108664,0.29899999499321,0,0.42,1.3117761256671083,4.8829137007735115
RNU6-831P,Pseudogene,RNU6,1.201092019879696,0.30799999833107,0,0,0.5965504612340166,8.35994350118855
RNU6-832P,Pseudogene,RNU6,1.0712442339467558,0.30799999833107,0,0,0.6510990912592544,10.022901169492993
RNU6-833P,Pseudogene,RNU6,1.201092019879696,0.160999998450279,0.91,0,5.222648525474085,-2.186066993043627
RNU6-834P,Pseudogene,RNU6,0.9472986201016766,0.214000001549721,0,0,2.54347445988418,10.240764252378735
RNU6-835P,Pseudogene,RNU6,1.0353488123547172,-0.123999997973442,0,0,5.2955583574748175,7.356037728025709
RNU6-836P,Pseudogene,RNU6,0.9089345015305808,0.0520000010728836,0,0,4.609918976066126,8.979484192564282
RNU6-837P,Pseudogene,RNU6,1.2542935432827758,0.130499996244907,0.08,0,0.0694760920977725,-10.658034690187183
RNU6-838P,Pseudogene,RNU6,1.0613253058546563,0.306500002741814,0.3,0,1.2721148374056948,9.945468537046704
RNU6-839P,Pseudogene,RNU6,1.4151004078062084,-0.0245000002905726,0,0,3.1265951635813845,5.71282779379109
RNU6-83P,Pseudogene,RNU6,0.9613953257579516,-0.0279999999329448,0,0,4.033816242454066,8.351825348570141
RNU6-840P,Pseudogene,RNU6,0.7481230127982473,-0.177000001072884,0,0,5.270265484092249,9.331315628721509
RNU6-841P,Pseudogene,RNU6,1.0712442339467558,0.17399999499321,0,0,5.573759460685267,-1.404570825860705
RNU6-842P,Pseudogene,RNU6,1.9477167889941016,0.146999999880791,0,0.49,1.6161858084178102,4.581967941953931
RNU6-843P,Pseudogene,RNU6,1.3025356026398056,0.306500002741814,0,0,0.8786981048560275,7.607929341032301
RNU6-844P,Pseudogene,RNU6,1.0897029878293798,-0.167499996721745,0,0,4.70339717888595,7.595982186033521
RNU6-845P,Pseudogene,RNU6,0.7756199057790428,0.006000000052154,0,0,5.000649833915247,9.406164757444653
RNU6-847P,Pseudogene,RNU6,1.801036882662447,0.218999996781349,0,0.01,1.3132520558810366,4.877182594969068
RNU6-848P,Pseudogene,RNU6,1.0712442339467558,-0.25,0,0,4.752407455680384,7.672031037046705
RNU6-849P,Pseudogene,RNU6,1.190889693842108,0.30799999833107,0,0,0.8712447526431216,8.444470516874585
RNU6-84P,Pseudogene,RNU6,1.123756206199048,0.263999998569489,0,0,-12.242158984901891,-1.5833855946519038
RNU6-850P,Pseudogene,RNU6,1.0116781379726645,0.193000003695488,7.05,0,-11.548987483742224,-1.7590612252213618
RNU6-851P,Pseudogene,RNU6,1.4607875917455764,0.294999986886978,0.36,0,0.9291618707156314,6.011376969053541
RNU6-853P,Pseudogene,RNU6,0.8764725550473457,0.30799999833107,12.28,0,2.9795543196177614,10.868279091551099
RNU6-854P,Pseudogene,RNU6,1.006320340980286,-0.160999998450279,0,0,-11.153474902870641,-2.361303695008959
RNU6-855P,Pseudogene,RNU6,1.1021455099259891,-0.10050000064075,0,0,7.513713741538538,-2.8149124463059563
RNU6-856P,Pseudogene,RNU6,0.5316471847509411,-0.0510000009089708,0.51,0,5.222629451987757,10.07236444158772
RNU6-857P,Pseudogene,RNU6,1.2630648268022358,0.284999996423721,0,0,4.861601734397425,-1.114598639772143
RNU6-858P,Pseudogene,RNU6,1.4607875917455764,0.0719999969005585,0.3,0,0.3231597485518588,5.999431721403394
RNU6-859P,Pseudogene,RNU6,1.0387822874635209,-0.579999983310699,2.66,0,4.5524553301310675,7.409251324369703
RNU6-85P,Pseudogene,RNU6,1.006320340980286,0.30799999833107,0,0,1.6806937696910036,10.054939858152661
RNU6-860P,Pseudogene,RNU6,1.2357389050685337,0.254999995231628,0,0.01,1.0038396360850466,7.792399517729078
RNU6-861P,Pseudogene,RNU6,1.2124230766710138,-0.0095000001601874,0,0,-0.3137568590664731,-11.48934210138103
RNU6-862P,Pseudogene,RNU6,1.4886121173026348,-0.216000005602837,0.31,0,3.2270542623973024,5.218643299772535
RNU6-863P,Pseudogene,RNU6,1.60312074171053,0.20100000500679,0,0,1.1531263234591616,5.3184887091658455
RNU6-864P,Pseudogene,RNU6,1.093486678759343,0.282999992370605,0,0,2.2727875950312746,8.677537552549634
RNU6-865P,Pseudogene,RNU6,0.8440106085641107,-0.254999995231628,0,0,5.3170098307109015,8.628438584043774
RNU6-866P,Pseudogene,RNU6,1.4520069013033898,0.206000000238419,0,0,-12.077601527931677,-0.47463149623652895
RNU6-867P,Pseudogene,RNU6,1.136168126913226,0.158000007271767,0,0,1.3111195209002626,9.04273568792561
RNU6-869P,Pseudogene,RNU6,1.4932495382288111,0.305000007152557,0,0,-0.14949837899445162,6.240740410520826
RNU6-86P,Pseudogene,RNU6,1.266015912846166,0.118000000715256,0,0,0.26085966253043547,7.767389885618482
RNU6-871P,Pseudogene,RNU6,1.146231330323029,-5.000000819563e-4,0,0,4.7874149324870245,6.858367077543531
RNU6-873P,Pseudogene,RNU6,1.3634017522958712,0.284000009298325,0.67,0,0.9129559042430057,6.811383358671461
RNU6-874P,Pseudogene,RNU6,1.0916488860219322,0.30799999833107,0,0,0.8074003847813739,9.474674812986645
RNU6-875P,Pseudogene,RNU6,1.1468866941482565,0.293000012636185,0,0,0.6515459063029422,9.313431374265942
RNU6-876P,Pseudogene,RNU6,1.502925695353622,0.214000001549721,7.04,0,0.7762543501830234,5.807933918669019
RNU6-877P,Pseudogene,RNU6,1.4283256452623412,0.187000006437302,0.67,0,-11.84427366233109,-0.5605391343094965
RNU6-878P,Pseudogene,RNU6,1.105181723451956,0.293000012636185,0.29,0,0.5138546916222705,9.485287300779614
RNU6-879P,Pseudogene,RNU6,1.1256480516640297,0.232999995350838,0,0,0.8841535689807071,9.34551774664143
RNU6-87P,Pseudogene,RNU6,1.3507776619968357,0.26800000667572,0,0,-11.718006229164587,-1.202281244561877
RNU6-880P,Pseudogene,RNU6,1.201092019879696,0.146999999880791,0,0,-0.08047256446121798,8.349874130918774
RNU6-881P,Pseudogene,RNU6,1.3280755164170566,-0.125500001013279,2.85,0,7.30820264839889,-3.9004486878373283
RNU6-882P,Pseudogene,RNU6,0.6070068827835987,0.30799999833107,1.92,0,4.541323089835657,10.95820485754231
RNU6-883P,Pseudogene,RNU6,0.6817008761479356,0.0219999998807907,0.79,0,5.0052093508219855,9.60934125585774
RNU6-884P,Pseudogene,RNU6,0.6492389296647005,0.168999999761581,0.42,0,6.3378180506205695,-1.118093021676745
RNU6-885P,Pseudogene,RNU6,1.3359339514254416,-0.028999999165535,0,0,6.882545852897181,-3.176946767137255
RNU6-886P,Pseudogene,RNU6,1.2901305016622835,0.197999998927116,0.31,0,5.063929462668909,-2.1852644761063713
RNU6-887P,Pseudogene,RNU6,0.5557485237929837,0.200000002980232,0,0,7.376198673484339,-1.1666147788025996
RNU6-888P,Pseudogene,RNU6,1.3068344000082537,0.214000001549721,0,0,5.002090835807337,-2.387606509492602
RNU6-889P,Pseudogene,RNU6,1.41634939316173,0.284000009298325,0,0,-0.42097494578598604,-9.338190444276538
RNU6-88P,Pseudogene,RNU6,0.868357068426537,0.30799999833107,0.9,0,6.290256881949915,-1.0702900965668818
RNU6-890P,Pseudogene,RNU6,1.201092019879696,-0.103000000119209,2,0,7.18507614159347,-2.805711634919848
RNU6-891P,Pseudogene,RNU6,1.0952251313487855,0.284000009298325,0,0,5.515377903220667,-1.4541261275269648
RNU6-892P,Pseudogene,RNU6,1.2630648268022358,0.30799999833107,0.68,0,0.8325196298337115,7.754349819853101
RNU6-893P,Pseudogene,RNU6,1.3199027440083362,0.202999994158745,0.4,0,0.9801586213088168,7.183072678282056
RNU6-894P,Pseudogene,RNU6,0.7608461932880134,0.284999996423721,0,0,2.834031486747278,-10.126322158143726
RNU6-895P,Pseudogene,RNU6,1.1802911609681086,0.307000011205673,0,0,2.2649469616389406,8.147922627165112
RNU6-896P,Pseudogene,RNU6,1.266015912846166,0.30799999833107,0,0,0.950672888991846,7.714439980222974
RNU6-897P,Pseudogene,RNU6,1.356291040209067,-0.162000000476837,0,0,3.795107507941736,5.435060612394605
RNU6-898P,Pseudogene,RNU6,0.9017554172121732,0.194999992847443,0,0,2.444304728744043,10.260141007139477
RNU6-899P,Pseudogene,RNU6,1.330939805812636,0.30799999833107,0,0,-11.663152789833532,-0.5739060719468256
RNU6-89P,Pseudogene,RNU6,0.5210142410559222,0.30799999833107,0.33,0,4.611365223166956,10.96308480901936
RNU6-9,Functional,RNU6,4.9342158654517245,2.90599989891052,0.98,0.98,-5.513333415749059,-4.373778708741869
RNU6-900P,Pseudogene,RNU6,1.2599690796777203,0.146999999880791,0.28,0,0.23018881106139555,7.793454281523023
RNU6-901P,Pseudogene,RNU6,1.1468866941482565,0.284000009298325,0,0,0.7188805358982219,9.28486501379231
RNU6-902P,Pseudogene,RNU6,1.1069167026096516,0.0900000035762787,0,0,5.552834892508997,7.055605999662672
RNU6-903P,Pseudogene,RNU6,1.1790536341938302,-0.096000000834465,0,0,4.113112354514612,7.365634075834547
RNU6-904P,Pseudogene,RNU6,1.1692728842179114,-0.0670000016689301,0,0,-0.0022864697003232015,-12.005689986512866
RNU6-905P,Pseudogene,RNU6,1.3958636987791062,0.0299999993294477,0,0,3.1624742987132204,5.812841049864088
RNU6-906P,Pseudogene,RNU6,1.6870937329429865,0.293000012636185,1.24,0,1.1825794818377626,5.049579254820142
RNU6-907P,Pseudogene,RNU6,1.0215965510900435,0.30799999833107,0.26,0,1.6796543838954103,9.992083183958325
RNU6-908P,Pseudogene,RNU6,1.6997627722391788,0.124499998986721,0,0,1.8904705288386476,4.086664787962232
RNU6-909P,Pseudogene,RNU6,1.136168126913226,-0.0590000003576279,0.67,0,5.29634847664596,6.7383166472456795
RNU6-90P,Pseudogene,RNU6,1.376264032977908,-0.0525000002235174,4.58,0,3.1851860525584352,5.737748257353101
RNU6-910P,Pseudogene,RNU6,1.103706180429991,-0.172000005841255,0,0,7.714619064567103,-3.4012898285843987
RNU6-911P,Pseudogene,RNU6,1.0687471611403534,0.208000004291534,0,0,-11.789255237343298,-0.6151535590150019
RNU6-912P,Pseudogene,RNU6,1.77011248563871,0.284000009298325,0,0,1.319714510676874,4.883514515592847
RNU6-913P,Pseudogene,RNU6,1.279684100839107,0.270000010728836,0,0,1.2499101402735842,7.555360905363355
RNU6-914P,Pseudogene,RNU6,0.9878557475678036,-0.0230000000447035,5.81,0,5.610456848380579,7.618045918180738
RNU6-915P,Pseudogene,RNU6,1.0454007425717533,-0.243000000715256,1,0,4.742848778007044,7.745371453001295
RNU6-916P,Pseudogene,RNU6,1.3383852063821855,0.263999998569489,0,0,2.0369785072779787,7.123176686003004
RNU6-917P,Pseudogene,RNU6,1.4695273465679857,0.256999999284744,0,0,-12.815876102211462,-2.1192816575028557
RNU6-918P,Pseudogene,RNU6,1.1796548854096351,0.421999990940094,0,0,5.589689636466517,-2.301841386125292
RNU6-919P,Pseudogene,RNU6,1.60312074171053,0.226999998092651,0,0,4.521975898978724,-2.0121880848862785
RNU6-91P,Pseudogene,RNU6,1.0387822874635209,0.30799999833107,0.09,0,0.8275227191424502,10.185104958250317
RNU6-920P,Pseudogene,RNU6,0.9816210338734764,-0.185500003397465,0.27,0,5.008515739676966,8.22111760778645
RNU6-921P,Pseudogene,RNU6,1.3634017522958712,0.284000009298325,0.21,0,-0.5204208848500119,7.598887554838453
RNU6-922P,Pseudogene,RNU6,1.1928945586465558,-0.296000003814697,0,0,4.197491073844446,7.063498131468092
RNU6-923P,Pseudogene,RNU6,1.298477859329401,-0.068000003695488,0,0,-11.602822398903356,-0.5229036291100642
RNU6-924P,Pseudogene,RNU6,1.1256480516640297,-0.121500000357628,0.21,0,4.325127744910731,7.550103775694166
RNU6-925P,Pseudogene,RNU6,1.1689422074972615,0.303000003099442,0.76,0,-11.708477115395056,-0.9596425374009272
RNU6-926P,Pseudogene,RNU6,1.298477859329401,0.27700001001358,0,0,4.798061752555384,-1.1557109435059687
RNU6-927P,Pseudogene,RNU6,1.1114970475859671,0.204999998211861,0,0.01,-11.557233905556188,-0.44973737792750795
RNU6-928P,Pseudogene,RNU6,1.135543858711625,-0.250500001013279,0.69,0,0.0770938637232913,-12.6551641304948
RNU6-929P,Pseudogene,RNU6,1.0387822874635209,0.305000007152557,0,0,1.046125585076822,10.179347626402173
RNU6-92P,Pseudogene,RNU6,1.1021455099259891,0.30799999833107,0,0,2.3834512474513185,8.444865338041577
RNU6-930P,Pseudogene,RNU6,0.8336227856894756,-0.0325000006705523,3.21,0,-10.612028217079626,-2.788253672883715
RNU6-931P,Pseudogene,RNU6,1.266015912846166,-0.314999997615814,0.3,0,4.655256653068079,6.191240421964918
RNU6-932P,Pseudogene,RNU6,0.7864365902730902,0.209000006318092,0,0,3.7273549082255495,10.33428727789143
RNU6-933P,Pseudogene,RNU6,1.6555592706449864,0.29899999499321,0.09,0,4.539410734412684,-1.4778475840546748
RNU6-934P,Pseudogene,RNU6,0.8115486620808757,0.186000004410744,0,0,3.5235680582499636,10.614216438963208
RNU6-935P,Pseudogene,RNU6,0.7988885029524141,0.233500003814697,0,0,3.7859245779490602,10.259576431944165
RNU6-936P,Pseudogene,RNU6,0.7790867155976406,0.0070000002160668,0,0,4.725379848716273,9.334639183714184
RNU6-937P,Pseudogene,RNU6,0.950277546579984,0.019000000320375,0,0,4.639920139548792,8.785853020384106
RNU6-938P,Pseudogene,RNU6,1.079123347170842,0.282000005245209,0,0,5.221329117057337,-1.1716247876145502
