Gene,Gene_Type,Gene_group,enrichment_intergenic_dbsnp,PhyloP100_median,ENCODE_max,functional_probability,Sammon1,Sammon2
RNU6-81P,Pseudogene,RNU6,1.1689422074972615,0.26800000667572,0,0,-0.5586473929505048,-0.7311787496387228
RNU6-820P,Pseudogene,RNU6,1.4607875917455764,0.291999995708466,0,0,-0.2580287552452149,-0.25850791478032237
RNU6-821P,Pseudogene,RNU6,0.8440106085641107,-0.0555000007152557,0,0,-0.7247517770999192,-0.6678531859788234
RNU6-822P,Pseudogene,RNU6,1.7039459455916952,0.30799999833107,0.48,0,-0.2838453183172736,-0.5442964842431746
RNU6-823P,Pseudogene,RNU6,0.7756199057790428,0.0610000006854534,0,0,-0.6657876268309478,-0.5229425827359635
RNU6-824P,Pseudogene,RNU6,1.4027306489967135,-0.0989999994635582,0.22,0,-0.49924076835751385,-0.6504898419688733
RNU6-826P,Pseudogene,RNU6,1.502925695353622,0.30799999833107,0.74,0,0.06445549368028948,0.34204917976703403
RNU6-827P,Pseudogene,RNU6,1.04858212036412,0.217999994754791,0,0,-0.5443308750983201,-0.5543875783866956
RNU6-828P,Pseudogene,RNU6,1.2335539663629311,0.30799999833107,3.33,0,0.061253924174229694,0.4623246715433526
RNU6-829P,Pseudogene,RNU6,1.364561107527415,0.214000001549721,0,0,-0.3953949965047601,-0.5164288565831177
RNU6-831P,Pseudogene,RNU6,1.201092019879696,0.30799999833107,0,0,-0.41371946201776305,-0.4360680516114468
RNU6-832P,Pseudogene,RNU6,1.0712442339467558,0.30799999833107,0,0,-0.43576384199817036,-0.33213742179194766
RNU6-833P,Pseudogene,RNU6,1.201092019879696,0.160999998450279,0.91,0,-0.1004100292255758,0.23966904864327748
RNU6-834P,Pseudogene,RNU6,0.9472986201016766,0.214000001549721,0,0,-0.5706780181834852,-0.5192065842674403
RNU6-835P,Pseudogene,RNU6,1.0353488123547172,-0.123999997973442,0,0,-0.6290205438924507,-0.6069677500724122
RNU6-836P,Pseudogene,RNU6,0.9089345015305808,0.0520000010728836,0,0,-0.5943194531509604,-0.4995589358876531
RNU6-837P,Pseudogene,RNU6,1.2542935432827758,0.130499996244907,0.08,0,-0.7294864014856494,-1.1018130869193012
RNU6-838P,Pseudogene,RNU6,1.0613253058546563,0.306500002741814,0.3,0,-0.47444858569180987,-0.44166621199000106
RNU6-839P,Pseudogene,RNU6,1.4151004078062084,-0.0245000002905726,0,0,-0.4110714822361001,-0.4848807194852516
RNU6-83P,Pseudogene,RNU6,0.9613953257579516,-0.0279999999329448,0,0,-0.4127587965086769,-0.08414852416265367
RNU6-840P,Pseudogene,RNU6,0.7481230127982473,-0.177000001072884,0,0,-0.6957904203015031,-0.4808663501540993
RNU6-841P,Pseudogene,RNU6,1.0712442339467558,0.17399999499321,0,0,-0.05368623096919327,0.44143241883909845
RNU6-843P,Pseudogene,RNU6,1.3025356026398056,0.306500002741814,0,0,-0.4193009181131746,-0.4801686378868559
RNU6-844P,Pseudogene,RNU6,1.0897029878293798,-0.167499996721745,0,0,-0.5669561849067974,-0.48478229482086643
RNU6-845P,Pseudogene,RNU6,0.7756199057790428,0.006000000052154,0,0,-0.6838053638039703,-0.5379413740412415
RNU6-848P,Pseudogene,RNU6,1.0712442339467558,-0.25,0,0,-0.5978450525249444,-0.5038320902932575
RNU6-849P,Pseudogene,RNU6,1.190889693842108,0.30799999833107,0,0,-0.46652020055635907,-0.49048980094351297
RNU6-84P,Pseudogene,RNU6,1.123756206199048,0.263999998569489,0,0,0.5481772342836518,1.3703509605823627
RNU6-850P,Pseudogene,RNU6,1.0116781379726645,0.193000003695488,7.05,0,0.7729903494410032,1.4535608782266094
RNU6-851P,Pseudogene,RNU6,1.4607875917455764,0.294999986886978,0.36,0,-0.3478431229464591,-0.49103560319965717
RNU6-853P,Pseudogene,RNU6,0.8764725550473457,0.30799999833107,12.28,0,-0.5664792469504406,-0.49421839837920656
RNU6-854P,Pseudogene,RNU6,1.006320340980286,-0.160999998450279,0,0,0.662176972386756,1.3596181940387018
RNU6-855P,Pseudogene,RNU6,1.1021455099259891,-0.10050000064075,0,0,-0.13829180032315416,0.27962178542828037
RNU6-856P,Pseudogene,RNU6,0.5316471847509411,-0.0510000009089708,0.51,0,-0.7831061827995646,-0.537455373974281
RNU6-857P,Pseudogene,RNU6,1.2630648268022358,0.284999996423721,0,0,0.2794818991545017,0.9091092483503453
RNU6-858P,Pseudogene,RNU6,1.4607875917455764,0.0719999969005585,0.3,0,-0.3149544939944913,-0.35087826474608047
RNU6-859P,Pseudogene,RNU6,1.0387822874635209,-0.579999983310699,2.66,0,-0.6571607806363597,-0.5274271921573548
RNU6-85P,Pseudogene,RNU6,1.006320340980286,0.30799999833107,0,0,-0.5167222994977991,-0.48581922073295397
RNU6-861P,Pseudogene,RNU6,1.2124230766710138,-0.0095000001601874,0,0,-0.7647768196279529,-1.096756488066709
RNU6-862P,Pseudogene,RNU6,1.4886121173026348,-0.216000005602837,0.31,0,-0.4449936139016612,-0.5822618063564028
RNU6-863P,Pseudogene,RNU6,1.60312074171053,0.20100000500679,0,0,-0.3578429045117053,-0.6231797336170197
RNU6-864P,Pseudogene,RNU6,1.093486678759343,0.282999992370605,0,0,-0.5776433426719205,-0.7000787292649472
RNU6-865P,Pseudogene,RNU6,0.8440106085641107,-0.254999995231628,0,0,-0.7387484173016665,-0.6575399547077853
RNU6-866P,Pseudogene,RNU6,1.4520069013033898,0.206000000238419,0,0,1.433659430077299,2.198958727087733
RNU6-867P,Pseudogene,RNU6,1.136168126913226,0.158000007271767,0,0,-0.48454220520186264,-0.4955810928728265
RNU6-869P,Pseudogene,RNU6,1.4932495382288111,0.305000007152557,0,0,-0.20395583036017448,-0.1771474960674474
RNU6-86P,Pseudogene,RNU6,1.266015912846166,0.118000000715256,0,0,-0.39927566525523944,-0.37023904161236293
RNU6-871P,Pseudogene,RNU6,1.146231330323029,-5.000000819563e-4,0,0,-0.5523165195696398,-0.578335322512541
RNU6-873P,Pseudogene,RNU6,1.3634017522958712,0.284000009298325,0.67,0,-0.3893697153340954,-0.475784558950437
RNU6-874P,Pseudogene,RNU6,1.0916488860219322,0.30799999833107,0,0,-0.4834246099338227,-0.43458387433736445
RNU6-875P,Pseudogene,RNU6,1.1468866941482565,0.293000012636185,0,0,-0.4386717187398295,-0.4096499826770465
RNU6-876P,Pseudogene,RNU6,1.502925695353622,0.214000001549721,7.04,0,-0.3274029493505846,-0.44946194601263656
RNU6-877P,Pseudogene,RNU6,1.4283256452623412,0.187000006437302,0.67,0,1.0142153789797792,1.9753469614175108
RNU6-878P,Pseudogene,RNU6,1.105181723451956,0.293000012636185,0.29,0,-0.4403680631367247,-0.3722235088448215
RNU6-879P,Pseudogene,RNU6,1.1256480516640297,0.232999995350838,0,0,-0.4443059048756303,-0.40011955587197195
RNU6-87P,Pseudogene,RNU6,1.3507776619968357,0.26800000667572,0,0,1.0698067437472134,1.9836073373765082
RNU6-880P,Pseudogene,RNU6,1.201092019879696,0.146999999880791,0,0,-0.365166234908229,-0.2182974593748209
RNU6-881P,Pseudogene,RNU6,1.3280755164170566,-0.125500001013279,2.85,0,-0.18198518371877206,0.008243613673701538
RNU6-882P,Pseudogene,RNU6,0.6070068827835987,0.30799999833107,1.92,0,-0.639267291016221,-0.4319201288383042
RNU6-883P,Pseudogene,RNU6,0.6817008761479356,0.0219999998807907,0.79,0,-0.7219880280445301,-0.5381652045137774
RNU6-884P,Pseudogene,RNU6,0.6492389296647005,0.168999999761581,0.42,0,-0.05771006384726473,0.7035952538489468
RNU6-885P,Pseudogene,RNU6,1.3359339514254416,-0.028999999165535,0,0,-0.014439064935137268,0.35754180606343083
RNU6-886P,Pseudogene,RNU6,1.2901305016622835,0.197999998927116,0.31,0,-0.05238348704208909,0.2466191920905359
RNU6-887P,Pseudogene,RNU6,0.5557485237929837,0.200000002980232,0,0,-0.4506256932268494,-0.10164167478866322
RNU6-888P,Pseudogene,RNU6,1.3068344000082537,0.214000001549721,0,0,-0.09295694409655053,0.1408821811900361
RNU6-889P,Pseudogene,RNU6,1.41634939316173,0.284000009298325,0,0,-0.6427137284847523,-1.099911632237778
RNU6-88P,Pseudogene,RNU6,0.868357068426537,0.30799999833107,0.9,0,-0.07355503735218721,0.37035787605434595
RNU6-890P,Pseudogene,RNU6,1.201092019879696,-0.103000000119209,2,0,0.038343047621910084,0.6307489070824283
RNU6-891P,Pseudogene,RNU6,1.0952251313487855,0.284000009298325,0,0,-0.027513844476519445,0.44442356170552566
RNU6-892P,Pseudogene,RNU6,1.2630648268022358,0.30799999833107,0.68,0,-0.4184285306383019,-0.47973300195068835
RNU6-893P,Pseudogene,RNU6,1.3199027440083362,0.202999994158745,0.4,0,-0.41009314868087454,-0.45432104468389206
RNU6-894P,Pseudogene,RNU6,0.7608461932880134,0.284999996423721,0,0,-0.9139179836338038,-1.1419869196027803
RNU6-895P,Pseudogene,RNU6,1.1802911609681086,0.307000011205673,0,0,-0.5820421473527366,-0.7974687060746829
RNU6-896P,Pseudogene,RNU6,1.266015912846166,0.30799999833107,0,0,-0.42999119598916175,-0.5022718730521342
RNU6-897P,Pseudogene,RNU6,1.356291040209067,-0.162000000476837,0,0,-0.5026642090284208,-0.6190438537086903
RNU6-898P,Pseudogene,RNU6,0.9017554172121732,0.194999992847443,0,0,-0.5632435408237477,-0.4572728275327671
RNU6-899P,Pseudogene,RNU6,1.330939805812636,0.30799999833107,0,0,0.8911050716765474,1.8927305995701003
RNU6-89P,Pseudogene,RNU6,0.5210142410559222,0.30799999833107,0.33,0,-0.6729197182565728,-0.3916286498783691
RNU6-900P,Pseudogene,RNU6,1.2599690796777203,0.146999999880791,0.28,0,-0.38896877494141097,-0.34881847071259486
RNU6-901P,Pseudogene,RNU6,1.1468866941482565,0.284000009298325,0,0,-0.4385802082922444,-0.42632883259547755
RNU6-902P,Pseudogene,RNU6,1.1069167026096516,0.0900000035762787,0,0,-0.6572196949794894,-0.8338881987740556
RNU6-903P,Pseudogene,RNU6,1.1790536341938302,-0.096000000834465,0,0,-0.4663471343056636,-0.3733219033482345
RNU6-904P,Pseudogene,RNU6,1.1692728842179114,-0.0670000016689301,0,0,-0.7900145655641708,-1.0963425571429326
RNU6-905P,Pseudogene,RNU6,1.3958636987791062,0.0299999993294477,0,0,-0.4220058163485876,-0.48421099687821906
RNU6-906P,Pseudogene,RNU6,1.6870937329429865,0.293000012636185,1.24,0,-0.24467849377538395,-0.4207384192206408
RNU6-907P,Pseudogene,RNU6,1.0215965510900435,0.30799999833107,0.26,0,-0.5222208001211067,-0.5152985877959777
RNU6-908P,Pseudogene,RNU6,1.6997627722391788,0.124499998986721,0,0,0.01688506497500606,0.019383286930006013
RNU6-909P,Pseudogene,RNU6,1.136168126913226,-0.0590000003576279,0.67,0,-0.6002359329861271,-0.6997212390731924
RNU6-90P,Pseudogene,RNU6,1.376264032977908,-0.0525000002235174,4.58,0,-0.41214179053212713,-0.46855887726690043
RNU6-910P,Pseudogene,RNU6,1.103706180429991,-0.172000005841255,0,0,-0.2884297695653489,0.07680013338639848
RNU6-911P,Pseudogene,RNU6,1.0687471611403534,0.208000004291534,0,0,1.2341212047180867,2.0171084395562118
RNU6-912P,Pseudogene,RNU6,1.77011248563871,0.284000009298325,0,0,-0.1308424582583373,-0.2479856928382313
RNU6-913P,Pseudogene,RNU6,1.279684100839107,0.270000010728836,0,0,-0.4612002189115629,-0.5409248893196726
RNU6-914P,Pseudogene,RNU6,0.9878557475678036,-0.0230000000447035,5.81,0,-0.7191791932694482,-0.8102705232239499
RNU6-915P,Pseudogene,RNU6,1.0454007425717533,-0.243000000715256,1,0,-0.5888233352500848,-0.43701719381104104
RNU6-916P,Pseudogene,RNU6,1.3383852063821855,0.263999998569489,0,0,-0.5134811127633423,-0.7728978453313136
RNU6-917P,Pseudogene,RNU6,1.4695273465679857,0.256999999284744,0,0,0.4756485977119835,0.6165617267576862
RNU6-918P,Pseudogene,RNU6,1.1796548854096351,0.421999990940094,0,0,-0.0789462089613992,0.17252445039234368
RNU6-919P,Pseudogene,RNU6,1.60312074171053,0.226999998092651,0,0,0.08379497832515459,0.22523323532064482
RNU6-91P,Pseudogene,RNU6,1.0387822874635209,0.30799999833107,0.09,0,-0.45250299493522306,-0.3529227409741686
RNU6-920P,Pseudogene,RNU6,0.9816210338734764,-0.185500003397465,0.27,0,-0.6292903126346806,-0.5403000529733986
RNU6-921P,Pseudogene,RNU6,1.3634017522958712,0.284000009298325,0.21,0,-0.19223048033463946,-0.00871605915860497
RNU6-922P,Pseudogene,RNU6,1.1928945586465558,-0.296000003814697,0,0,-0.5241081480675249,-0.45883664783214245
RNU6-923P,Pseudogene,RNU6,1.298477859329401,-0.068000003695488,0,0,1.0373648278393173,2.0742721460000046
RNU6-924P,Pseudogene,RNU6,1.1256480516640297,-0.121500000357628,0.21,0,-0.5198242034139187,-0.41714035381100745
RNU6-925P,Pseudogene,RNU6,1.1689422074972615,0.303000003099442,0.76,0,0.831109165901948,1.7483430865019125
RNU6-926P,Pseudogene,RNU6,1.298477859329401,0.27700001001358,0,0,0.2603362014534721,0.7614630811293261
RNU6-928P,Pseudogene,RNU6,1.135543858711625,-0.250500001013279,0.69,0,-0.8275101827509598,-1.0883611656815322
RNU6-929P,Pseudogene,RNU6,1.0387822874635209,0.305000007152557,0,0,-0.4764865378158293,-0.38296348453270396
RNU6-92P,Pseudogene,RNU6,1.1021455099259891,0.30799999833107,0,0,-0.5923366873900483,-0.7664487992191058
RNU6-930P,Pseudogene,RNU6,0.8336227856894756,-0.0325000006705523,3.21,0,0.26977608438822553,1.0977097341015793
RNU6-931P,Pseudogene,RNU6,1.266015912846166,-0.314999997615814,0.3,0,-0.594919721091471,-0.7174022717107353
RNU6-932P,Pseudogene,RNU6,0.7864365902730902,0.209000006318092,0,0,-0.7087448445318645,-0.7423137966010237
RNU6-933P,Pseudogene,RNU6,1.6555592706449864,0.29899999499321,0.09,0,0.399741600452658,0.9308840269896305
RNU6-934P,Pseudogene,RNU6,0.8115486620808757,0.186000004410744,0,0,-0.6463959854733087,-0.5572133877021155
RNU6-935P,Pseudogene,RNU6,0.7988885029524141,0.233500003814697,0,0,-0.7660019366706426,-0.8505742058591788
RNU6-936P,Pseudogene,RNU6,0.7790867155976406,0.0070000002160668,0,0,-0.5903318751677594,-0.3112079423244101
RNU6-937P,Pseudogene,RNU6,0.950277546579984,0.019000000320375,0,0,-0.5776696208672661,-0.4751758918224361
RNU6-938P,Pseudogene,RNU6,1.079123347170842,0.282000005245209,0,0,0.18151434393285998,0.9659265921268654
RNU6-939P,Pseudogene,RNU6,1.0712442339467558,-0.204999998211861,0,0,-0.5768173239651165,-0.50781193361898
RNU6-940P,Pseudogene,RNU6,0.9685521147834452,-0.235999993979931,0,0,-0.5426262350244898,-0.2742651621978613
RNU6-942P,Pseudogene,RNU6,1.201092019879696,-0.120999999344349,0,0,0.36421236904172244,0.9247277318277377
RNU6-943P,Pseudogene,RNU6,1.0632943695018822,0.0405000001192093,0.34,0,-0.5540016762705666,-0.5255731486983577
RNU6-944P,Pseudogene,RNU6,0.9738583944970508,-0.108000002801418,2.02,0,-0.5652228837747145,-0.37699863143630824
RNU6-945P,Pseudogene,RNU6,0.9089345015305808,0.184000000357628,0.64,0,-0.5417418489796537,-0.41504200757432086
RNU6-946P,Pseudogene,RNU6,1.330939805812636,0.282999992370605,0,0,-0.31432771933846937,-0.2801265167531389
RNU6-947P,Pseudogene,RNU6,0.7536683990117115,-0.126999996602535,0,0,0.6124026271349975,1.3323282689451235
RNU6-948P,Pseudogene,RNU6,0.9089345015305808,-0.0379999987781048,0.24,0,-0.61075591998745,-0.46640004304484745
RNU6-949P,Pseudogene,RNU6,0.7141628226311706,0.174999997019768,0,0,0.1516888970240407,1.1245956518092628
RNU6-94P,Pseudogene,RNU6,0.9738583944970508,-0.116999998688698,4.06,0,-0.5311467215392732,-0.33675008028684195
RNU6-950P,Pseudogene,RNU6,1.4607875917455764,0.159999996423721,0,0,1.6766688417871851,2.6396389493520496
RNU6-951P,Pseudogene,RNU6,0.9413964480138156,0.214000001549721,0,0,-0.5628040265143492,-0.4828135369536518
RNU6-952P,Pseudogene,RNU6,1.1256480516640297,-0.108000002801418,0.26,0,-0.6148120049805865,-0.6772374590134018
RNU6-953P,Pseudogene,RNU6,0.9738583944970508,0.277999997138977,0,0,-0.23698956378641153,0.10695279095576589
RNU6-954P,Pseudogene,RNU6,1.201092019879696,-0.0240000002086162,0.67,0,-0.5449819739928977,-0.5849826245372521
RNU6-955P,Pseudogene,RNU6,1.1021455099259891,0.252000004053116,0,0,-0.5466143790579415,-0.6372621229599116
RNU6-956P,Pseudogene,RNU6,1.079123347170842,0.0649999976158142,0.7,0,-0.6724251167643118,-0.825375659435658
RNU6-957P,Pseudogene,RNU6,0.9823837541795166,0.26800000667572,0,0,-0.5126329884671575,-0.4358648824207911
RNU6-958P,Pseudogene,RNU6,1.1141185028868776,0.248499989509583,0,0,-0.5870092824558002,-0.7111852036116747
RNU6-959P,Pseudogene,RNU6,0.7466247691144057,0.30799999833107,0,0,-0.5826250683138223,-0.39532074227279174
RNU6-95P,Pseudogene,RNU6,1.3958636987791062,0.194999992847443,0,0,-0.355485901802122,-0.4274710152447595
RNU6-960P,Pseudogene,RNU6,1.157809424568716,-0.0230000000447035,0,0,-0.40761275066549446,-0.22888397072402666
RNU6-961P,Pseudogene,RNU6,0.8931672703815808,0.282999992370605,0,0,-0.2677848018201818,0.10107250219560228
RNU6-964P,Pseudogene,RNU6,1.0571303441714364,0.284000009298325,0,0,-0.5038147318252909,-0.4738414710004215
RNU6-965P,Pseudogene,RNU6,0.868357068426537,-0.0450000017881393,0,0,-0.6919494292391073,-0.6525868672360815
RNU6-966P,Pseudogene,RNU6,1.3025356026398056,-0.132500000298023,0,0,-0.5109470992682502,-0.577496001510734
RNU6-967P,Pseudogene,RNU6,1.318616289092149,0.216500014066696,0,0,-0.5191971559962786,-0.7392992675699791
RNU6-968P,Pseudogene,RNU6,0.8440106085641107,0.214000001549721,0,0,-0.24841194207744555,0.1830272601140772
RNU6-969P,Pseudogene,RNU6,1.720174002216378,0.284000009298325,1.37,0,1.4677602058375578,2.495088866439203
RNU6-970P,Pseudogene,RNU6,0.7141628226311706,-0.0379999987781048,0,0,-0.7099163295107709,-0.5266390314276984
RNU6-971P,Pseudogene,RNU6,1.2451912679323929,-0.0765000022947788,0,0,-0.017721794427538604,0.4677544114541052
RNU6-972P,Pseudogene,RNU6,0.7790867155976406,-0.193000003695488,0,0,-0.7138425645038452,-0.5318357148281497
RNU6-973P,Pseudogene,RNU6,1.266015912846166,-0.270000010728836,0,0,-0.2503787993356841,-0.06414585248092201
RNU6-974P,Pseudogene,RNU6,1.4151004078062084,-0.0175000009476207,0,0,-0.4253180855580007,-0.5140891724924644
RNU6-975P,Pseudogene,RNU6,1.1247291552953242,0.29899999499321,0,0,0.9582793951350406,1.5392913369058963
RNU6-976P,Pseudogene,RNU6,1.8149445033779872,-0.226999998092651,0,0,-0.07732178467798126,-0.17476304586259975
RNU6-977P,Pseudogene,RNU6,1.079123347170842,-0.0320000015199184,0,0,-0.8228395422613564,-1.1040595255657433
RNU6-979P,Pseudogene,RNU6,0.8764725550473457,-0.0759999975562096,7.87,0,-0.10041504143546127,0.5770384777453726
RNU6-97P,Pseudogene,RNU6,1.1021455099259891,0.239999994635582,1.51,0,-0.4165210112892211,-0.2975174753506024
RNU6-980P,Pseudogene,RNU6,1.3489041839635527,0.298000007867813,0,0,-0.07837086710595068,0.10062223818429272
RNU6-982P,Pseudogene,RNU6,1.4983416082653973,0.298000007867813,0,0,-0.09659928449648508,-0.12128066071358468
RNU6-983P,Pseudogene,RNU6,1.0116781379726645,0.214000001549721,0,0,-0.6133131764601369,-0.7241417402277769
RNU6-984P,Pseudogene,RNU6,1.115321005318488,-0.188999995589256,0,0,-0.653369911766741,-0.7451566377635388
RNU6-985P,Pseudogene,RNU6,1.001950463569081,0.203999996185303,0,0,-0.1739035124495768,0.22744647277285907
RNU6-986P,Pseudogene,RNU6,0.8172772408720348,-0.124499995261431,0,0,-0.7119339730964506,-0.6120135551047682
RNU6-987P,Pseudogene,RNU6,1.2357389050685337,0.0439999997615814,0,0,-0.5221536402290006,-0.6482878912478746
RNU6-988P,Pseudogene,RNU6,1.103706180429991,0.284000009298325,0,0,-0.5635722637878043,-0.6540725367617299
RNU6-989P,Pseudogene,RNU6,0.8440106085641107,0.204999998211861,0,0,-0.6581228907862328,-0.6476781122659803
RNU6-98P,Pseudogene,RNU6,1.006320340980286,0.0570000000298023,0,0,-0.4417919427931768,-0.1857740320657281
RNU6-990P,Pseudogene,RNU6,1.703315788067438,-0.0780000016093254,0,0,-0.26358440121151216,-0.3425734662456969
RNU6-991P,Pseudogene,RNU6,1.136168126913226,0.421000003814697,0,0,-0.5829879605591112,-0.7894632841786388
RNU6-992P,Pseudogene,RNU6,1.2221321703780892,0.30799999833107,0,0,-0.3758277676414011,-0.3187669035016332
RNU6-993P,Pseudogene,RNU6,1.0968720864335204,0.214000001549721,0,0,0.896391419079338,1.3189233535732754
RNU6-994P,Pseudogene,RNU6,1.3768544508384732,-0.0949999988079071,0.63,0,-0.3581872368748503,-0.27293380396593175
RNU6-995P,Pseudogene,RNU6,1.3634017522958712,0.305999994277954,0,0,-0.4123897382715942,-0.5435617562324961
RNU6-996P,Pseudogene,RNU6,1.201092019879696,0.28099998831749,0,0,-0.4026172627595013,-0.36646452279167147
RNU6-997P,Pseudogene,RNU6,1.5581734311952813,-0.143999993801117,0,0,-0.3562025127728665,-0.4714089290089978
RNU6-998P,Pseudogene,RNU6,1.10049212632274,-0.156000003218651,1.45,0,-0.6268719958589922,-0.6543970004150502
RNU6-999P,Pseudogene,RNU6,0.8931672703815808,-0.319999992847443,0,0,-0.9367569516428661,-1.1000560063638105
RNU6-99P,Pseudogene,RNU6,1.103706180429991,0.379000008106232,0,0,-0.5545568822674539,-0.6878819046702166
RNU4ATAC14P,Pseudogene,RNU4ATAC,1.1708185192267917,0.003000000026077,0,0,-0.6311261052057652,-0.8464856935333585
RNU4ATAC17P,Pseudogene,RNU4ATAC,1.186754660182934,0.0480000004172325,3.52,0,-0.7680103580923759,-1.1015905662919567
RNU4ATAC3P,Pseudogene,RNU4ATAC,1.2680769888133556,0.306000009179115,0,0,-0.701265797788776,-1.1106330547367886
RNU4ATAC6P,Pseudogene,RNU4ATAC,1.3783445530579952,0.344999998807907,0,0,-0.6506217563113935,-1.1057204208521332
RNU4ATAC7P,Pseudogene,RNU4ATAC,1.1114970475859671,0.157000005245209,0,0,-0.7851932668079329,-1.1124325298280837
RNU4ATAC8P,Pseudogene,RNU4ATAC,1.46585046413287,-0.112000003457069,0,0,-0.6730248167738127,-1.0748416089388513
RNU6ATAC12P,Pseudogene,RNU6ATAC,1.147741516528988,-0.119999997317791,1.72,0,-0.8057174051676499,-1.0947981013325252
RNU6ATAC13P,Pseudogene,RNU6ATAC,1.16664766445092,0.0750000029802322,0,0,-0.772884356181598,-1.104361366700181
RNU6ATAC14P,Pseudogene,RNU6ATAC,0.91606899526316,-0.0359999984502792,0,0,-0.8908441399673418,-1.1142886904879352
RNU6ATAC19P,Pseudogene,RNU6ATAC,0.8209921374214532,0.405000001192093,0,0,-0.8736309091268539,-1.1447677760823125
RNU6ATAC22P,Pseudogene,RNU6ATAC,1.7172004948659607,0.282999992370605,0,0,0.2515706514279785,0.3891549867197278
RNU6ATAC28P,Pseudogene,RNU6ATAC,1.295176644432801,0.239999994635582,0,0,0.852227204076447,1.2325859690248804
RNU6ATAC32P,Pseudogene,RNU6ATAC,1.005466079230727,0.27700001001358,0,0,-0.34785146181258514,-0.20135341860352293
RNU6ATAC35P,Pseudogene,RNU6ATAC,0.8057727752066064,0.0720000006258488,0.99,0,-0.9226435573760878,-1.1273346626879563
RNU6ATAC36P,Pseudogene,RNU6ATAC,1.2156998957971517,0.282999992370605,0,0,-0.725897988587051,-1.1127182211825575
RNU6ATAC39P,Pseudogene,RNU6ATAC,1.165579957619513,0.212999999523163,1.55,0,0.9017673283238893,1.2999000358661867
RNU6ATAC40P,Pseudogene,RNU6ATAC,1.5212094629369992,0.330000013113022,0,0,-0.5934110772117266,-1.0957335037738118
RNU6ATAC42P,Pseudogene,RNU6ATAC,1.4990585181258114,-0.125,0.44,0,-0.5095524944833696,-0.7635641191311789
RNU6ATAC9P,Pseudogene,RNU6ATAC,1.1378471931106346,-0.0540000014007092,0.26,0,-0.8013528674152649,-1.0990774253338451
RNU11-2P,Pseudogene,RNU11,1.1985773620535298,0.0500000007450581,0.16,0,-0.7628737924910921,-1.1009338654325178
RNU11-5P,Pseudogene,RNU11,1.4001416297110054,0.305000007152557,0,0,-0.2160647888997769,-0.3086031475090797
VTRNA2-2P,Pseudogene,VTRNA,1.5512398115580857,0.300999999046326,0,0,0.10645726349457502,0.12166708318096481
VTRNA2-2P,Pseudogene,VTRNA,1.5512398115580857,0.300999999046326,0,0,0.10645765864787621,0.12166794226718317
VTRNA2-2P,Pseudogene,VTRNA,1.5512398115580857,0.300999999046326,0,0,0.10645698879167116,0.121666075687687
VTRNA2-2P,Pseudogene,VTRNA,1.5512398115580857,0.300999999046326,0,0,0.10645817925951415,0.12166678280887849
VTRNA3-1P,Pseudogene,VTRNA,0.7151175857630304,0.167999997735023,0,0,-0.9478536023708369,-1.1384504785985323
VTRNA3-1P,Pseudogene,VTRNA,0.7151175857630304,0.167999997735023,0,0,-0.9478560730601402,-1.1384488185333432
VTRNA3-1P,Pseudogene,VTRNA,0.7151175857630304,0.167999997735023,0,0,-0.9478553476650031,-1.1384499734934832
VTRNA3-1P,Pseudogene,VTRNA,0.7151175857630304,0.167999997735023,0,0,-0.9478557790883556,-1.138449990935338
RNY1P1,Pseudogene,RNY,1.3955738599712202,-0.200000002980232,0,0,0.30031395542278727,-0.09228957813327524
RNY1P10,Pseudogene,RNY,1.4754385587424346,-0.193000003695488,0,0,-0.3011193579761143,-0.3289206641885676
RNY1P11,Pseudogene,RNY,1.198793828978228,-0.308999985456467,2.4,0,-0.6389778870247891,-0.7454848576571693
RNY1P12,Pseudogene,RNY,1.5547726558494188,0.30799999833107,3.48,0,-0.02455169864989988,-0.09318287539701127
RNY1P13,Pseudogene,RNY,0.7277659240146215,0.30799999833107,2.18,0,-0.7097198886210458,-0.663077837029162
RNY1P14,Pseudogene,RNY,0.9326798142359102,0.30799999833107,7.13,0,-0.1334483009283846,0.28661640217804224
RNY1P15,Pseudogene,RNY,1.330939805812636,-0.104000002145767,0.28,0,-0.7278394789308033,-1.0839337284887092
RNY1P16,Pseudogene,RNY,1.126517277958751,-0.0879999995231628,6.87,0,-0.48255125957713824,-0.3859724237568222
RNY1P2,Pseudogene,RNY,1.2171842668542912,0.30799999833107,0,0,-0.5117173080983779,-0.6536679014025399
RNY1P3,Pseudogene,RNY,1.0596899818086554,-0.166999995708466,0,0,-0.7083860497551611,-0.8294255245414799
RNY1P4,Pseudogene,RNY,1.4195750336016433,0.305000007152557,0,0,-0.48270526486533727,-0.7908069980745138
RNY1P5,Pseudogene,RNY,1.3893713094824591,-0.0419999994337559,0,0,-0.47696057040864814,-0.5914892574277699
RNY1P6,Pseudogene,RNY,1.083454690880817,-0.284000009298325,0.15,0,-0.8533718765199991,-1.089847471290632
RNY1P7,Pseudogene,RNY,1.0104518614417886,0.219999998807907,0,0,1.1502445404921087,1.491982687776641
RNY1P8,Pseudogene,RNY,1.0359347482983248,0.294999986886978,0,0,-0.5185198764551802,-0.5151115353012369
RNY1P9,Pseudogene,RNY,1.4339841496951988,0.300999999046326,3.42,0,-0.46349621944846314,-0.7236839841505327
