Gene,Gene_Type,Gene_group,enrichment_intergenic_dbsnp,PhyloP100_median,ENCODE_max,functional_probability,tSNE1,tSNE2
RNU6-974P,Pseudogene,RNU6,1.4151004078062084,-0.0175000009476207,0,0,-3.00199057261904,-19.118037867897062
RNU6-975P,Pseudogene,RNU6,1.1247291552953242,0.29899999499321,0,0,18.550294108337503,15.135298970528417
RNU6-976P,Pseudogene,RNU6,1.8149445033779872,-0.226999998092651,0,0,-1.404161549860526,-26.201711838437433
RNU6-977P,Pseudogene,RNU6,1.079123347170842,-0.0320000015199184,0,0,-18.06300938446952,29.661260234674593
RNU6-978P,Pseudogene,RNU6,1.7198528345535296,0.407999992370605,0,0.02,-22.605207150056565,16.727393991077975
RNU6-979P,Pseudogene,RNU6,0.8764725550473457,-0.0759999975562096,7.87,0,19.37431759537878,-8.44018647134813
RNU6-97P,Pseudogene,RNU6,1.1021455099259891,0.239999994635582,1.51,0,-28.94789672963954,-16.11169294310143
RNU6-980P,Pseudogene,RNU6,1.3489041839635527,0.298000007867813,0,0,15.404401408355424,-23.217342252655595
RNU6-982P,Pseudogene,RNU6,1.4983416082653973,0.298000007867813,0,0,13.180520972600556,-25.469905228681704
RNU6-983P,Pseudogene,RNU6,1.0116781379726645,0.214000001549721,0,0,-21.662669175520293,-6.8679896925158435
RNU6-984P,Pseudogene,RNU6,1.115321005318488,-0.188999995589256,0,0,2.345221486738347,-7.617051154643752
RNU6-985P,Pseudogene,RNU6,1.001950463569081,0.203999996185303,0,0,23.694245117243657,-10.038749517804634
RNU6-986P,Pseudogene,RNU6,0.8172772408720348,-0.124499995261431,0,0,-8.877440835201734,1.5131816367220423
RNU6-987P,Pseudogene,RNU6,1.2357389050685337,0.0439999997615814,0,0,-11.622047685856252,-17.321859848083168
RNU6-988P,Pseudogene,RNU6,1.103706180429991,0.284000009298325,0,0,-20.56466260590556,-12.436824597961444
RNU6-989P,Pseudogene,RNU6,0.8440106085641107,0.204999998211861,0,0,-22.812473490651286,-3.104691613390623
RNU6-98P,Pseudogene,RNU6,1.006320340980286,0.0570000000298023,0,0,-13.812227413852364,-6.782395336613169
RNU6-990P,Pseudogene,RNU6,1.703315788067438,-0.0780000016093254,0,0,-2.943386286555742,-25.81525775601849
RNU6-991P,Pseudogene,RNU6,1.136168126913226,0.421000003814697,0,0,-16.832748219374107,-12.365049982617691
RNU6-992P,Pseudogene,RNU6,1.2221321703780892,0.30799999833107,0,0,-24.60867165367004,-23.51367099069269
RNU6-993P,Pseudogene,RNU6,1.0968720864335204,0.214000001549721,0,0,15.960805654976712,20.3610751007937
RNU6-994P,Pseudogene,RNU6,1.3768544508384732,-0.0949999988079071,0.63,0,-5.340849122209972,-21.022498206298845
RNU6-995P,Pseudogene,RNU6,1.3634017522958712,0.305999994277954,0,0,-14.265301306837365,-24.78688470816042
RNU6-996P,Pseudogene,RNU6,1.201092019879696,0.28099998831749,0,0,-24.449757333484463,-22.04480396309117
RNU6-997P,Pseudogene,RNU6,1.5581734311952813,-0.143999993801117,0,0,-1.8784369164539676,-23.271389045159083
RNU6-998P,Pseudogene,RNU6,1.10049212632274,-0.156000003218651,1.45,0,1.3893334785781628,-7.21196854291147
RNU6-999P,Pseudogene,RNU6,0.8931672703815808,-0.319999992847443,0,0,-12.038673802650255,38.92321036676489
RNU6-99P,Pseudogene,RNU6,1.103706180429991,0.379000008106232,0,0,-20.19629342721418,-12.697045510851902
RNU4ATAC,Functional,RNU4ATAC,4.836080904160099,3.65599989891052,21.99,1,4.535854478915909,6.855138742865974
RNU4ATAC10P,Pseudogene,RNU4ATAC,0.8256509830940844,0.737000018358231,0,0.5,-5.4182561177364335,19.463550386449267
RNU4ATAC11P,Pseudogene,RNU4ATAC,1.2956438798745156,0.754999995231628,2.54,0.55,-7.961496567506237,17.976992283493356
RNU4ATAC12P,Pseudogene,RNU4ATAC,1.106578919056826,0.592999994754791,0.62,0.49,-7.479776826336606,19.83190012403408
RNU4ATAC13P,Pseudogene,RNU4ATAC,1.1026756424463962,0.865000009536743,0,0.53,-6.6510245313509015,16.26796867696329
RNU4ATAC14P,Pseudogene,RNU4ATAC,1.1708185192267917,0.003000000026077,0,0,-14.567053158209308,30.800415548669317
RNU4ATAC15P,Pseudogene,RNU4ATAC,1.0751087513852364,1.42249995470047,0,0.7,-4.822257251869884,16.54804087056746
RNU4ATAC16P,Pseudogene,RNU4ATAC,1.3507776619968357,0.663500010967255,2.33,0.54,-8.083572394354924,17.93875053707702
RNU4ATAC17P,Pseudogene,RNU4ATAC,1.186754660182934,0.0480000004172325,3.52,0,-18.100121644361938,26.315389740608833
RNU4ATAC18P,Pseudogene,RNU4ATAC,1.4059114441191551,0.784000009298325,2.21,0.55,-6.841481477649956,16.38444088893319
RNU4ATAC2P,Pseudogene,RNU4ATAC,0.9648411871405967,0.75,0,0.51,-5.873339739850894,19.39389397640497
RNU4ATAC3P,Pseudogene,RNU4ATAC,1.2680769888133556,0.306000009179115,0,0,-16.08811746611111,19.712191624808124
RNU4ATAC4P,Pseudogene,RNU4ATAC,0.6616053854678376,0.838499993085861,0,0.55,-5.11742114168916,19.473330718211304
RNU4ATAC5P,Pseudogene,RNU4ATAC,1.1026756424463962,1.06950002908707,0,0.56,6.106838523484823,16.6994687759041
RNU4ATAC6P,Pseudogene,RNU4ATAC,1.3783445530579952,0.344999998807907,0,0,-18.41904381305502,17.7163370844549
RNU4ATAC7P,Pseudogene,RNU4ATAC,1.1114970475859671,0.157000005245209,0,0,-15.622719905945512,25.456932482861852
RNU4ATAC8P,Pseudogene,RNU4ATAC,1.46585046413287,-0.112000003457069,0,0,-26.351801530360433,22.494492759349765
RNU4ATAC9P,Pseudogene,RNU4ATAC,1.3783445530579952,0.825999975204468,0,0.55,-7.987501120988926,17.874135901662562
RNU6ATAC,Functional,RNU6ATAC,4.245301223418625,7.1085000038147,167.93,1,3.364324007453985,7.807082049541721
RNU6ATAC10P,Pseudogene,RNU6ATAC,1.345562304228508,3.58699989318848,16.48,0.89,-0.4499684984268654,10.182617101035628
RNU6ATAC11P,Pseudogene,RNU6ATAC,1.3615838832928102,4.96299982070923,0,0.78,0.21419789039028067,9.401437950112161
RNU6ATAC12P,Pseudogene,RNU6ATAC,1.147741516528988,-0.119999997317791,1.72,0,-20.33977465431085,30.821760873509504
RNU6ATAC13P,Pseudogene,RNU6ATAC,1.16664766445092,0.0750000029802322,0,0,-17.573590252716226,26.21998280871022
RNU6ATAC14P,Pseudogene,RNU6ATAC,0.91606899526316,-0.0359999984502792,0,0,-13.46550341275254,35.82542177472049
RNU6ATAC15P,Pseudogene,RNU6ATAC,1.0334166764745565,3.10999989509583,0,0.78,-0.6651783860411634,10.460215299217417
RNU6ATAC16P,Pseudogene,RNU6ATAC,0.9312814936748368,1.56450003385544,2.28,0.74,-4.757523401052793,16.438622855285928
RNU6ATAC17P,Pseudogene,RNU6ATAC,1.2719596495261951,0.222000002861023,1.3,0.01,7.574654351406219,19.545228139948183
RNU6ATAC18P,Pseudogene,RNU6ATAC,1.10049212632274,2.10999989509583,0.99,0.76,-4.414771886014682,15.895025345061665
RNU6ATAC19P,Pseudogene,RNU6ATAC,0.8209921374214532,0.405000001192093,0,0,-4.583223661119123,26.53757633062048
RNU6ATAC20P,Pseudogene,RNU6ATAC,1.0392934992191625,3.83100008964539,0.41,0.68,0.5341965941170794,10.383235962418782
RNU6ATAC21P,Pseudogene,RNU6ATAC,0.909707405018277,3.2335000038147,0,0.78,-0.7305239162807643,10.345053761167266
RNU6ATAC22P,Pseudogene,RNU6ATAC,1.7172004948659607,0.282999992370605,0,0,9.012832683583285,-28.500555244661573
RNU6ATAC23P,Pseudogene,RNU6ATAC,0.7906991192176597,0.880999982357025,0,0.55,-5.339304374332035,19.399948298655133
RNU6ATAC24P,Pseudogene,RNU6ATAC,0.9005184413312235,0.298000007867813,31.44,0.04,-5.949020452063957,25.87029803426911
RNU6ATAC25P,Pseudogene,RNU6ATAC,1.157809424568716,2.03200006484985,0,0.78,-4.451122645796473,15.95903853549565
RNU6ATAC26P,Pseudogene,RNU6ATAC,0.8545736228959571,5.06799983978271,0,0.7,1.00154105947116,9.701019418318923
RNU6ATAC27P,Pseudogene,RNU6ATAC,0.700523349318887,4.58400011062622,1.24,0.68,0.2720606899971172,9.378441319234609
RNU6ATAC28P,Pseudogene,RNU6ATAC,1.295176644432801,0.239999994635582,0,0,12.20428839087848,16.276558241989306
RNU6ATAC29P,Pseudogene,RNU6ATAC,1.1948593261549147,3.97699999809265,0.54,0.69,0.6718330149633067,10.313898904002723
RNU6ATAC2P,Pseudogene,RNU6ATAC,1.3783445530579952,4.34450006484985,1.25,0.76,-0.02706480453743226,9.710558622782
RNU6ATAC30P,Pseudogene,RNU6ATAC,1.281182559973579,3.994500041008,0.2,0.7,0.335548384155074,10.036713749555608
RNU6ATAC31P,Pseudogene,RNU6ATAC,0.9372742960794368,3.08400011062622,0,0.78,-0.7293563646308385,10.457128170427593
RNU6ATAC32P,Pseudogene,RNU6ATAC,1.005466079230727,0.27700001001358,0,0,12.019956778437383,-16.624030628190248
RNU6ATAC33P,Pseudogene,RNU6ATAC,0.9372742960794368,4.03550004959106,0,0.78,-0.32080340008536296,9.887571842523174
RNU6ATAC34P,Pseudogene,RNU6ATAC,1.0908287140564763,5.07399988174438,0,0.78,0.20298328136317673,9.338575334890654
RNU6ATAC35P,Pseudogene,RNU6ATAC,0.8057727752066064,0.0720000006258488,0.99,0,-8.649169902469914,34.24720150190232
RNU6ATAC36P,Pseudogene,RNU6ATAC,1.2156998957971517,0.282999992370605,0,0,-15.063025340939024,20.571799155621807
RNU6ATAC37P,Pseudogene,RNU6ATAC,1.2196771037441436,3.84699988365173,0,0.7,0.6249870325548372,10.374475643100197
RNU6ATAC38P,Pseudogene,RNU6ATAC,1.0751087513852364,4.13849997520447,0,0.78,-0.13906024126655558,9.855629007963154
RNU6ATAC39P,Pseudogene,RNU6ATAC,1.165579957619513,0.212999999523163,1.55,0,12.45183517161852,16.35181274850438
RNU6ATAC3P,Pseudogene,RNU6ATAC,1.130242533507556,5.24600005149841,0,0.78,0.21770548935107906,9.295779278495269
RNU6ATAC40P,Pseudogene,RNU6ATAC,1.5212094629369992,0.330000013113022,0,0,-21.196003939223154,17.025831052469552
RNU6ATAC41P,Pseudogene,RNU6ATAC,1.0199749692629163,3.64549994468689,0,0.7,0.439922999777675,10.446636871246426
RNU6ATAC42P,Pseudogene,RNU6ATAC,1.4990585181258114,-0.125,0.44,0,1.0072450580212302,-21.611835077716457
RNU6ATAC4P,Pseudogene,RNU6ATAC,0.9372742960794368,4.60549998283386,0.24,0.77,-0.06458218890715965,9.543605117120448
RNU6ATAC5P,Pseudogene,RNU6ATAC,1.157809424568716,4.0475001335144,0,0.78,-0.17724365317895924,9.916436103412973
RNU6ATAC6P,Pseudogene,RNU6ATAC,1.2956438798745156,3.93299996852875,1.06,0.76,-0.2294725228772696,9.92591677273389
RNU6ATAC7P,Pseudogene,RNU6ATAC,1.285441959560543,3.92899990081787,0,0.78,-0.1893947654961395,9.93701038138416
RNU6ATAC8P,Pseudogene,RNU6ATAC,1.0199749692629163,4.30100011825562,0,0.72,-0.00861930307056248,9.679734608061779
RNU6ATAC9P,Pseudogene,RNU6ATAC,1.1378471931106346,-0.0540000014007092,0.26,0,-19.313233509630503,29.48325043175309
RNU11,Functional,RNU11,4.013739338504882,5.12800002098083,15.59,0.99,3.6393457019434954,7.561935596894866
RNU11-2P,Pseudogene,RNU11,1.1985773620535298,0.0500000007450581,0.16,0,-18.219430223891504,26.09646845763367
RNU11-3P,Pseudogene,RNU11,0.9924080782017566,1.46899998188019,3.95,0.7,-5.184826321059233,16.354742987679703
RNU11-4P,Pseudogene,RNU11,0.9924080782017566,0.885999977588654,0.89,0.56,-5.828466279263741,19.2284455510914
RNU11-5P,Pseudogene,RNU11,1.4001416297110054,0.305000007152557,0,0,9.279312174643898,-24.0272468012999
RNU11-6P,Pseudogene,RNU11,1.1229880884914614,1.43599998950958,1.99,0.71,-4.813284585343326,16.518744966248057
RNU12,Functional,RNU12,4.492300567326618,6.10249996185303,89.68,1,3.5248003220470343,7.65288250491384
RNU12-2P,Pseudogene,RNU12,0.9796848977119904,3.99199998378754,1.99,0.7,0.044329702526623535,9.96328032127025
VTRNA1-1,Functional,VTRNA,2.631385055837991,0.115000002086163,0,0.54,4.475250093722832,3.511242796153742
VTRNA1-2,Functional,VTRNA,3.161210001912337,0.405000001192093,0,0.87,4.69413752185007,4.2321531492785764
VTRNA1-3,Functional,VTRNA,2.029418766659772,0.328999996185303,1.76,0.8,-26.01318673068554,17.05961504406564
VTRNA2-1,Functional,VTRNA,1.9809395623480377,-0.0165000003762543,1.45,0.29,-26.947475978629186,17.698233005436578
VTRNA2-2P,Pseudogene,VTRNA,1.5512398115580857,0.300999999046326,0,0,9.286728243416068,-27.828255672548167
VTRNA2-2P,Pseudogene,VTRNA,1.5512398115580857,0.300999999046326,0,0,9.286710529987126,-27.82828453753421
VTRNA2-2P,Pseudogene,VTRNA,1.5512398115580857,0.300999999046326,0,0,9.2868617291768345,-27.828272035814063
VTRNA2-2P,Pseudogene,VTRNA,1.5512398115580857,0.300999999046326,0,0,8.86907818989965,-27.739608934007183
VTRNA3-1P,Pseudogene,VTRNA,0.7151175857630304,0.167999997735023,0,0,-5.939665934683273,33.407362745857974
VTRNA3-1P,Pseudogene,VTRNA,0.7151175857630304,0.167999997735023,0,0,-6.273756298376567,33.06957181407729
VTRNA3-1P,Pseudogene,VTRNA,0.7151175857630304,0.167999997735023,0,0,-6.2738043716285015,33.069346011053625
VTRNA3-1P,Pseudogene,VTRNA,0.7151175857630304,0.167999997735023,0,0,-6.274572151158593,33.06918348553534
RNY1,Functional,RNY,3.87302621669889,2.04900002479553,461.11,1,5.4634669131596985,6.761852359349473
RNY1P1,Pseudogene,RNY,1.3955738599712202,-0.200000002980232,0,0,11.150110127668244,-11.224297860503556
RNY1P10,Pseudogene,RNY,1.4754385587424346,-0.193000003695488,0,0,3.5079154754191393,-22.6228377068692
RNY1P11,Pseudogene,RNY,1.198793828978228,-0.308999985456467,2.4,0,2.06336067904947,-12.165380856529243
RNY1P12,Pseudogene,RNY,1.5547726558494188,0.30799999833107,3.48,0,9.067117881296781,-26.825811036766993
RNY1P13,Pseudogene,RNY,0.7277659240146215,0.30799999833107,2.18,0,-22.07210196872398,-0.7248604210614964
RNY1P14,Pseudogene,RNY,0.9326798142359102,0.30799999833107,7.13,0,26.21218965157512,-12.858492650559086
RNY1P15,Pseudogene,RNY,1.330939805812636,-0.104000002145767,0.28,0,-24.2592034282892,25.947356916306237
RNY1P16,Pseudogene,RNY,1.126517277958751,-0.0879999995231628,6.87,0,-7.52965249728276,-7.440244085304177
RNY1P2,Pseudogene,RNY,1.2171842668542912,0.30799999833107,0,0,-17.9129882297325,-16.130948267221015
RNY1P3,Pseudogene,RNY,1.0596899818086554,-0.166999995708466,0,0,2.600980859442124,-6.926753754352418
RNY1P4,Pseudogene,RNY,1.4195750336016433,0.305000007152557,0,0,-11.525353376145633,-24.341415018330487
RNY1P5,Pseudogene,RNY,1.3893713094824591,-0.0419999994337559,0,0,-1.9832273348587446,-19.13517484162642
RNY1P6,Pseudogene,RNY,1.083454690880817,-0.284000009298325,0.15,0,-20.45358824450847,33.516356883477634
RNY1P7,Pseudogene,RNY,1.0104518614417886,0.219999998807907,0,0,19.55373449827421,15.885657440155848
RNY1P8,Pseudogene,RNY,1.0359347482983248,0.294999986886978,0,0,-26.093909354199315,-10.025241143086035
RNY1P9,Pseudogene,RNY,1.4339841496951988,0.300999999046326,3.42,0,-11.569002960435627,-24.836835675428567
RNY3,Functional,RNY,3.166949308379135,1.97699999809265,1.8,0.98,5.797829181510244,7.019469659471231
RNY3P1,Pseudogene,RNY,0.9875433327203754,0.239999994635582,0,0,14.487494415891506,12.480143427515822
RNY3P10,Pseudogene,RNY,1.3280755164170566,0.344999998807907,0,0,-16.225957711548862,-16.53580030863905
RNY3P11,Pseudogene,RNY,1.0215965510900435,0.30799999833107,9.19,0,-27.04170628648845,-9.894466545958853
RNY3P12,Pseudogene,RNY,1.123756206199048,-0.197999998927116,0,0,1.4903578625085856,-7.9648357699247505
RNY3P13,Pseudogene,RNY,0.8513304592417029,0.29899999499321,0,0,25.900062005069763,-10.969863008451933
RNY3P14,Pseudogene,RNY,1.2599690796777203,0.30799999833107,0,0,27.19668192836507,20.109271015130965
RNY3P15,Pseudogene,RNY,1.0742561671256128,-0.150999993085861,0,0,1.0417606044801069,-6.548071850763842
RNY3P16,Pseudogene,RNY,0.5846364421089557,0.261999994516373,0,0,27.055814129735342,-9.328009755297858
RNY3P2,Pseudogene,RNY,0.9194368959810392,-0.0879999995231628,13.19,0,-8.352685669091498,-1.3163059104992971
RNY3P3,Pseudogene,RNY,1.4983416082653973,-0.110500000417233,0,0,0.8324783909642971,-21.597206457339542
RNY3P4,Pseudogene,RNY,1.2380536421130823,0.296999990940094,0,0,-17.421029488829923,-16.07526660836231
RNY3P5,Pseudogene,RNY,1.157809424568716,0.300000011920929,0,0,-23.483115241743477,-17.367126712197688
RNY3P7,Pseudogene,RNY,1.0317113684275687,-0.13400000333786,0,0,0.792807648858767,-5.482642604394283
RNY3P8,Pseudogene,RNY,1.2680769888133556,0.230000004172325,5.12,0,-20.633969162040387,-21.567796334126214
RNY3P9,Pseudogene,RNY,1.1468866941482565,-0.0689999982714653,0,0,-2.4053564311534084,-9.326741601934694
RNY4,Functional,RNY,2.7136158388329283,2.55200004577637,0,0.98,5.9656643350516045,7.1813420924406985
RNY4P10,Pseudogene,RNY,1.157809424568716,0.0115000000223517,0,0,-1.5806936494250508,-7.977800407209102
RNY4P13,Pseudogene,RNY,1.3025356026398056,-0.12050000205636,0,0,11.101004651305423,-9.302859076543898
RNY4P14,Pseudogene,RNY,1.1939909690864885,0.305000007152557,0,0,-17.085829793792577,-13.283779291455243
RNY4P16,Pseudogene,RNY,0.5912218338223231,0.306500002741814,0,0,24.41267101339696,-3.396889109923834
RNY4P17,Pseudogene,RNY,1.157809424568716,0.0690000001341105,0.86,0,8.898289896303321,-7.2329381421417205
RNY4P18,Pseudogene,RNY,1.2879003711494708,0.231000006198883,0,0,11.631225805281979,-22.584847760903852
RNY4P19,Pseudogene,RNY,0.8321755239087647,0.12049999833107,0,0,-8.594055037117887,33.688569801751306
RNY4P20,Pseudogene,RNY,1.2698554979140757,0.30799999833107,0,0,14.743859538287785,-19.848829507171654
RNY4P23,Pseudogene,RNY,0.7877878558921161,0.24600000679493,0,0,-5.197338649265969,28.4160019364596
RNY4P24,Pseudogene,RNY,1.0854463355331714,0.111999999731779,0.25,0,-2.9832690228522556,-6.605448329921322
RNY4P25,Pseudogene,RNY,0.8321755239087647,0.30799999833107,0.61,0,-22.196731164975215,-2.908132157628234
RNY4P27,Pseudogene,RNY,1.049264791015399,0.284000009298325,0,0,-22.615546080730137,-12.049994491540067
RNY4P28,Pseudogene,RNY,1.120460733453596,-0.208000004291534,0,0,-4.723674830593202,-4.036470226305229
RNY4P29,Pseudogene,RNY,1.2891074005507357,0.118000000715256,0,0,15.034154878397423,-21.897708637775416
RNY4P3,Pseudogene,RNY,1.4624961152446938,0.30799999833107,0.44,0,10.999394739652956,12.912574342498095
RNY4P30,Pseudogene,RNY,1.0968720864335204,0.19200000166893,0,0,14.161481974103015,-17.379737303243513
RNY4P34,Pseudogene,RNY,1.1334344893146375,-0.0790000036358833,0,0,9.852359231595587,-6.939113158319182
RNY4P36,Pseudogene,RNY,1.049264791015399,0.30799999833107,0,0,21.15444862767381,21.731900644476003
RNY4P37,Pseudogene,RNY,1.230172513604261,0.214000001549721,0,0,10.788377243264321,-21.157978374837157
RNY4P6,Pseudogene,RNY,1.230172513604261,0.214000001549721,0.43,0,32.83996873561777,-18.531634596175852
RNY4P7,Pseudogene,RNY,0.9045386129443096,-0.415500000119209,0,0,9.209500335344451,-3.4008137031480707
RNY4P9,Pseudogene,RNY,0.8952134726046772,0.211999997496605,0,0,26.89157485680202,-13.100141387938491
MT-TA,Functional,TRNA,0,1.93099999427795,848.15,1,-4.275824060447615,11.824318050448886
MT-TC,Functional,TRNA,0,1.03649997711182,850.15,1,-5.737564133802513,11.679282889987864
MT-TD,Functional,TRNA,0,1.89650005102158,16.51,0.95,-4.326062158555481,11.828337715557053
MT-TE,Functional,TRNA,0,1.73800003528595,134.35,1,-4.531895225237476,11.822352885028296
MT-TF,Functional,TRNA,0,1.69700002670288,0,0.89,-4.5914815528017,11.81621607148656
MT-TG,Functional,TRNA,0,0.828999996185303,306.57,1,-5.977266827617309,11.64291994778395
MT-TH,Functional,TRNA,0,1.03799998760223,1153.94,1,-5.7356189851001975,11.67958048481668
MT-TI,Functional,TRNA,0,3.79900002479553,415.64,1,-1.1130203822215299,9.803695121035021
MT-TK,Functional,TRNA,0,1.44749999046326,31.43,1,-5.030682506089333,11.766400143843146
MT-TL1,Functional,TRNA,0,3.49600005149841,0,0.96,-1.2772990538138247,9.947200604198251
MT-TL2,Functional,TRNA,0,4.61299991607666,112.81,1,-0.5503751058394852,9.235079700741894
MT-TM,Functional,TRNA,0,5.76999998092651,34.77,1,0.11954028665022513,8.867826055312902
MT-TN,Functional,TRNA,0,1.98199999332428,656.69,1,-4.218118838888253,11.821356402655823
MT-TP,Functional,TRNA,0,0.754499971866608,300.57,1,-6.055386357961647,11.628551786825549
MT-TQ,Functional,TRNA,0,2.08150005340576,363.47,1,-4.114113460597524,11.8099475312443
MT-TR,Functional,TRNA,0,2.04900002479553,400.09,1,-4.152575555793996,11.814496540024093
MT-TS1,Functional,TRNA,0,3.55900001525879,2004.02,1,-1.2398037531441035,9.916676587941136
MT-TS2,Functional,TRNA,0,1.0900000333786,99.13,1,-5.663187016736038,11.690335251066362
MT-TT,Functional,TRNA,0,1.18999999761581,229.69,1,-5.503618328562766,11.711132860199676
MT-TV,Functional,TRNA,0,1.23300004005432,31.01,1,-5.432300290050579,11.718648711364544
MT-TW,Functional,TRNA,0,2.15200006961823,136.41,1,-4.042552017088986,11.795520717003859
MT-TY,Functional,TRNA,0,2.32850003242493,1314.03,1,-3.8776069474813726,11.737960185193696
NMTRQ-TTG12-1,Functional,TRNA,1.9779244336382231,2.12349998950958,0,0.91,-4.204499947624478,15.73548929587286
NMTRS-TGA3-1,Functional,TRNA,0.9564512637741568,3.51699995994568,0,0.78,-0.5719774509745676,10.169886509985819
VTRNA2-2P,Pseudogene,TRNA,1.5512398115580857,0.300999999046326,0,0,9.28686113325046,-27.828247125666074
VTRNA2-2P,Pseudogene,TRNA,1.5512398115580857,0.300999999046326,0,0,9.286861125068436,-27.82824731301137
VTRNA2-2P,Pseudogene,TRNA,1.5512398115580857,0.300999999046326,0,0,9.286825743255557,-27.82823664523901
VTRNA2-2P,Pseudogene,TRNA,1.5512398115580857,0.300999999046326,0,0,9.286861733391522,-27.82827198550213
VTRNA3-1P,Pseudogene,TRNA,0.7151175857630304,0.167999997735023,0,0,-6.274529936550595,33.069273211746136
VTRNA3-1P,Pseudogene,TRNA,0.7151175857630304,0.167999997735023,0,0,-6.2738016657099545,33.06949501126919
VTRNA3-1P,Pseudogene,TRNA,0.7151175857630304,0.167999997735023,0,0,-6.273797877784078,33.06947842568373
VTRNA3-1P,Pseudogene,TRNA,0.7151175857630304,0.167999997735023,0,0,-6.27379211724111,33.069483615843424
RN7SL1,Functional,RN7SL,3.1597742155453923,0.28600001335144,2362115.65,1,12.72296699661148,6.283465615972011
RN7SL100P,Pseudogene,RN7SL,1.4818380007278789,0.301999986171722,0.19,0,32.38823339161554,8.334807335485163
RN7SL101P,Pseudogene,RN7SL,1.3694520075543952,0.305000007152557,0.39,0,13.360748235701111,-24.15555369588866
RN7SL104P,Pseudogene,RN7SL,1.17361569657648,-0.298000007867813,0.03,0,13.587418113866276,-8.111034963775593
RN7SL105P,Pseudogene,RN7SL,1.1384480629538545,0.289000004529953,4.67,0,13.87378063228555,-18.076162069692355
RN7SL106P,Pseudogene,RN7SL,1.5570540537303423,-0.0515000000596046,0,0,4.682721270965807,-23.98707943481663
RN7SL107P,Pseudogene,RN7SL,1.165991823328919,0.0509999990463257,2.05,0,10.131276758567044,-17.09771796534873
RN7SL108P,Pseudogene,RN7SL,1.2513697821096226,0.44200000166893,0.17,0,10.158392096201348,16.948969778052167
RN7SL110P,Pseudogene,RN7SL,0.7364158884182647,-0.17399999499321,0.49,0,18.281113010561743,27.064050764328478
RN7SL111P,Pseudogene,RN7SL,0.7312480576223469,0.30799999833107,0.21,0,27.92296067941503,-11.410687107463843
RN7SL113P,Pseudogene,RN7SL,0.6737753841971793,0.30799999833107,2.05,0,22.687974097856515,26.26527939473133
RN7SL116P,Pseudogene,RN7SL,1.0818874950888002,-0.0160000007599592,1.86,0,14.691305247443465,-6.472699018869337
RN7SL117P,Pseudogene,RN7SL,1.3729429325122275,-0.0614999998360872,0.17,0,11.883099318514992,-10.947181865692851
RN7SL118P,Pseudogene,RN7SL,1.012124794987222,0.282999992370605,4.36,0,20.54503373507924,24.925490614225502
RN7SL11P,Pseudogene,RN7SL,1.126196880553188,0.30799999833107,1.58,0,22.127537588848234,15.303770820702445
RN7SL120P,Pseudogene,RN7SL,1.1734554978736986,-0.137000001966953,0,0,10.400660880990811,-7.1319877264980045
RN7SL121P,Pseudogene,RN7SL,1.730352546608191,0.153999999165535,0,0,37.68405367632967,5.423520438938465
RN7SL122P,Pseudogene,RN7SL,1.14242325281365,0.293000012636185,0.1,0,31.511784154402005,-19.406106451864613
RN7SL123P,Pseudogene,RN7SL,1.9151436714612664,0.25,0.23,0.49,37.69493640126503,6.354317820122789
RN7SL124P,Pseudogene,RN7SL,0.840935266265699,0.229000002145767,2.21,0,24.032661601776585,-6.269055662974306
RN7SL125P,Pseudogene,RN7SL,1.016036841968465,0.282999992370605,0.9,0,25.23174095730162,-13.992404081989855
RN7SL126P,Pseudogene,RN7SL,0.697009018135013,0.301999986171722,0,0,31.309367000658685,10.031374765608737
RN7SL127P,Pseudogene,RN7SL,1.0536065763575315,0.30799999833107,2.82,0,23.894166364672362,-14.002384439118192
RN7SL128P,Pseudogene,RN7SL,1.355206441216497,0.211999997496605,53.07,0.08,9.529973173039538,17.991694805425986
RN7SL12P,Pseudogene,RN7SL,1.0899378376112396,-0.100999999791384,0.99,0,12.839161696921522,-6.336335570031979
RN7SL130P,Pseudogene,RN7SL,1.3324298623725224,0.30799999833107,4.36,0,14.96221016549228,-24.22041958540893
RN7SL131P,Pseudogene,RN7SL,1.4924887113581105,0.157000005245209,0,0,34.95508868154331,6.8866285743852265
RN7SL132P,Pseudogene,RN7SL,1.2555973827248577,-0.0720000006258488,0.07,0,14.718930762312823,22.77248113336531
RN7SL134P,Pseudogene,RN7SL,2.5219611228229457,0.152999997138977,0.43,0.62,38.46820636672868,4.144201880553593
RN7SL135P,Pseudogene,RN7SL,1.2369402845212545,0.303000003099442,0,0,7.039270006590089,18.229366149504855
RN7SL138P,Pseudogene,RN7SL,1.1134334535922146,0.307000011205673,5.74,0,29.260061341419956,-19.79679031855072
RN7SL140P,Pseudogene,RN7SL,1.016036841968465,0.29899999499321,0.07,0,29.82207197255312,12.954156120406878
RN7SL141P,Pseudogene,RN7SL,1.2013360946652842,0.30799999833107,9.23,0,12.119647625853837,-19.19126767673882
RN7SL143P,Pseudogene,RN7SL,1.286454916187462,0.214000001549721,0.19,0,10.902597547268911,13.993327175286911
RN7SL144P,Pseudogene,RN7SL,0.9066236511029606,0.237000003457069,0.71,0,26.580705663878025,-12.19567104175882
RN7SL145P,Pseudogene,RN7SL,1.1851900528524355,-0.028999999165535,18.37,0.04,16.50247010744284,-10.473472951113871
