Gene,Gene_Type,Gene_group,enrichment_intergenic_dbsnp,PhyloP100_median,ENCODE_max,functional_probability,MDS1,MDS2
VTRNA2-2P,Pseudogene,TRNA,1.5512398115580857,0.300999999046326,0,0,0.10645716938659144,0.12166733682608956
VTRNA2-2P,Pseudogene,TRNA,1.5512398115580857,0.300999999046326,0,0,0.10645716938659144,0.12166733682608956
VTRNA3-1P,Pseudogene,TRNA,0.7151175857630304,0.167999997735023,0,0,-0.9478553895270299,-1.1384494441065625
VTRNA3-1P,Pseudogene,TRNA,0.7151175857630304,0.167999997735023,0,0,-0.9478553895270297,-1.1384494441065627
VTRNA3-1P,Pseudogene,TRNA,0.7151175857630304,0.167999997735023,0,0,-0.9478553895270297,-1.1384494441065625
VTRNA3-1P,Pseudogene,TRNA,0.7151175857630304,0.167999997735023,0,0,-0.9478553895270297,-1.1384494441065627
RN7SL100P,Pseudogene,RN7SL,1.4818380007278789,0.301999986171722,0.19,0,2.198876781866509,3.9073390564582535
RN7SL101P,Pseudogene,RN7SL,1.3694520075543952,0.305000007152557,0.39,0,-0.2119633821993515,-0.26809615858670266
RN7SL104P,Pseudogene,RN7SL,1.17361569657648,-0.298000007867813,0.03,0,-0.15293436935961405,-0.010561656187545933
RN7SL105P,Pseudogene,RN7SL,1.1384480629538545,0.289000004529953,4.67,0,-0.1122854870751166,-0.04714126372986969
RN7SL106P,Pseudogene,RN7SL,1.5570540537303423,-0.0515000000596046,0,0,-0.14356180623017004,-0.41383118813617237
RN7SL107P,Pseudogene,RN7SL,1.165991823328919,0.0509999990463257,2.05,0,-0.3420424237588171,-0.25518061328546543
RN7SL108P,Pseudogene,RN7SL,1.2513697821096226,0.44200000166893,0.17,0,0.44049755248776784,0.694501560044017
RN7SL110P,Pseudogene,RN7SL,0.7364158884182647,-0.17399999499321,0.49,0,0.5542013928690961,1.3809262307900518
RN7SL111P,Pseudogene,RN7SL,0.7312480576223469,0.30799999833107,0.21,0,-0.2481436785249928,0.15003120307428508
RN7SL113P,Pseudogene,RN7SL,0.6737753841971793,0.30799999833107,2.05,0,0.762243354488576,1.3496251196711004
RN7SL116P,Pseudogene,RN7SL,1.0818874950888002,-0.0160000007599592,1.86,0,-0.04449820555947352,-0.01676439041273657
RN7SL117P,Pseudogene,RN7SL,1.3729429325122275,-0.0614999998360872,0.17,0,0.011882456958054916,0.05431682997497023
RN7SL118P,Pseudogene,RN7SL,1.012124794987222,0.282999992370605,4.36,0,0.7779900066951427,1.188409182139988
RN7SL11P,Pseudogene,RN7SL,1.126196880553188,0.30799999833107,1.58,0,1.0806374581859157,2.032080302238863
RN7SL120P,Pseudogene,RN7SL,1.1734554978736986,-0.137000001966953,0,0,-0.3470629871975787,-0.39842427343062004
RN7SL121P,Pseudogene,RN7SL,1.730352546608191,0.153999999165535,0,0,4.136591585415503,7.02919576822505
RN7SL122P,Pseudogene,RN7SL,1.14242325281365,0.293000012636185,0.1,0,0.5116699755011673,1.2531688858848802
RN7SL124P,Pseudogene,RN7SL,0.840935266265699,0.229000002145767,2.21,0,-0.3931496193172917,-0.18947549669271477
RN7SL125P,Pseudogene,RN7SL,1.016036841968465,0.282999992370605,0.9,0,-0.11125138913805557,0.1625939516423183
RN7SL126P,Pseudogene,RN7SL,0.697009018135013,0.301999986171722,0,0,2.1700537737780836,3.8739455461812438
RN7SL127P,Pseudogene,RN7SL,1.0536065763575315,0.30799999833107,2.82,0,-0.1649089817777335,0.0038902698155417782
RN7SL12P,Pseudogene,RN7SL,1.0899378376112396,-0.100999999791384,0.99,0,-0.19979636199464368,-0.15620330864046697
RN7SL130P,Pseudogene,RN7SL,1.3324298623725224,0.30799999833107,4.36,0,-0.07343253285483049,-0.11708945400930917
RN7SL131P,Pseudogene,RN7SL,1.4924887113581105,0.157000005245209,0,0,2.953189977868901,5.480353930609803
RN7SL132P,Pseudogene,RN7SL,1.2555973827248577,-0.0720000006258488,0.07,0,1.0003829827054076,1.4425650844486764
RN7SL135P,Pseudogene,RN7SL,1.2369402845212545,0.303000003099442,0,0,0.7316111431053898,0.7919005237160407
RN7SL138P,Pseudogene,RN7SL,1.1134334535922146,0.307000011205673,5.74,0,0.2153552760440643,0.8702127125863118
RN7SL140P,Pseudogene,RN7SL,1.016036841968465,0.29899999499321,0.07,0,1.5191210514355642,2.584401427607208
RN7SL141P,Pseudogene,RN7SL,1.2013360946652842,0.30799999833107,9.23,0,-0.18223445814252645,-0.20757125932043555
RN7SL143P,Pseudogene,RN7SL,1.286454916187462,0.214000001549721,0.19,0,0.8548224586235359,0.7911679681869648
RN7SL144P,Pseudogene,RN7SL,0.9066236511029606,0.237000003457069,0.71,0,-0.1614163832888018,0.09392003114808599
RN7SL146P,Pseudogene,RN7SL,1.473575631269275,0.239999994635582,2.91,0,1.2295513294361045,0.9502490791216689
RN7SL147P,Pseudogene,RN7SL,0.7925943711812687,0.305000007152557,0.19,0,0.8627847988128078,1.1997399268125346
RN7SL148P,Pseudogene,RN7SL,0.9586164052880768,0.293999999761581,0.08,0,0.5794075955246047,1.2209251177272606
RN7SL149P,Pseudogene,RN7SL,1.0877640145414271,0.305000007152557,0,0,-0.08331736155884842,0.0899322458723476
RN7SL14P,Pseudogene,RN7SL,1.165579957619513,0.214000001549721,0.55,0,-0.10381286632579761,-0.29650060509387255
RN7SL150P,Pseudogene,RN7SL,1.45830958056365,-0.238500006496906,0,0,1.4675315342897535,2.4028287496710905
RN7SL151P,Pseudogene,RN7SL,1.7428509359232265,0.130999997258186,0.53,0,1.4254329489181934,1.4062342261992367
RN7SL152P,Pseudogene,RN7SL,1.177235757195708,-0.136500000953674,0.2,0,0.02543976852871992,0.26735753054077926
RN7SL153P,Pseudogene,RN7SL,0.8445664638121113,0.109499998390675,13.02,0,0.32955139912501513,0.6566162938109844
RN7SL154P,Pseudogene,RN7SL,1.3936594925364174,0.0719999969005585,0.29,0,3.554173565896018,6.033095547205294
RN7SL155P,Pseudogene,RN7SL,1.3999368707712991,0.305000007152557,0.15,0,3.8336606796868824,6.52053688503474
RN7SL156P,Pseudogene,RN7SL,0.9940403283303778,0.281999990344048,0.13,0,1.5512059617234089,2.410259392506487
RN7SL159P,Pseudogene,RN7SL,1.260902044564561,0.165999993681908,0,0,0.8864095818127073,0.924070843190132
RN7SL15P,Pseudogene,RN7SL,1.234740283344046,0.215000003576279,7.01,0,0.6475043069098875,0.7924142651700167
RN7SL160P,Pseudogene,RN7SL,0.9417393558992022,0.277999997138977,1.18,0,0.001572829891393553,0.3228606701222506
RN7SL162P,Pseudogene,RN7SL,1.1062631145707935,0.293000012636185,0.35,0,0.4902199827156354,0.7850267633273866
RN7SL163P,Pseudogene,RN7SL,1.5227710910088548,0.123000003397465,0.2,0,2.96333786568318,5.699519140431321
RN7SL164P,Pseudogene,RN7SL,1.3526882386050345,-0.090999998152256,0.21,0,0.010991005320268659,-0.026685228462478942
RN7SL165P,Pseudogene,RN7SL,0.7161707780837419,0.143999993801117,13.77,0,-0.3311988894801552,-0.12728233458680197
RN7SL166P,Pseudogene,RN7SL,1.3769662085049372,0.306999996304512,3.26,0,0.0646980532578952,0.1932040643954659
RN7SL167P,Pseudogene,RN7SL,1.230651739359463,0.30799999833107,0,0,1.178523496811256,1.1315698654947786
RN7SL168P,Pseudogene,RN7SL,1.1329102971586362,0.294999986886978,0.6,0,0.850299642583352,1.5275457902057736
RN7SL169P,Pseudogene,RN7SL,1.2499534272160533,0.159999996423721,0.41,0,-0.1235655211952554,-0.15207035442297537
RN7SL16P,Pseudogene,RN7SL,1.4203610041177557,0.29899999499321,3.74,0,-0.07235143379668328,-0.19825205818444036
RN7SL170P,Pseudogene,RN7SL,1.295176644432801,0.30799999833107,0.1,0,1.3016016086636435,1.4687858173486916
RN7SL172P,Pseudogene,RN7SL,1.1234190456211304,0.30799999833107,5.87,0,0.32644860094973954,0.5280213784421972
RN7SL173P,Pseudogene,RN7SL,1.094367812263581,-0.0850000008940697,3.16,0,0.6849889072745807,0.9780163475387453
RN7SL174P,Pseudogene,RN7SL,1.4302351715260608,-0.100000001490116,2.83,0,0.17711097164217393,0.45971761498508656
RN7SL176P,Pseudogene,RN7SL,1.0525540223351963,-0.0379999987781048,0.3,0,0.6003545040354955,1.0796555568025807
RN7SL177P,Pseudogene,RN7SL,1.277849866580857,0.30799999833107,1.68,0,-0.04317927102916159,0.027208859908435263
RN7SL178P,Pseudogene,RN7SL,1.79384289135482,-0.190999999642372,1.16,0,0.8883769672208152,0.673427318798039
RN7SL180P,Pseudogene,RN7SL,0.909707405018277,0.28999999165535,1.1,0,-0.16331418439043563,0.17958917460404486
RN7SL181P,Pseudogene,RN7SL,1.2288663206613808,0.30799999833107,2.69,0,2.096820520278677,3.024447423232476
RN7SL182P,Pseudogene,RN7SL,1.076762764848906,0.187000006437302,0.38,0,0.7501279818082714,1.5239876390256828
RN7SL183P,Pseudogene,RN7SL,1.2937937529576593,0.299000009894371,0,0,-0.1465782313652581,-0.22463852791016353
RN7SL184P,Pseudogene,RN7SL,0.760177905019864,0.282999992370605,0,0,-0.29162983168700524,-0.08929432433469318
RN7SL185P,Pseudogene,RN7SL,1.618143292168326,-0.156000003218651,0,0,-0.1802876991143273,-0.5390294519206439
RN7SL186P,Pseudogene,RN7SL,1.0993342011056495,0.28600001335144,0.05,0,1.1127483404025156,1.9841055283272029
RN7SL187P,Pseudogene,RN7SL,1.146345964919521,0.23199999332428,0.15,0,0.8079785007599068,1.1391803475697473
RN7SL188P,Pseudogene,RN7SL,1.157809424568716,0.101000003516674,0,0,-0.31925663816857236,-0.38916069912098983
RN7SL189P,Pseudogene,RN7SL,1.1177468147220475,0.30799999833107,0.02,0,-0.2923948166303036,-0.3782480671956705
RN7SL18P,Pseudogene,RN7SL,0.8474687540657612,0.30799999833107,0.41,0,0.8351407344725794,1.122107066800414
RN7SL190P,Pseudogene,RN7SL,1.459650792063284,0.0850000008940697,0.15,0,3.6822999526450397,6.527601321531159
RN7SL191P,Pseudogene,RN7SL,1.0021694691348888,0.138999998569489,0.36,0,-0.27081834265111493,-0.19532635333418633
RN7SL193P,Pseudogene,RN7SL,1.145224539519056,-0.146999999880791,0,0,-0.26074146705076084,-0.32745968118293206
RN7SL196P,Pseudogene,RN7SL,0.6445537002753677,-0.0219999998807907,0.26,0,-0.7401981887834055,-0.9044814039397223
RN7SL197P,Pseudogene,RN7SL,1.196532147798439,0.30799999833107,0,0,1.0803641132774504,1.2806938357604447
RN7SL198P,Pseudogene,RN7SL,1.1308836239973503,0.32600000500679,0.24,0,3.251123359094851,5.277585902866493
RN7SL19P,Pseudogene,RN7SL,1.2145647885181627,0.30799999833107,2.19,0,0.6133811715593436,0.8419559731008427
RN7SL200P,Pseudogene,RN7SL,1.206051483925746,0.305000007152557,3.95,0,0.22015354400369136,0.5307363182815398
RN7SL201P,Pseudogene,RN7SL,0.8566225134478,0.294999986886978,0,0,0.0724617361485725,0.38251513124588643
RN7SL202P,Pseudogene,RN7SL,1.2727065430373672,0.257999986410141,0.18,0,3.885225466543404,6.384812413515943
RN7SL203P,Pseudogene,RN7SL,1.044375393107592,-0.126999996602535,0.37,0,0.2700697438307742,0.5127954826550588
RN7SL204P,Pseudogene,RN7SL,1.140132944804308,0.319999992847443,0.42,0,3.1726624622791646,5.005182907872902
RN7SL205P,Pseudogene,RN7SL,1.2964204120170837,-0.0299999993294477,0,0,0.8706537804982523,1.2379470555744008
RN7SL208P,Pseudogene,RN7SL,1.1851900528524355,0.206000000238419,0.61,0,0.6370686392455422,1.097292381872707
RN7SL209P,Pseudogene,RN7SL,1.5982804013068146,-0.1875,0.53,0,-0.6278907817446949,-1.0621815518370301
RN7SL20P,Pseudogene,RN7SL,1.2279796927243958,0.30799999833107,1.09,0,-0.011542962684064535,0.12677384358722485
RN7SL210P,Pseudogene,RN7SL,0.7839334645517348,0.185000002384186,0.12,0,0.670447948576217,1.4924487440371113
RN7SL211P,Pseudogene,RN7SL,1.0319605740721165,-0.037499999627471,0.21,0,-0.18525424171375943,-0.07333368827557661
RN7SL213P,Pseudogene,RN7SL,1.2052905681630166,0.44200000166893,1.35,0,0.9000200902422232,0.8176172065323664
RN7SL214P,Pseudogene,RN7SL,1.3500494799688048,-0.118000000715256,0,0,-0.5540763816642046,-0.7723980073044097
RN7SL215P,Pseudogene,RN7SL,1.0490219618575616,0.305000007152557,0,0,-0.19524623352148662,-0.20331361589949673
RN7SL216P,Pseudogene,RN7SL,1.5618771432101473,0.29899999499321,0,0,-0.0772278949880837,-0.29271085946104053
RN7SL217P,Pseudogene,RN7SL,0.8622846413746033,0.259500004351139,0.24,0,1.8251261078387468,2.1573077451191742
RN7SL218P,Pseudogene,RN7SL,1.1500648799227715,0.214000001549721,0,0,0.07746922379242027,0.2904508585709672
RN7SL219P,Pseudogene,RN7SL,1.3729429325122275,0.194999992847443,1.54,0,0.19043125242496775,0.43842321738810663
RN7SL220P,Pseudogene,RN7SL,1.2041218015514648,0.306500002741814,14.93,0,0.08576025057801123,0.3144701111974963
RN7SL221P,Pseudogene,RN7SL,1.359705018176784,0.30799999833107,0.2,0,-0.2327952673476695,-0.45712877388163276
RN7SL222P,Pseudogene,RN7SL,1.3475507683943586,-0.0320000015199184,0,0,0.6446767652055971,0.8392610761154277
RN7SL223P,Pseudogene,RN7SL,1.205066952102133,0.305000007152557,0,0,-0.18947023872554974,-0.27946342196718993
RN7SL225P,Pseudogene,RN7SL,1.2355147550766834,0.29899999499321,0.08,0,0.45641747766923263,0.5498942697246372
RN7SL228P,Pseudogene,RN7SL,1.1921998035163015,-0.0879999995231628,0,0,-0.39055446287020956,-0.46990415207517444
RN7SL229P,Pseudogene,RN7SL,1.2197657817362726,-0.116999998688698,0.67,0,0.9146571846788815,1.182304295931897
RN7SL22P,Pseudogene,RN7SL,1.1492011760589116,0.301999986171722,0.09,0,0.8370408893817339,1.3188816266006578
RN7SL230P,Pseudogene,RN7SL,1.3068344000082537,-0.0500000007450581,3.07,0,0.8880833719116219,1.7063500496633355
RN7SL231P,Pseudogene,RN7SL,1.1748360337535502,0.27700001001358,1.06,0,-0.19986737052328446,-0.27644779993731966
RN7SL233P,Pseudogene,RN7SL,1.2539452251646743,0.25,0.48,0,0.04539933315997734,0.3159341282651329
RN7SL234P,Pseudogene,RN7SL,1.295176644432801,-0.0654999986290932,0.12,0,1.6093222082061682,2.401055871103742
RN7SL236P,Pseudogene,RN7SL,1.137425455826309,0.291999995708466,0.25,0,0.1719304157069664,0.5081216944644856
RN7SL237P,Pseudogene,RN7SL,0.9682030031236648,0.0590000003576279,2.04,0,0.6524167557791611,0.9173361455667646
RN7SL238P,Pseudogene,RN7SL,1.1378471931106346,-0.046000000089407,0,0,-0.3744432652627738,-0.5851913679071372
RN7SL239P,Pseudogene,RN7SL,1.2620122727799006,-0.074499998241663,2.53,0,0.5581055100622322,0.6691987739461024
RN7SL23P,Pseudogene,RN7SL,1.1367583441220122,0.136999994516373,6.1,0,-0.18711875218056734,-0.254211337094545
RN7SL240P,Pseudogene,RN7SL,1.457382492464118,0.207000002264977,0,0,-0.11433823353118341,-0.20405212624805372
RN7SL241P,Pseudogene,RN7SL,1.30989456084681,-0.0135000003501773,0.09,0,-0.7249428719706865,-1.0902872389959677
RN7SL242P,Pseudogene,RN7SL,0.760177905019864,0.305000007152557,5.47,0,-0.010876807886857857,0.4147126734493302
RN7SL244P,Pseudogene,RN7SL,1.1344193351834897,0.365000009536743,1.3,0,-0.10619587087534348,-0.18141971227103565
RN7SL248P,Pseudogene,RN7SL,0.9185053489739664,0.296000003814697,0,0,1.7150167582787652,2.172425824911932
RN7SL250P,Pseudogene,RN7SL,1.2924384274255434,0.30799999833107,0.1,0,1.1407985249256238,1.9109825822419078
RN7SL251P,Pseudogene,RN7SL,0.760177905019864,0.419999986886978,0.16,0,0.9612381710622863,1.8360712918130644
RN7SL252P,Pseudogene,RN7SL,1.356625184343142,0.30799999833107,0.12,0,-0.23061081254039553,-0.3875079585137953
RN7SL253P,Pseudogene,RN7SL,1.1851900528524355,0.284000009298325,0.17,0,0.44196135733334224,0.6257495631676122
RN7SL254P,Pseudogene,RN7SL,1.1129646933354207,0.347000002861023,0.84,0,1.2231254729974725,1.443605055155067
RN7SL255P,Pseudogene,RN7SL,1.2203937177886468,0.282000005245209,0.08,0,0.8102573084223395,1.0633524798514395
RN7SL258P,Pseudogene,RN7SL,1.1346532360773416,-0.0940000005066395,1.26,0,-0.2467225023800193,-0.20228368896468568
RN7SL259P,Pseudogene,RN7SL,1.139504137223756,-0.104000002145767,0,0,-0.13995055935654452,0.041211016693266767
RN7SL25P,Pseudogene,RN7SL,1.416089988510968,0.28099998831749,1.91,0,3.249003361993275,4.674363479714415
RN7SL260P,Pseudogene,RN7SL,1.2932977614863317,0.282000005245209,0.44,0,0.6064559857866376,0.4400515283554293
RN7SL261P,Pseudogene,RN7SL,0.8868327507334846,-0.187000006437302,0,0,0.09530187315884371,0.4509174995168524
RN7SL262P,Pseudogene,RN7SL,0.8860786412515684,0.204999998211861,0.71,0,0.8908751051041737,1.5441759069928964
RN7SL263P,Pseudogene,RN7SL,1.5929860703548886,0.471999987959862,0.46,0,1.029723880947107,1.1913698557663464
RN7SL265P,Pseudogene,RN7SL,1.2041218015514648,0.305000007152557,0.51,0,0.2867797493415782,0.8018165102253876
RN7SL267P,Pseudogene,RN7SL,0.6787158695747646,0.30799999833107,0.07,0,0.39506800270186065,0.5350456397902713
RN7SL268P,Pseudogene,RN7SL,1.0839893605861468,0.202000007033348,1.66,0,0.12393832281926351,0.34956052997939396
RN7SL269P,Pseudogene,RN7SL,0.7174622335852044,0.44200000166893,1.06,0,1.129935372067168,1.502242488848972
RN7SL26P,Pseudogene,RN7SL,1.0522111708621231,0.160999998450279,0.14,0,2.0172577249240593,3.016458484938934
RN7SL270P,Pseudogene,RN7SL,1.100124969252125,0.20100000500679,0.42,0,-0.33543562625326756,-0.42069508308737613
RN7SL271P,Pseudogene,RN7SL,0.8477519854469243,0.0949999988079071,0.13,0,0.18566616814429887,0.6140175907328609
RN7SL272P,Pseudogene,RN7SL,1.201878295400051,0.146999999880791,0.38,0,1.3598882463231505,1.4752009530410886
RN7SL273P,Pseudogene,RN7SL,1.312700317487608,0.30799999833107,2.77,0,-0.16027001180290398,-0.14385504189451329
RN7SL274P,Pseudogene,RN7SL,1.4174652146374354,0.163000002503395,0.78,0,3.56026759019217,6.435299103909566
RN7SL277P,Pseudogene,RN7SL,0.8924780981050519,0.305000007152557,1.82,0,-0.3342260724768935,-0.17637918245242123
RN7SL278P,Pseudogene,RN7SL,1.1851900528524355,0.305000007152557,0.1,0,0.8442913492194914,1.3437502756104027
RN7SL279P,Pseudogene,RN7SL,1.4064938432260812,-0.113500002771616,0.07,0,3.4275858241906727,5.37661457905298
RN7SL280P,Pseudogene,RN7SL,1.073385820693914,0.194999992847443,9.18,0,1.579740356639657,2.266121595720001
RN7SL282P,Pseudogene,RN7SL,1.4969657206545015,0.305000007152557,0.26,0,0.9756411115141368,1.1273863386958303
RN7SL283P,Pseudogene,RN7SL,0.7909787157944694,0.214000001549721,0,0,-0.41482356577984014,-0.2800403426767317
RN7SL284P,Pseudogene,RN7SL,1.0483438062458557,0.303000003099442,1.68,0,0.41397971203786477,1.0094822834273574
RN7SL285P,Pseudogene,RN7SL,1.3683202290357552,0.30799999833107,1.37,0,0.1634735438542764,0.31745324765664584
RN7SL286P,Pseudogene,RN7SL,0.9548943707783226,-0.034000001847744,0.29,0,-0.5986565240274667,-0.8496794510889666
RN7SL28P,Pseudogene,RN7SL,1.0606777614337566,0.44200000166893,0,0,0.37394828147176506,0.6048717331697517
RN7SL290P,Pseudogene,RN7SL,0.6715294662498553,0.277999997138977,0.02,0,0.8517159869354554,1.790263487910314
RN7SL291P,Pseudogene,RN7SL,0.6850706283780292,-0.150999993085861,0.1,0,-0.3541948309511908,-0.11221695217363276
RN7SL292P,Pseudogene,RN7SL,1.331916104954989,0.319999992847443,0,0,-0.12076199156879414,-0.11866053353668193
RN7SL294P,Pseudogene,RN7SL,1.4011456426136666,0.293000012636185,0,0,0.01621122448514839,-0.029210578763607335
RN7SL296P,Pseudogene,RN7SL,1.1849153308295222,0.279000014066696,15,0,0.13607541610865592,0.4844071746467016
RN7SL297P,Pseudogene,RN7SL,0.7468463523668509,0.189999997615814,1.75,0,-0.39257700191357475,-0.1678941611109025
RN7SL299P,Pseudogene,RN7SL,0.8063315635389272,0.30799999833107,0,0,0.2951030606227246,0.7424067162542245
RN7SL300P,Pseudogene,RN7SL,1.288882189614231,0.291999995708466,6.17,0,0.9761647515103111,1.068732544529752
RN7SL301P,Pseudogene,RN7SL,1.5968445419387325,0.209999993443489,6.21,0,0.13129206433629464,0.38248421518422665
RN7SL302P,Pseudogene,RN7SL,1.227277990042839,0.30799999833107,0,0,-0.26919496035079127,-0.4983833047641982
RN7SL303P,Pseudogene,RN7SL,1.3423208866513798,0.301999986171722,0.12,0,0.8466006193974313,1.4397484486406402
RN7SL304P,Pseudogene,RN7SL,0.9693288205691576,0.266999989748001,0.37,0,1.196467864784067,2.0735687183517513
RN7SL305P,Pseudogene,RN7SL,1.1990126069377094,0.211999997496605,0,0,0.37365139996461305,0.6266875308981168
RN7SL306P,Pseudogene,RN7SL,1.3377392675760165,-0.0139999999664724,0.66,0,-0.4656134980732586,-0.6334724143591013
RN7SL307P,Pseudogene,RN7SL,1.2834023113015938,0.214000001549721,0,0,0.03776272959945387,0.02985590085945733
RN7SL308P,Pseudogene,RN7SL,1.1811995139539426,0.305000007152557,4.14,0,-0.009027340321334416,0.0520243867608368
RN7SL309P,Pseudogene,RN7SL,1.117326577555824,-0.214500002563,0,0,-0.4614413905003103,-0.4367674497628075
RN7SL30P,Pseudogene,RN7SL,1.4983416082653973,0.305000007152557,3.57,0,1.1580410942614663,1.237546899673819
RN7SL310P,Pseudogene,RN7SL,1.1866516522270114,0.197999998927116,0.24,0,1.3185152793217065,1.4458256424488403
RN7SL311P,Pseudogene,RN7SL,0.5448514939146899,0.270000010728836,0.24,0,0.3798807440573677,1.127713657279979
RN7SL313P,Pseudogene,RN7SL,0.735691405194705,0.184000000357628,0.18,0,0.4922052956024607,1.0684838874306068
RN7SL314P,Pseudogene,RN7SL,1.2014255330284964,-0.175499998033047,0.19,0,-0.6249312492382074,-0.7837955364541165
RN7SL316P,Pseudogene,RN7SL,1.2259158613080523,0.277999997138977,0.59,0,-0.14296493073266578,-0.21745329832448546
RN7SL319P,Pseudogene,RN7SL,1.4616689115596009,-0.0659999996423721,0,0,-0.4991977163757311,-0.7629511435236377
RN7SL320P,Pseudogene,RN7SL,1.1185616474646918,-0.0949999988079071,0.39,0,0.5199265459593422,0.8465251812020856
RN7SL321P,Pseudogene,RN7SL,0.6273081163215116,-0.118000000715256,5.77,0,0.5945267665862362,1.3700147443967339
RN7SL322P,Pseudogene,RN7SL,1.3359339514254416,0.307000011205673,0.1,0,0.5152239668080972,1.0393035074261063
RN7SL323P,Pseudogene,RN7SL,1.0596899818086554,0.214000001549721,0.06,0,1.2272756754424863,1.4784932146086833
RN7SL325P,Pseudogene,RN7SL,0.8591518698213088,-0.181999996304512,0,0,-0.2834910721606443,-0.045027665306758266
RN7SL326P,Pseudogene,RN7SL,1.1617209428949618,0.217999994754791,2.82,0,1.2563986305697643,1.9571675821949686
RN7SL327P,Pseudogene,RN7SL,0.98128242710084,-0.0829999968409538,1.36,0,-0.8698750225663121,-1.1075136206771523
RN7SL328P,Pseudogene,RN7SL,1.2851684612712748,0.303000003099442,2.63,0,1.0908457982051272,1.549015279152861
RN7SL329P,Pseudogene,RN7SL,1.312700317487608,0.30799999833107,6.33,0,-0.017976836825569647,4.242083510995418e-4
RN7SL32P,Pseudogene,RN7SL,1.1742906975163134,0.252000004053116,0.76,0,4.103952591443128,6.859447648366318
RN7SL330P,Pseudogene,RN7SL,1.3463777347590606,0.174999997019768,0.1,0,-0.19818760712032382,-0.31100273173971593
RN7SL332P,Pseudogene,RN7SL,1.1623677293898529,0.226999998092651,0.07,0,0.02120249746439501,0.16312962169525053
RN7SL333P,Pseudogene,RN7SL,0.760177905019864,-0.0390000008046627,2.14,0,-0.31259633637564727,-0.030770499161514142
RN7SL334P,Pseudogene,RN7SL,0.9212677141729568,0.305000007152557,2.73,0,1.1939605975143661,1.9834932159907763
RN7SL335P,Pseudogene,RN7SL,1.371090108041901,-0.126500003039837,0,0,-0.18311792327411186,-0.2993291865289193
RN7SL336P,Pseudogene,RN7SL,1.2045896033391692,-0.0010000000474974,1.37,0,-0.21545692778670592,-0.24047714729064873
RN7SL337P,Pseudogene,RN7SL,1.5809291478330307,0.293000012636185,1.08,0,0.7293503347876331,1.3044645603796292
RN7SL338P,Pseudogene,RN7SL,1.2091798085939491,0.30799999833107,0.33,0,-0.11675298768938247,0.11322309151693406
RN7SL339P,Pseudogene,RN7SL,1.5254921472358085,0.0850000008940697,0,0,3.9216510853095214,7.287691449298783
RN7SL33P,Pseudogene,RN7SL,1.208590539681379,0.27700001001358,0.11,0,1.8109848053482984,2.497802005822338
RN7SL340P,Pseudogene,RN7SL,1.3729429325122275,0.305000007152557,0,0,0.4530057621278607,0.729721422103496
RN7SL341P,Pseudogene,RN7SL,1.2122031559242932,0.30799999833107,0.19,0,1.128833675333571,1.7533035656149054
RN7SL342P,Pseudogene,RN7SL,1.4059114441191551,0.284000009298325,0,0,0.560806429602203,0.8586051757136068
RN7SL343P,Pseudogene,RN7SL,1.3441235848441415,0.287000000476837,0.06,0,0.396354474389425,0.7257990128124016
RN7SL344P,Pseudogene,RN7SL,0.6688696337880082,-0.0850000008940697,2.38,0,0.9387914563445479,1.2573478984404303
RN7SL346P,Pseudogene,RN7SL,1.1814381883354246,-0.144499994814396,0.88,0,-0.2698346483590617,-0.10667366525617968
RN7SL34P,Pseudogene,RN7SL,1.2478612687018384,0.204999998211861,0.64,0,0.3642503000713227,0.8450349053448908
RN7SL350P,Pseudogene,RN7SL,1.1732985138606051,0.305000007152557,0,0,-0.11469362712593822,-0.11973201544543628
RN7SL351P,Pseudogene,RN7SL,0.9103743459310468,0.196999996900558,1.58,0,-0.019199045076662032,0.32034486712713794
RN7SL352P,Pseudogene,RN7SL,1.178708511654794,0.305000007152557,0,0,-0.3703929711109159,-0.48929023389773546
RN7SL353P,Pseudogene,RN7SL,1.3507776619968357,0.224000006914139,0.42,0,3.563578314394307,6.915564924349796
RN7SL354P,Pseudogene,RN7SL,1.3232107709356753,0.413499996066093,0.7,0,1.2198035117479573,1.6445220169525234
RN7SL356P,Pseudogene,RN7SL,1.358558639312485,0.219999998807907,6.42,0,3.4714169783898194,6.018962242849414
RN7SL357P,Pseudogene,RN7SL,1.1539241580433175,0.30799999833107,0,0,0.5048701138209579,1.2007153921409952
RN7SL35P,Pseudogene,RN7SL,1.1300537191852196,-0.161499999463558,0,0,0.5676133537076753,0.7490632422254281
RN7SL361P,Pseudogene,RN7SL,1.3287611516862443,0.30799999833107,0.1,0,0.7495522534844986,0.7944505421483886
RN7SL362P,Pseudogene,RN7SL,1.4570186017044515,0.30799999833107,6.98,0,-0.24788585170470784,-0.5725139590555666
RN7SL363P,Pseudogene,RN7SL,1.030577619671055,0.282999992370605,0.58,0,1.2837660362892165,2.324362123460212
RN7SL364P,Pseudogene,RN7SL,1.1620660768649245,0.203999996185303,5.38,0,0.9172937636003855,1.8234577110802097
RN7SL366P,Pseudogene,RN7SL,1.320378556100625,-0.105000000447035,0.38,0,0.09764560302311981,0.36774856542359724
RN7SL369P,Pseudogene,RN7SL,1.1616816968916883,0.284000009298325,0.19,0,0.18738861448708924,0.20358072211910497
