gene_name,expected_promoter,contains_type1_promoter,contains_type2_promoter,contains_type3_promoter,gene_group
RNU6-610P,Type 3,False,False,True,RNU6
RNU6-611P,Type 3,True,True,True,RNU6
RNU6-612P,Type 3,False,True,True,RNU6
RNU6-613P,Type 3,False,False,True,RNU6
RNU6-614P,Type 3,False,False,False,RNU6
RNU6-615P,Type 3,False,True,True,RNU6
RNU6-616P,Type 3,False,False,True,RNU6
RNU6-617P,Type 3,False,False,True,RNU6
RNU6-618P,Type 3,False,True,True,RNU6
RNU6-619P,Type 3,False,False,True,RNU6
RNU6-61P,Type 3,False,True,True,RNU6
RNU6-620P,Type 3,False,False,True,RNU6
RNU6-621P,Type 3,False,False,True,RNU6
RNU6-622P,Type 3,False,False,True,RNU6
RNU6-623P,Type 3,False,True,True,RNU6
RNU6-624P,Type 3,False,False,True,RNU6
RNU6-625P,Type 3,False,True,True,RNU6
RNU6-626P,Type 3,False,False,True,RNU6
RNU6-627P,Type 3,False,False,True,RNU6
RNU6-628P,Type 3,False,False,True,RNU6
RNU6-629P,Type 3,False,False,True,RNU6
RNU6-62P,Type 3,False,False,True,RNU6
RNU6-630P,Type 3,False,False,True,RNU6
RNU6-631P,Type 3,False,False,True,RNU6
RNU6-632P,Type 3,False,False,True,RNU6
RNU6-633P,Type 3,True,True,True,RNU6
RNU6-634P,Type 3,False,False,True,RNU6
RNU6-635P,Type 3,False,False,True,RNU6
RNU6-636P,Type 3,False,False,True,RNU6
RNU6-637P,Type 3,False,False,True,RNU6
RNU6-638P,Type 3,False,False,True,RNU6
RNU6-639P,Type 3,False,False,True,RNU6
RNU6-63P,Type 3,False,False,True,RNU6
RNU6-640P,Type 3,False,True,True,RNU6
RNU6-641P,Type 3,False,False,True,RNU6
RNU6-642P,Type 3,True,True,True,RNU6
RNU6-643P,Type 3,False,False,True,RNU6
RNU6-644P,Type 3,False,True,True,RNU6
RNU6-645P,Type 3,False,True,True,RNU6
RNU6-646P,Type 3,False,False,True,RNU6
RNU6-647P,Type 3,False,False,True,RNU6
RNU6-648P,Type 3,False,False,True,RNU6
RNU6-649P,Type 3,False,False,True,RNU6
RNU6-64P,Type 3,False,False,True,RNU6
RNU6-650P,Type 3,False,False,True,RNU6
RNU6-651P,Type 3,False,False,True,RNU6
RNU6-652P,Type 3,False,False,True,RNU6
RNU6-653P,Type 3,False,False,True,RNU6
RNU6-654P,Type 3,False,False,True,RNU6
RNU6-655P,Type 3,False,False,True,RNU6
RNU6-656P,Type 3,False,False,True,RNU6
RNU6-657P,Type 3,True,True,True,RNU6
RNU6-658P,Type 3,False,False,True,RNU6
RNU6-659P,Type 3,False,False,True,RNU6
RNU6-65P,Type 3,True,True,True,RNU6
RNU6-660P,Type 3,True,True,True,RNU6
RNU6-661P,Type 3,False,False,True,RNU6
RNU6-662P,Type 3,False,False,True,RNU6
RNU6-663P,Type 3,False,False,True,RNU6
RNU6-664P,Type 3,False,False,True,RNU6
RNU6-665P,Type 3,False,False,True,RNU6
RNU6-666P,Type 3,False,False,False,RNU6
RNU6-667P,Type 3,False,False,True,RNU6
RNU6-668P,Type 3,False,True,True,RNU6
RNU6-669P,Type 3,False,False,True,RNU6
RNU6-66P,Type 3,False,False,True,RNU6
RNU6-670P,Type 3,False,False,True,RNU6
RNU6-672P,Type 3,False,False,True,RNU6
RNU6-673P,Type 3,False,False,True,RNU6
RNU6-674P,Type 3,False,False,True,RNU6
RNU6-675P,Type 3,False,False,True,RNU6
RNU6-677P,Type 3,False,False,False,RNU6
RNU6-678P,Type 3,False,True,True,RNU6
RNU6-679P,Type 3,False,False,True,RNU6
RNU6-67P,Type 3,False,False,True,RNU6
RNU6-680P,Type 3,False,False,True,RNU6
RNU6-681P,Type 3,False,False,True,RNU6
RNU6-682P,Type 3,False,True,True,RNU6
RNU6-684P,Type 3,False,False,True,RNU6
RNU6-685P,Type 3,False,False,True,RNU6
RNU6-686P,Type 3,False,True,True,RNU6
RNU6-687P,Type 3,False,False,True,RNU6
RNU6-689P,Type 3,True,True,True,RNU6
RNU6-68P,Type 3,False,False,True,RNU6
RNU6-690P,Type 3,False,False,True,RNU6
RNU6-692P,Type 3,False,False,True,RNU6
RNU6-693P,Type 3,False,False,False,RNU6
RNU6-694P,Type 3,False,False,True,RNU6
RNU6-695P,Type 3,False,False,True,RNU6
RNU6-696P,Type 3,False,False,True,RNU6
RNU6-697P,Type 3,False,False,True,RNU6
RNU6-698P,Type 3,False,True,True,RNU6
RNU6-699P,Type 3,False,False,False,RNU6
RNU6-69P,Type 3,False,False,True,RNU6
RNU6-6P,Type 3,False,False,True,RNU6
RNU6-7,Type 3,True,True,True,RNU6
RNU6-700P,Type 3,False,False,True,RNU6
RNU6-701P,Type 3,False,True,True,RNU6
RNU6-702P,Type 3,False,False,True,RNU6
RNU6-703P,Type 3,False,True,True,RNU6
RNU6-704P,Type 3,False,False,True,RNU6
RNU6-705P,Type 3,False,False,True,RNU6
RNU6-706P,Type 3,False,False,True,RNU6
RNU6-707P,Type 3,False,False,True,RNU6
RNU6-708P,Type 3,False,False,True,RNU6
RNU6-709P,Type 3,False,False,False,RNU6
RNU6-70P,Type 3,False,False,True,RNU6
RNU6-710P,Type 3,False,False,True,RNU6
RNU6-711P,Type 3,False,False,True,RNU6
RNU6-712P,Type 3,False,False,True,RNU6
RNU6-713P,Type 3,False,False,True,RNU6
RNU6-714P,Type 3,False,False,True,RNU6
RNU6-715P,Type 3,True,True,True,RNU6
RNU6-716P,Type 3,False,True,True,RNU6
RNU6-717P,Type 3,True,True,True,RNU6
RNU6-718P,Type 3,False,False,False,RNU6
RNU6-719P,Type 3,False,False,True,RNU6
RNU6-71P,Type 3,False,False,True,RNU6
RNU6-720P,Type 3,False,False,True,RNU6
RNU6-721P,Type 3,False,False,False,RNU6
RNU6-722P,Type 3,False,False,True,RNU6
RNU6-723P,Type 3,False,False,True,RNU6
RNU6-724P,Type 3,False,False,True,RNU6
RNU6-725P,Type 3,False,False,True,RNU6
RNU6-726P,Type 3,False,False,True,RNU6
RNU6-727P,Type 3,False,False,True,RNU6
RNU6-728P,Type 3,True,True,True,RNU6
RNU6-729P,Type 3,False,False,True,RNU6
RNU6-72P,Type 3,False,False,True,RNU6
RNU6-730P,Type 3,False,False,True,RNU6
RNU6-731P,Type 3,False,True,True,RNU6
RNU6-732P,Type 3,False,False,True,RNU6
RNU6-733P,Type 3,False,False,True,RNU6
RNU6-735P,Type 3,False,True,True,RNU6
RNU6-737P,Type 3,True,True,True,RNU6
RNU6-738P,Type 3,False,False,True,RNU6
RNU6-739P,Type 3,False,False,True,RNU6
RNU6-73P,Type 3,False,False,True,RNU6
RNU6-740P,Type 3,False,False,True,RNU6
RNU6-741P,Type 3,False,False,True,RNU6
RNU6-742P,Type 3,False,False,True,RNU6
RNU6-743P,Type 3,False,False,True,RNU6
RNU6-744P,Type 3,False,False,True,RNU6
RNU6-745P,Type 3,False,False,True,RNU6
RNU6-746P,Type 3,False,False,True,RNU6
RNU6-747P,Type 3,False,False,True,RNU6
RNU6-748P,Type 3,False,False,True,RNU6
RNU6-749P,Type 3,False,False,True,RNU6
RNU6-74P,Type 3,False,False,True,RNU6
RNU6-750P,Type 3,False,False,True,RNU6
RNU6-751P,Type 3,True,True,True,RNU6
RNU6-752P,Type 3,True,True,True,RNU6
RNU6-753P,Type 3,False,False,True,RNU6
RNU6-754P,Type 3,False,False,True,RNU6
RNU6-755P,Type 3,False,False,True,RNU6
RNU6-756P,Type 3,True,True,True,RNU6
RNU6-757P,Type 3,False,False,True,RNU6
RNU6-758P,Type 3,False,True,True,RNU6
RNU6-759P,Type 3,True,True,True,RNU6
RNU6-75P,Type 3,False,False,True,RNU6
RNU6-760P,Type 3,False,True,True,RNU6
RNU6-761P,Type 3,False,True,True,RNU6
RNU6-762P,Type 3,False,False,True,RNU6
RNU6-763P,Type 3,False,False,True,RNU6
RNU6-764P,Type 3,False,False,True,RNU6
RNU6-765P,Type 3,False,False,False,RNU6
RNU6-766P,Type 3,False,False,True,RNU6
RNU6-767P,Type 3,False,False,True,RNU6
RNU6-768P,Type 3,False,False,True,RNU6
RNU6-769P,Type 3,False,False,True,RNU6
RNU6-76P,Type 3,False,False,True,RNU6
RNU6-770P,Type 3,False,False,True,RNU6
RNU6-771P,Type 3,False,True,True,RNU6
RNU6-772P,Type 3,False,False,True,RNU6
RNU6-774P,Type 3,False,False,True,RNU6
RNU6-775P,Type 3,True,True,True,RNU6
RNU6-776P,Type 3,True,True,True,RNU6
RNU6-777P,Type 3,False,False,True,RNU6
RNU6-778P,Type 3,False,True,True,RNU6
RNU6-77P,Type 3,False,False,True,RNU6
RNU6-780P,Type 3,False,False,True,RNU6
RNU6-781P,Type 3,False,True,True,RNU6
RNU6-782P,Type 3,False,False,True,RNU6
RNU6-783P,Type 3,True,True,True,RNU6
RNU6-784P,Type 3,False,True,True,RNU6
RNU6-785P,Type 3,False,False,True,RNU6
RNU6-786P,Type 3,False,False,False,RNU6
RNU6-787P,Type 3,False,False,True,RNU6
RNU6-788P,Type 3,False,True,True,RNU6
RNU6-789P,Type 3,False,False,True,RNU6
RNU6-78P,Type 3,True,True,True,RNU6
RNU6-790P,Type 3,True,True,True,RNU6
RNU6-791P,Type 3,False,False,True,RNU6
RNU6-792P,Type 3,False,False,True,RNU6
RNU6-793P,Type 3,False,False,True,RNU6
RNU6-794P,Type 3,True,True,True,RNU6
RNU6-795P,Type 3,False,False,True,RNU6
RNU6-796P,Type 3,False,False,True,RNU6
RNU6-797P,Type 3,False,False,True,RNU6
RNU6-798P,Type 3,False,False,True,RNU6
RNU6-799P,Type 3,False,False,True,RNU6
RNU6-79P,Type 3,False,False,True,RNU6
RNU6-8,Type 3,True,True,True,RNU6
RNU6-800P,Type 3,False,False,True,RNU6
RNU6-801P,Type 3,False,False,True,RNU6
RNU6-803P,Type 3,False,True,True,RNU6
RNU6-804P,Type 3,False,False,True,RNU6
RNU6-805P,Type 3,False,False,True,RNU6
RNU6-806P,Type 3,False,False,True,RNU6
RNU6-807P,Type 3,True,True,True,RNU6
RNU6-808P,Type 3,False,False,False,RNU6
RNU6-809P,Type 3,False,False,True,RNU6
RNU6-80P,Type 3,False,False,True,RNU6
RNU6-810P,Type 3,False,True,True,RNU6
RNU6-811P,Type 3,False,False,False,RNU6
RNU6-812P,Type 3,False,False,True,RNU6
RNU6-813P,Type 3,False,False,True,RNU6
RNU6-815P,Type 3,False,False,True,RNU6
RNU6-816P,Type 3,False,False,True,RNU6
RNU6-817P,Type 3,False,False,True,RNU6
RNU6-818P,Type 3,False,False,True,RNU6
RNU6-819P,Type 3,False,False,True,RNU6
RNU6-81P,Type 3,False,False,True,RNU6
RNU6-820P,Type 3,False,False,True,RNU6
RNU6-821P,Type 3,False,False,True,RNU6
RNU6-822P,Type 3,False,False,True,RNU6
RNU6-823P,Type 3,False,False,True,RNU6
RNU6-824P,Type 3,False,False,True,RNU6
RNU6-826P,Type 3,False,True,True,RNU6
RNU6-827P,Type 3,False,False,True,RNU6
RNU6-828P,Type 3,False,True,True,RNU6
RNU6-829P,Type 3,False,False,True,RNU6
RNU6-82P,Type 3,False,False,True,RNU6
RNU6-830P,Type 3,False,False,True,RNU6
RNU6-831P,Type 3,False,False,True,RNU6
RNU6-832P,Type 3,False,False,True,RNU6
RNU6-833P,Type 3,False,True,True,RNU6
RNU6-834P,Type 3,False,False,True,RNU6
RNU6-835P,Type 3,False,False,True,RNU6
RNU6-836P,Type 3,False,False,True,RNU6
RNU6-837P,Type 3,False,False,False,RNU6
RNU6-838P,Type 3,False,False,True,RNU6
RNU6-839P,Type 3,False,False,True,RNU6
RNU6-83P,Type 3,False,False,True,RNU6
RNU6-840P,Type 3,False,False,True,RNU6
RNU6-841P,Type 3,False,True,True,RNU6
RNU6-842P,Type 3,False,False,True,RNU6
RNU6-843P,Type 3,False,False,True,RNU6
RNU6-844P,Type 3,False,False,True,RNU6
RNU6-845P,Type 3,False,False,True,RNU6
RNU6-847P,Type 3,False,False,True,RNU6
RNU6-848P,Type 3,False,False,True,RNU6
RNU6-849P,Type 3,False,False,True,RNU6
RNU6-84P,Type 3,True,True,True,RNU6
RNU6-850P,Type 3,True,True,True,RNU6
RNU6-851P,Type 3,False,False,True,RNU6
RNU6-853P,Type 3,False,False,True,RNU6
RNU6-854P,Type 3,True,False,True,RNU6
RNU6-855P,Type 3,False,True,True,RNU6
RNU6-856P,Type 3,False,False,True,RNU6
RNU6-857P,Type 3,False,True,True,RNU6
RNU6-858P,Type 3,False,False,True,RNU6
RNU6-859P,Type 3,False,False,True,RNU6
RNU6-85P,Type 3,False,False,True,RNU6
RNU6-860P,Type 3,False,False,True,RNU6
RNU6-861P,Type 3,False,False,False,RNU6
RNU6-862P,Type 3,False,False,True,RNU6
RNU6-863P,Type 3,False,False,True,RNU6
RNU6-864P,Type 3,False,False,True,RNU6
RNU6-865P,Type 3,False,False,True,RNU6
RNU6-866P,Type 3,True,True,True,RNU6
RNU6-867P,Type 3,False,False,True,RNU6
RNU6-869P,Type 3,False,False,True,RNU6
RNU6-86P,Type 3,False,False,True,RNU6
RNU6-871P,Type 3,False,False,True,RNU6
RNU6-873P,Type 3,False,False,True,RNU6
RNU6-874P,Type 3,False,False,True,RNU6
RNU6-875P,Type 3,False,False,True,RNU6
RNU6-876P,Type 3,False,False,True,RNU6
RNU6-877P,Type 3,True,True,True,RNU6
RNU6-878P,Type 3,False,False,True,RNU6
RNU6-879P,Type 3,False,False,True,RNU6
RNU6-87P,Type 3,True,True,True,RNU6
RNU6-880P,Type 3,False,False,True,RNU6
RNU6-881P,Type 3,False,True,True,RNU6
RNU6-882P,Type 3,False,False,True,RNU6
RNU6-883P,Type 3,False,False,True,RNU6
RNU6-884P,Type 3,False,True,True,RNU6
RNU6-885P,Type 3,False,True,True,RNU6
RNU6-886P,Type 3,False,True,True,RNU6
RNU6-887P,Type 3,False,True,True,RNU6
RNU6-888P,Type 3,False,True,True,RNU6
RNU6-889P,Type 3,False,False,False,RNU6
RNU6-88P,Type 3,False,True,True,RNU6
RNU6-890P,Type 3,False,True,True,RNU6
RNU6-891P,Type 3,False,True,True,RNU6
RNU6-892P,Type 3,False,False,True,RNU6
RNU6-893P,Type 3,False,False,True,RNU6
RNU6-894P,Type 3,False,False,False,RNU6
RNU6-895P,Type 3,False,False,True,RNU6
RNU6-896P,Type 3,False,False,True,RNU6
RNU6-897P,Type 3,False,False,True,RNU6
RNU6-898P,Type 3,False,False,True,RNU6
RNU6-899P,Type 3,True,True,True,RNU6
RNU6-89P,Type 3,False,False,True,RNU6
RNU6-9,Type 3,True,True,True,RNU6
RNU6-900P,Type 3,False,False,True,RNU6
RNU6-901P,Type 3,False,False,True,RNU6
RNU6-902P,Type 3,False,False,True,RNU6
RNU6-903P,Type 3,False,False,True,RNU6
RNU6-904P,Type 3,False,False,False,RNU6
RNU6-905P,Type 3,False,False,True,RNU6
RNU6-906P,Type 3,False,False,True,RNU6
RNU6-907P,Type 3,False,False,True,RNU6
RNU6-908P,Type 3,False,True,True,RNU6
RNU6-909P,Type 3,False,False,True,RNU6
RNU6-90P,Type 3,False,False,True,RNU6
RNU6-910P,Type 3,False,True,True,RNU6
RNU6-911P,Type 3,True,True,True,RNU6
RNU6-912P,Type 3,False,False,True,RNU6
RNU6-913P,Type 3,False,False,True,RNU6
RNU6-914P,Type 3,False,False,True,RNU6
RNU6-915P,Type 3,False,False,True,RNU6
RNU6-916P,Type 3,False,False,True,RNU6
RNU6-917P,Type 3,True,True,True,RNU6
RNU6-918P,Type 3,False,True,True,RNU6
RNU6-919P,Type 3,False,True,True,RNU6
RNU6-91P,Type 3,False,False,True,RNU6
RNU6-920P,Type 3,False,False,True,RNU6
RNU6-921P,Type 3,False,False,True,RNU6
RNU6-922P,Type 3,False,False,True,RNU6
RNU6-923P,Type 3,True,True,True,RNU6
RNU6-924P,Type 3,False,False,True,RNU6
RNU6-925P,Type 3,True,True,True,RNU6
RNU6-926P,Type 3,False,True,True,RNU6
RNU6-927P,Type 3,True,True,True,RNU6
RNU6-928P,Type 3,False,False,False,RNU6
RNU6-929P,Type 3,False,False,True,RNU6
RNU6-92P,Type 3,False,False,True,RNU6
RNU6-930P,Type 3,True,True,True,RNU6
RNU6-931P,Type 3,False,False,True,RNU6
RNU6-932P,Type 3,False,False,True,RNU6
RNU6-933P,Type 3,False,True,True,RNU6
RNU6-934P,Type 3,False,False,True,RNU6
RNU6-935P,Type 3,False,False,True,RNU6
RNU6-936P,Type 3,False,False,True,RNU6
RNU6-937P,Type 3,False,False,True,RNU6
RNU6-938P,Type 3,False,True,True,RNU6
RNU6-939P,Type 3,False,False,True,RNU6
RNU6-940P,Type 3,False,False,True,RNU6
RNU6-941P,Type 3,False,False,True,RNU6
RNU6-942P,Type 3,True,True,True,RNU6
RNU6-943P,Type 3,False,False,True,RNU6
RNU6-944P,Type 3,False,False,True,RNU6
RNU6-945P,Type 3,False,False,True,RNU6
RNU6-946P,Type 3,False,False,True,RNU6
RNU6-947P,Type 3,True,True,True,RNU6
RNU6-948P,Type 3,False,False,True,RNU6
RNU6-949P,Type 3,False,True,True,RNU6
RNU6-94P,Type 3,False,False,True,RNU6
RNU6-950P,Type 3,True,True,True,RNU6
RNU6-951P,Type 3,False,False,True,RNU6
RNU6-952P,Type 3,False,False,True,RNU6
RNU6-953P,Type 3,False,True,True,RNU6
RNU6-954P,Type 3,False,False,True,RNU6
RNU6-955P,Type 3,False,False,True,RNU6
RNU6-956P,Type 3,False,False,True,RNU6
RNU6-957P,Type 3,False,False,True,RNU6
RNU6-958P,Type 3,False,False,True,RNU6
RNU6-959P,Type 3,False,False,True,RNU6
RNU6-95P,Type 3,False,False,True,RNU6
RNU6-960P,Type 3,False,False,True,RNU6
RNU6-961P,Type 3,False,True,True,RNU6
RNU6-964P,Type 3,False,False,True,RNU6
RNU6-965P,Type 3,False,False,True,RNU6
RNU6-966P,Type 3,False,False,True,RNU6
RNU6-967P,Type 3,False,False,True,RNU6
RNU6-968P,Type 3,False,True,True,RNU6
RNU6-969P,Type 3,True,True,True,RNU6
RNU6-970P,Type 3,False,False,True,RNU6
RNU6-971P,Type 3,False,True,True,RNU6
RNU6-972P,Type 3,False,False,True,RNU6
RNU6-973P,Type 3,False,True,True,RNU6
RNU6-974P,Type 3,False,False,True,RNU6
RNU6-975P,Type 3,True,True,True,RNU6
RNU6-976P,Type 3,False,True,True,RNU6
RNU6-977P,Type 3,False,False,False,RNU6
RNU6-978P,Type 3,False,False,False,RNU6
RNU6-979P,Type 3,False,True,True,RNU6
RNU6-97P,Type 3,False,False,True,RNU6
RNU6-980P,Type 3,False,True,True,RNU6
RNU6-982P,Type 3,False,True,True,RNU6
RNU6-983P,Type 3,False,False,True,RNU6
RNU6-984P,Type 3,False,False,True,RNU6
RNU6-985P,Type 3,False,True,True,RNU6
RNU6-986P,Type 3,False,False,True,RNU6
RNU6-987P,Type 3,False,False,True,RNU6
RNU6-988P,Type 3,False,False,True,RNU6
RNU6-989P,Type 3,False,False,True,RNU6
RNU6-98P,Type 3,False,False,True,RNU6
RNU6-990P,Type 3,False,False,True,RNU6
RNU6-991P,Type 3,False,False,True,RNU6
RNU6-992P,Type 3,False,False,True,RNU6
RNU6-993P,Type 3,True,True,True,RNU6
RNU6-994P,Type 3,False,False,True,RNU6
RNU6-995P,Type 3,False,False,True,RNU6
RNU6-996P,Type 3,False,False,True,RNU6
RNU6-997P,Type 3,False,False,True,RNU6
RNU6-998P,Type 3,False,False,True,RNU6
RNU6-999P,Type 3,False,False,False,RNU6
RNU6-99P,Type 3,False,False,True,RNU6
RNU4ATAC,None,True,True,True,RNU4ATAC
RNU4ATAC10P,None,False,False,False,RNU4ATAC
RNU4ATAC11P,None,False,False,False,RNU4ATAC
RNU4ATAC12P,None,False,False,False,RNU4ATAC
RNU4ATAC13P,None,False,True,True,RNU4ATAC
RNU4ATAC14P,None,False,True,False,RNU4ATAC
RNU4ATAC15P,None,False,False,False,RNU4ATAC
RNU4ATAC16P,None,False,False,False,RNU4ATAC
RNU4ATAC17P,None,False,False,False,RNU4ATAC
RNU4ATAC18P,None,False,True,True,RNU4ATAC
RNU4ATAC2P,None,False,False,False,RNU4ATAC
RNU4ATAC3P,None,False,False,False,RNU4ATAC
RNU4ATAC4P,None,False,False,False,RNU4ATAC
RNU4ATAC5P,None,True,True,True,RNU4ATAC
RNU4ATAC6P,None,False,False,False,RNU4ATAC
RNU4ATAC7P,None,False,False,False,RNU4ATAC
RNU4ATAC8P,None,False,False,False,RNU4ATAC
RNU4ATAC9P,None,False,False,False,RNU4ATAC
RNU6ATAC,Type 3,True,True,True,RNU6ATAC
RNU6ATAC10P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC11P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC12P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC13P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC14P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC15P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC16P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC17P,Type 3,True,True,True,RNU6ATAC
RNU6ATAC18P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC19P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC20P,Type 3,True,True,True,RNU6ATAC
RNU6ATAC21P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC22P,Type 3,False,True,True,RNU6ATAC
RNU6ATAC23P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC24P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC25P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC26P,Type 3,True,True,True,RNU6ATAC
RNU6ATAC27P,Type 3,False,True,True,RNU6ATAC
RNU6ATAC28P,Type 3,True,True,True,RNU6ATAC
RNU6ATAC29P,Type 3,True,True,True,RNU6ATAC
RNU6ATAC2P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC30P,Type 3,False,True,True,RNU6ATAC
RNU6ATAC31P,Type 3,False,True,False,RNU6ATAC
RNU6ATAC32P,Type 3,False,True,True,RNU6ATAC
RNU6ATAC33P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC34P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC35P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC36P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC37P,Type 3,True,True,True,RNU6ATAC
RNU6ATAC38P,Type 3,False,True,False,RNU6ATAC
RNU6ATAC39P,Type 3,True,True,True,RNU6ATAC
RNU6ATAC3P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC40P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC41P,Type 3,True,True,True,RNU6ATAC
RNU6ATAC42P,Type 3,False,False,True,RNU6ATAC
RNU6ATAC4P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC5P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC6P,Type 3,False,False,False,RNU6ATAC
RNU6ATAC7P,Type 3,False,True,False,RNU6ATAC
RNU6ATAC8P,Type 3,False,True,True,RNU6ATAC
RNU6ATAC9P,Type 3,False,False,False,RNU6ATAC
RNU11,None,False,True,True,RNU11
RNU11-2P,None,False,False,False,RNU11
RNU11-3P,None,False,True,True,RNU11
RNU11-4P,None,False,False,False,RNU11
RNU11-5P,None,False,True,True,RNU11
RNU11-6P,None,False,False,False,RNU11
RNU12,None,False,True,True,RNU12
RNU12-2P,None,False,True,True,RNU12
VTRNA1-1,Type 2,False,True,False,VTRNA
VTRNA1-2,Type 2,False,False,False,VTRNA
VTRNA1-3,Type 2,False,False,False,VTRNA
VTRNA2-1,Type 2,False,False,False,VTRNA
VTRNA2-2P,Type 2,False,True,True,VTRNA
VTRNA3-1P,Type 2,False,False,False,VTRNA
RNY1,Type 3,True,True,True,RNY
RNY1P1,Type 3,False,True,True,RNY
RNY1P10,Type 3,False,True,True,RNY
RNY1P11,Type 3,False,False,True,RNY
RNY1P12,Type 3,False,True,True,RNY
RNY1P13,Type 3,False,False,True,RNY
RNY1P14,Type 3,False,True,True,RNY
RNY1P15,Type 3,False,False,False,RNY
RNY1P16,Type 3,False,False,True,RNY
RNY1P2,Type 3,False,False,True,RNY
RNY1P3,Type 3,False,False,True,RNY
RNY1P4,Type 3,False,False,True,RNY
RNY1P5,Type 3,False,False,True,RNY
RNY1P6,Type 3,False,False,False,RNY
RNY1P7,Type 3,True,True,True,RNY
RNY1P8,Type 3,False,False,True,RNY
RNY1P9,Type 3,False,False,True,RNY
RNY3,Type 3,True,True,True,RNY
RNY3P1,Type 3,True,True,True,RNY
RNY3P10,Type 3,False,False,True,RNY
RNY3P11,Type 3,False,False,True,RNY
RNY3P12,Type 3,False,False,True,RNY
RNY3P13,Type 3,False,True,True,RNY
RNY3P14,Type 3,True,True,True,RNY
RNY3P15,Type 3,False,False,True,RNY
RNY3P16,Type 3,False,True,True,RNY
RNY3P2,Type 3,False,False,True,RNY
RNY3P3,Type 3,False,False,True,RNY
RNY3P4,Type 3,False,False,True,RNY
RNY3P5,Type 3,False,False,True,RNY
RNY3P6,Type 3,False,True,True,RNY
RNY3P7,Type 3,False,False,True,RNY
RNY3P8,Type 3,False,False,True,RNY
RNY3P9,Type 3,False,False,True,RNY
RNY4,Type 3,True,True,True,RNY
RNY4P1,Type 3,False,True,True,RNY
RNY4P10,Type 3,False,False,True,RNY
RNY4P11,Type 3,False,False,True,RNY
RNY4P13,Type 3,False,True,True,RNY
RNY4P14,Type 3,False,False,True,RNY
RNY4P15,Type 3,False,False,False,RNY
RNY4P16,Type 3,False,True,True,RNY
RNY4P17,Type 3,False,True,True,RNY
RNY4P18,Type 3,False,True,True,RNY
RNY4P19,Type 3,False,False,False,RNY
RNY4P2,Type 3,True,True,True,RNY
RNY4P20,Type 3,False,True,True,RNY
RNY4P21,Type 3,True,True,True,RNY
RNY4P22,Type 3,False,False,False,RNY
RNY4P23,Type 3,False,False,False,RNY
RNY4P24,Type 3,False,False,True,RNY
RNY4P25,Type 3,False,False,True,RNY
RNY4P26,Type 3,False,False,True,RNY
RNY4P27,Type 3,False,False,True,RNY
RNY4P28,Type 3,False,False,True,RNY
RNY4P29,Type 3,False,True,True,RNY
RNY4P3,Type 3,True,True,True,RNY
RNY4P30,Type 3,False,True,True,RNY
RNY4P31,Type 3,False,False,True,RNY
RNY4P34,Type 3,False,True,True,RNY
RNY4P36,Type 3,True,True,True,RNY
RNY4P37,Type 3,False,True,True,RNY
RNY4P4,Type 3,False,True,True,RNY
RNY4P5,Type 3,False,False,False,RNY
RNY4P6,Type 3,False,True,True,RNY
RNY4P7,Type 3,False,True,True,RNY
RNY4P8,Type 3,False,False,True,RNY
RNY4P9,Type 3,False,True,True,RNY
RNY5,Type 3,False,True,True,RNY
RNY5P1,Type 3,False,True,True,RNY
RNY5P10,Type 3,False,True,True,RNY
RNY5P2,Type 3,False,False,False,RNY
RNY5P3,Type 3,False,False,False,RNY
RNY5P4,Type 3,False,False,False,RNY
RNY5P5,Type 3,False,False,False,RNY
RNY5P6,Type 3,False,False,False,RNY
RNY5P7,Type 3,False,False,True,RNY
RNY5P8,Type 3,False,True,True,RNY
RNY5P9,Type 3,False,True,True,RNY
MT-TA,None,False,False,False,TRNA
MT-TC,None,False,False,False,TRNA
MT-TD,None,False,False,False,TRNA
MT-TE,None,False,False,False,TRNA
MT-TF,None,False,False,False,TRNA
MT-TG,None,False,False,False,TRNA
MT-TH,None,False,False,False,TRNA
MT-TI,None,False,False,False,TRNA
MT-TK,None,False,False,False,TRNA
MT-TL1,None,False,False,False,TRNA
MT-TL2,None,False,False,False,TRNA
MT-TM,None,False,False,False,TRNA
