"Gene","PhastCons30_median","PhyloP100_median","PhyloP447_median","GTEX_max","ENCODE_max","Gene_Type","Gene_group","PC1","PC2","PC3","PC4","PC5"
"RNU6-672P",0.00499999988824129,-0.0700000002980232,0.0320000015199184,1,0,"Pseudogene","RNU6",0.677571666785543,-0.0210034625668338,0.0365689762867279,-0.0537824895366968,0.235027999139016
"RNU6-673P",0.0279999999329448,0.284000009298325,-0.0295000001788139,0,0,"Pseudogene","RNU6",0.303858916191172,0.170265262628537,0.0335126809691833,0.277623356797218,-0.17780673847351
"RNU6-674P",0.00300000002607703,0.0405000001192093,-0.0520000010728836,2,0,"Pseudogene","RNU6",0.66866412538944,0.0904264298264616,0.0386713637945621,0.0757373622292817,0.0376870074241248
"RNU6-675P",0.00700000021606683,0.0919999983161688,0.00600000005215406,1,0,"Pseudogene","RNU6",0.535215912919135,0.0808270486092316,0.0362801531571487,0.132080960752325,0.0752536933202636
"RNU6-677P",0.0109999999403954,0.00700000021606683,0.287999987602234,2,0,"Pseudogene","RNU6",0.283900085080757,-0.126265461928537,0.0283539796556827,0.0571480605546423,0.543226544191944
"RNU6-678P",0.00700000021606683,0.30799999833107,0.00999999977648258,21,0,"Pseudogene","RNU6",0.310176069021351,0.203889882467765,0.0354474090743272,0.395080297935371,-0.0712368984819847
"RNU6-679P",0.0280000008642673,0.214000001549721,0.45100000500679,0,0,"Pseudogene","RNU6",-0.175555876441298,-0.12835956548934,0.0205767711052961,0.268620047937081,0.587119398594157
"RNU6-67P",0.187999993562698,0.214000001549721,0.368000000715256,0,0,"Pseudogene","RNU6",-0.664809114870269,-0.37225725608624,0.00103724044201147,-0.380773703048355,-0.0232287701469746
"RNU6-680P",0.00600000005215406,-0.125,0.00600000005215406,4,0,"Pseudogene","RNU6",0.759582335164128,-0.0393236326039759,0.0374367850004582,-0.129344459143193,0.232453359864041
"RNU6-681P",0.171499997377396,0.00100000016391277,0.387999998405576,2,0,"Pseudogene","RNU6",-0.410788804049424,-0.473139067754454,0.00372606171681784,-0.57241740290506,0.208017500632438
"RNU6-682P",0.0479999985545874,0.287000000476837,0.0135000003501773,1,0,"Pseudogene","RNU6",0.178449694254004,0.11285345841154,0.0295972790403312,0.208537507129144,-0.176735595414695
"RNU6-684P",0.26350000500679,0.214000001549721,0.458999991416931,1,0,"Pseudogene","RNU6",-1.04487614551736,-0.557375558080478,-0.0117603245703461,-0.666552785034952,-0.117437422883663
"RNU6-685P",0.728999972343445,0.103000000119209,0.200000002980232,0,0,"Pseudogene","RNU6",-2.33523397239511,-1.32032062646883,-0.0676353368354214,-2.69423165903035,-1.84050684885156
"RNU6-686P",0.112999998033047,0.214000001549721,-0.0949999988079071,4,0,"Pseudogene","RNU6",0.139572315776309,0.0134031497683853,0.0240904702961405,-0.156629640886295,-0.484057807121284
"RNU6-687P",0.0199999995529652,0.31700000166893,0.0120000001043081,1,0,"Pseudogene","RNU6",0.251906224862393,0.181106662176539,0.0333229287867612,0.356287649445189,-0.115072382329234
"RNU6-689P",0.0260000005364418,0.305000007152557,0.462000012397766,31,0,"Pseudogene","RNU6",-0.274479648767577,-0.0741701640199959,0.020529712688227,0.387072853104778,0.54633795015464
"RNU6-68P",0.0130000002682209,0.268999993801117,-0.028999999165535,1,0,"Pseudogene","RNU6",0.373301178843354,0.18875920211684,0.0356259633008675,0.318935896997529,-0.120734388347652
"RNU6-690P",0.212999999523163,0.282999992370605,0.811999976634979,0,0,"Pseudogene","RNU6",-1.33514583255573,-0.617862730493189,-0.0149316976394059,-0.325140961627413,0.512641294565051
"RNU6-692P",0.0270000007003546,-0.18299999833107,0.0410000011324883,0,0,"Pseudogene","RNU6",0.701925630274823,-0.129480441940524,0.0338178818507889,-0.277824869724875,0.261653499282129
"RNU6-693P",0.00300000002607703,0.801999986171722,0.068000003695488,1,0,"Pseudogene","RNU6",-0.243702017988056,0.455265093682551,0.0319030145319404,1.02544939519061,-0.324244542581066
"RNU6-694P",0.197999998927116,0.214000001549721,0.46000000834465,4,0,"Pseudogene","RNU6",-0.806894762488064,-0.439246036225101,-0.00281350798859866,-0.406196950361002,0.0834656551702381
"RNU6-695P",0.0325000006705523,0.305000007152557,0.254500003531575,2,0,"Pseudogene","RNU6",-0.0594707175532841,0.0211750049854358,0.024996217547963,0.330469293667437,0.216426849649277
"RNU6-696P",0.0189999993890524,-0.13400000333786,0.12899999320507,5,0,"Pseudogene","RNU6",0.580271519017701,-0.134020615606429,0.0323242130076399,-0.172518852032992,0.382422225846669
"RNU6-697P",0.195999994874001,-0.230000004172325,0.451999992132187,1,0,"Pseudogene","RNU6",-0.33852114492261,-0.682374697577233,-0.000349096830703416,-0.941830453227702,0.392662367498824
"RNU6-698P",0.0270000007003546,0.203999996185303,1.57299995422363,1,0,"Pseudogene","RNU6",-1.44755374767544,-0.737102734972007,-0.0101746725876804,0.439008740871492,2.26743764319128
"RNU6-699P",0.00700000021606684,0.221000000834465,0.159000001847744,0,0,"Pseudogene","RNU6",0.22864671227789,0.070946309875717,0.0314637699810756,0.314162018595144,0.211391604226651
"RNU6-7",1,2.88700008392334,2.30100011825562,5,0.56,"Functional","RNU6",-8.56580701375482,-1.37040023730222,-0.175095193131657,-0.0355747265402547,-1.51347841105214
"RNU6-700P",0.126000002026558,-0.259999990463257,-0.0500000007450581,0,0,"Pseudogene","RNU6",0.522984280139239,-0.302464634694275,0.0231696447705613,-0.780042305549406,-0.120355965003154
"RNU6-701P",0.111000001430511,0.296999990940094,0.046000000089407,4,0,"Pseudogene","RNU6",-0.0991651575449213,-0.0121895867376299,0.0200988240216777,-0.0247967856618246,-0.327002952340814
"RNU6-702P",0.00300000002607703,-0.36599999666214,0.0040000001899898,8,0,"Pseudogene","RNU6",1.01793406019392,-0.168164365909105,0.039042791431853,-0.412542225467083,0.40983972756777
"RNU6-703P",0.0120000001043081,0.284000009298325,0.00999999977648258,19,0,"Pseudogene","RNU6",0.316402264525948,0.180993003289755,0.0348483627671657,0.346030969847965,-0.0695014136806593
"RNU6-704P",0.0309999994933605,0.30799999833107,-0.0040000001899898,7,0,"Pseudogene","RNU6",0.239026581572018,0.165810134130103,0.032380725758168,0.298530552705321,-0.165706655723035
"RNU6-705P",0.0109999999403954,0.28099998831749,-0.00349999975878745,5,0,"Pseudogene","RNU6",0.339040311659812,0.186053473833873,0.0351922071916332,0.345297094878888,-0.0850350043230215
"RNU6-706P",0.00450000003911554,0.0499999988824129,-0.111000001430511,0,0,"Pseudogene","RNU6",0.721197754766899,0.124565613347689,0.0400255086934678,0.0721423749854487,-0.061530476691548
"RNU6-707P",0.0439999997615814,0.416999995708466,0.0790000036358833,0,0,"Pseudogene","RNU6",-0.0142543161572515,0.157940354078709,0.0277354264900155,0.39380792294223,-0.159384135187959
"RNU6-708P",0.0439999997615814,-0.243000000715256,0.739000022411346,11,0,"Pseudogene","RNU6",-0.0993686846599221,-0.568593758783764,0.0126588022994576,-0.30842799258132,1.29199467261302
"RNU6-709P",0.00300000002607703,-0.0305000012740493,-0.199000000953674,3,0,"Pseudogene","RNU6",0.90933823884138,0.129801213444311,0.0430598039358147,-0.0345145677432205,-0.130688045648584
"RNU6-70P",0.0155000002123415,0.211999997496605,0.379999995231628,4,0,"Pseudogene","RNU6",-0.046634089116812,-0.0679819946058813,0.0243004449984608,0.304252318620512,0.521058748374681
"RNU6-710P",0.0219999998807907,0.214000001549721,0.552999973297119,1,0,"Pseudogene","RNU6",-0.270565251339041,-0.172374811021178,0.0185948392143367,0.308644015242421,0.757248329815657
"RNU6-711P",0.0830000005662441,0.30799999833107,0,3,0,"Pseudogene","RNU6",0.0446545053118168,0.0691732254896238,0.0251250552624429,0.0927272991561637,-0.318136876266119
"RNU6-712P",0.0199999995529652,0.287000000476837,-0.21900000423193,0,0,"Pseudogene","RNU6",0.547188490739095,0.288584390754389,0.0398171420761687,0.282914498260081,-0.437673176080221
"RNU6-713P",0.216999992728233,0.214000001549721,0.460999995470047,0,0,"Pseudogene","RNU6",-0.877302564319055,-0.474729408619643,-0.00548425356007197,-0.481267207319561,0.0269723233687743
"RNU6-714P",0.00600000005215406,0.261000007390976,0.171000003814697,5,0,"Pseudogene","RNU6",0.177679251614794,0.0896837898834509,0.0311519743583155,0.368532632690892,0.204122506065826
"RNU6-715P",0.0370000004768372,0.263999998569489,0.619000017642975,0,0,"Pseudogene","RNU6",-0.451830447505914,-0.206980131718966,0.0144890401938909,0.320691980915013,0.774320548450863
"RNU6-716P",0.0700000002980232,0.277999997138977,0.458000004291534,1,0,"Pseudogene","RNU6",-0.402132473648697,-0.171625152343696,0.014376798805016,0.180865599194211,0.424370608758098
"RNU6-717P",0.0120000001043081,0.266000002622604,-0.153499998152256,1,0,"Pseudogene","RNU6",0.522681083888698,0.256010605366915,0.0392098022069883,0.299415872359666,-0.300884877422091
"RNU6-718P",0.00499999988824129,-0.0370000004768372,-0.0810000002384186,2,0,"Pseudogene","RNU6",0.773454852940055,0.0587236152382804,0.0395490500807141,-0.0315354975201379,0.0434439723033272
"RNU6-719P",0.00450000003911554,0.291500002145767,-0.171000001952052,0,0,"Pseudogene","RNU6",0.544213055044216,0.293202113015694,0.0405875517156385,0.357688018308909,-0.32225893485925
"RNU6-71P",0.160999998450279,0.282999992370605,0.0209999997168779,1,0,"Pseudogene","RNU6",-0.238786094717412,-0.0973129588265383,0.0139919643623567,-0.244453345606404,-0.506534846062806
"RNU6-720P",0.0824999995529652,0.30799999833107,0.738000005483627,17,0,"Pseudogene","RNU6",-0.799717039714267,-0.325581456120025,0.00501700000436361,0.211157151599754,0.782532180186721
"RNU6-721P",0.00100000004749745,-0.296000003814697,0.448000013828278,1,0,"Pseudogene","RNU6",0.445423274168518,-0.365660020411778,0.0266636781940906,-0.247780098373874,1.02684240158142
"RNU6-722P",0.0109999999403954,-0.0130000002682209,0.0410000011324883,25,0,"Pseudogene","RNU6",0.586549947728012,-0.000520269474554965,0.0355502443423885,-0.00845033796950585,0.190757493130517
"RNU6-723P",0.211999997496605,0.268999993801117,0.732999980449677,2,0,"Pseudogene","RNU6",-1.22678088252931,-0.581022876073107,-0.0125275168669573,-0.351013331917415,0.408114056194522
"RNU6-724P",0,-0.0920000001788139,0.0309999994933605,3,0,"Pseudogene","RNU6",0.71929976504518,-0.0235253492958316,0.0374037591519192,-0.0611024060164159,0.264454725317771
"RNU6-725P",0.036999998614192,0.0769999995827675,0.430999994277954,12,0,"Pseudogene","RNU6",-0.0464958055720547,-0.209122856792842,0.0206734693258648,0.0612935517719737,0.627731816116608
"RNU6-726P",0.0509999990463257,0.30799999833107,0.43299999833107,11,0,"Pseudogene","RNU6",-0.334946293871696,-0.105270911897276,0.0176502379575769,0.288297780224216,0.424106726679451
"RNU6-727P",0.505999982357025,0.30799999833107,0.046000000089407,1,0,"Pseudogene","RNU6",-1.55292243495146,-0.719105729436243,-0.0338789379643448,-1.5816717421189,-1.53672879637385
"RNU6-728P",0.0089999996125698,-0.167999997735023,-0.00249999994412065,2,0,"Pseudogene","RNU6",0.802187890860919,-0.0647502278566097,0.037431013959516,-0.195012664225816,0.24110750034025
"RNU6-729P",0.00300000002607703,-0.273000001907349,0.197999998927116,19,0,"Pseudogene","RNU6",0.700615970641326,-0.218472553810478,0.0334114955213814,-0.268869323548572,0.633083383700214
"RNU6-72P",0.0109999999403954,-0.0869999974966049,0.386999994516373,1,0,"Pseudogene","RNU6",0.266132555414153,-0.232865273100636,0.0260360720091079,-0.0418681555600513,0.757268853017231
"RNU6-730P",0.0020000000949949,-0.0580000001937151,0.0385000016540289,1,0,"Pseudogene","RNU6",0.668868845001383,-0.0123247745089171,0.0367446874815363,-0.0261554479000801,0.245313374752416
"RNU6-731P",0.00999999977648258,0.217999994754791,-0.126000002026558,1,0,"Pseudogene","RNU6",0.547314651676558,0.217701998254258,0.0389413902608104,0.253094319191852,-0.219794861813099
"RNU6-732P",0.119000002741814,0.30799999833107,0.813000023365021,1,0,"Pseudogene","RNU6",-1.01844691400702,-0.434541419647377,-0.0022352649234348,0.0792402027115226,0.782423459986483
"RNU6-733P",0.0149999996647239,0.0579999973997474,0.0325000006705523,4,0,"Pseudogene","RNU6",0.510127277077781,0.0334163785363684,0.0346499241398869,0.0627096295164431,0.114623775939011
"RNU6-735P",0.0120000001043081,0.238000005483627,0.462000012397766,3,0,"Pseudogene","RNU6",-0.154245493910775,-0.091383021597009,0.0223859034769197,0.363079390771063,0.635268870344299
"RNU6-737P",0.30799999833107,0.300000011920929,0.0399999991059303,1,0,"Pseudogene","RNU6",-0.814748327548777,-0.363170442303958,-0.0066641697202691,-0.805138269395564,-0.937566749303818
"RNU6-738P",0.00300000002607703,0.30799999833107,-0.00999999977648258,0,0,"Pseudogene","RNU6",0.348398316349068,0.218395439820583,0.0362769915623819,0.409458358386237,-0.0897530207222637
"RNU6-739P",0.00700000021606683,-0.101999998092651,-0.0529999993741512,1,0,"Pseudogene","RNU6",0.800237907477333,0.00316923335984328,0.0387853052660472,-0.114375979295752,0.125131244177167
"RNU6-73P",0.0199999995529652,-0.0829999968409538,0.455000013113022,0,0,"Pseudogene","RNU6",0.151297612086448,-0.283682516505725,0.0229018456724787,-0.0618550956054195,0.828223852539272
"RNU6-740P",0.0439999997615814,-0.0640000030398369,0.0820000022649765,2,0,"Pseudogene","RNU6",0.471693915182994,-0.114775419194565,0.0298547672460346,-0.193633130811291,0.18658197789871
"RNU6-741P",0.0209999997168779,0.273999989032745,-0.0130000002682209,0,0,"Pseudogene","RNU6",0.320692120905101,0.168352878171345,0.0340578538871355,0.295864473601101,-0.124850438845354
"RNU6-742P",0.0109999999403954,0.30799999833107,0.00800000037997961,3,0,"Pseudogene","RNU6",0.298453080414436,0.194755025245318,0.0347273468398846,0.380279659600526,-0.0871686397016523
"RNU6-743P",0.0149999996647239,0.239999994635582,0.458000004291534,0,0,"Pseudogene","RNU6",-0.162554570517861,-0.0940091259656571,0.0220396375058499,0.353194961492542,0.618636858117791
"RNU6-744P",0.00499999988824129,0.30799999833107,0.0469999983906746,3,0,"Pseudogene","RNU6",0.27567361474701,0.184547824517297,0.0344702663863556,0.410348056408658,-0.010860850929157
"RNU6-745P",0.00600000005215406,0.00199999992037192,0.0489999987185001,1,0,"Pseudogene","RNU6",0.581172450089682,0.00865468307003098,0.0356378610128811,0.0329300061202931,0.206185029241429
"RNU6-746P",0.00999999977648258,-0.158999994397163,-0.0309999994933605,1,0,"Pseudogene","RNU6",0.822070957584693,-0.0462726428246755,0.0380271661651161,-0.19245158241904,0.189210018378825
"RNU6-747P",0.00700000021606683,0.261999994516373,0.0649999994784594,5,0,"Pseudogene","RNU6",0.294483585800301,0.145607525338162,0.0339346051456337,0.348894897602753,0.0425856921218871
"RNU6-748P",0.446000009775162,0.0769999995827675,0.0450000017881393,7,5.42,"Pseudogene","RNU6",-1.09777623381237,-0.739671817181596,-0.0245974019421937,-1.62601287210494,-1.19144148355297
"RNU6-749P",0.00100000004749745,-0.196999996900558,0,0,0,"Pseudogene","RNU6",0.858117049226149,-0.0683633883169046,0.038559227033594,-0.198084483451786,0.289665812996534
"RNU6-74P",0.00300000002607703,-0.109999999403954,0.0450000017881393,1,0,"Pseudogene","RNU6",0.71068139571423,-0.0469780822164605,0.0366642875837677,-0.092637932281275,0.288855889922501
"RNU6-750P",0.0189999993890524,0.256999999284744,0.0529999993741512,2,4.4,"Pseudogene","RNU6",0.269594996826516,0.127111411020413,0.0325692590396507,0.293397058762898,-0.00836782063275386
"RNU6-751P",0.0020000000949949,0.764999985694885,0.200000002980232,0,0,"Pseudogene","RNU6",-0.353636278042129,0.36483861020653,0.0285534320932112,1.00531696623016,-0.0984966930134099
"RNU6-752P",0.00700000021606683,-0.136500000953674,0.0895000025629997,0,0,"Pseudogene","RNU6",0.672074583262966,-0.0933130273794976,0.0349983798103283,-0.133757174408871,0.361691700909517
"RNU6-753P",0.542999982833862,0.451999992132187,0.188999995589256,1,0,"Pseudogene","RNU6",-1.99846392007232,-0.781714728583078,-0.0435225370014856,-1.53004831021594,-1.53865209792171
"RNU6-754P",0.00499999988824129,0.0439999997615814,0.0040000001899898,1,0,"Pseudogene","RNU6",0.593655965831532,0.0584271674934724,0.0368253804099422,0.0810606849279966,0.112431979352365
"RNU6-755P",0.00600000005215406,-0.163000002503395,0.0469999983906746,0,0,"Pseudogene","RNU6",0.751396842794065,-0.0835436628124986,0.0364269176574926,-0.168932290291998,0.320281209631507
"RNU6-756P",0.025000000372529,0.301999986171722,0.028999999165535,1,0,"Pseudogene","RNU6",0.229426551666462,0.154453774108751,0.0322397800947844,0.320785606311684,-0.0943328235645222
"RNU6-757P",0.0120000001043081,0.0405000001192093,0.0484999995678663,8,0,"Pseudogene","RNU6",0.520423928621972,0.0209909017297861,0.0347481081338449,0.0554860638111277,0.160163656534202
"RNU6-758P",0.0189999993890524,0.30799999833107,0.0450000017881393,6,0,"Pseudogene","RNU6",0.22673416729575,0.160868314726803,0.0326536632418621,0.354127266555267,-0.0563021248982642
"RNU6-759P",0.0509999990463257,0.294999986886978,0.0879999995231628,5,0,"Pseudogene","RNU6",0.0738443949460664,0.0724452863504717,0.0271480060180918,0.217935120184233,-0.0804713841736951
"RNU6-75P",0.0135000003501773,0.0515000000596046,-0.0605000015348196,1,0,"Pseudogene","RNU6",0.628895430726622,0.0821079898981224,0.0374107635875544,0.0461551259201125,-0.014763154189788
"RNU6-760P",0.0309999994933605,0.211999997496605,0.448000013828278,5,0,"Pseudogene","RNU6",-0.181204799894298,-0.132450187978012,0.0203230266458541,0.253374973151748,0.575163884776361
"RNU6-761P",0.0299999993294477,0.214000001549721,0.43299999833107,3,3.84,"Pseudogene","RNU6",-0.162331450855124,-0.121758741802408,0.0208006255871937,0.257563169021634,0.554372157715264
"RNU6-762P",0.103500001132488,0.0149999996647239,0.816999971866608,28,0,"Pseudogene","RNU6",-0.669162744572834,-0.56958082664,0.00143919178653331,-0.218659875781061,1.04468439444745
"RNU6-763P",0.19650000333786,0.30799999833107,0.0474999994039536,0,0,"Pseudogene","RNU6",-0.42421801929547,-0.16170867073294,0.0082919341170362,-0.350755564573186,-0.592886039583533
"RNU6-764P",0.0689999982714653,0.308999985456467,0.179000005125999,3,0,"Pseudogene","RNU6",-0.110361649654821,-0.00153580868699067,0.02209354827756,0.178125406687022,-0.00980421764003659
"RNU6-765P",0.00100000004749745,0.0179999992251396,-0.108000002801418,1,0,"Pseudogene","RNU6",0.763072190755053,0.111370891290493,0.0405778239105078,0.0473549020752825,-0.0236589690021033
"RNU6-766P",0.0570000000298023,0.30799999833107,0.0489999987185001,5,0,"Pseudogene","RNU6",0.0833954105927433,0.0899884645799653,0.0273462597992862,0.20375216196114,-0.166006575358453
"RNU6-767P",0.0320000015199184,-0.0729999989271164,0.0489999987185001,9,0,"Pseudogene","RNU6",0.562266124119995,-0.0792431429240208,0.0325320746785848,-0.162727029468168,0.180663707926752
"RNU6-768P",0.209000006318092,0.30799999833107,0.0309999994933605,2,0,"Pseudogene","RNU6",-0.451029238175772,-0.175028974252456,0.0070671492891198,-0.403242774351259,-0.655390904130511
"RNU6-769P",0.368500009179115,0.282999992370605,0.746999979019165,2,0,"Pseudogene","RNU6",-1.82865746505067,-0.863015974313583,-0.0343282543950017,-0.953933400408464,-0.0571348839938501
"RNU6-76P",0.0929999984800816,0.245000004768372,0.100000001490116,0,0,"Pseudogene","RNU6",-0.042260818871343,-0.0388464972139004,0.0212494905451432,-0.0078518094106736,-0.155121990759459
"RNU6-770P",0.449999988079071,0.228000000119209,0.72299998998642,13,0,"Pseudogene","RNU6",-2.04321392277528,-1.02631365643821,-0.0443961947906989,-1.34988367904517,-0.301304847973203
"RNU6-771P",0.0149999996647239,0.146999999880791,0.195999994874001,6,0,"Pseudogene","RNU6",0.232129101528658,-0.00419950724371511,0.0297631964563216,0.197347831616399,0.294914014641557
"RNU6-772P",0.0020000000949949,-0.250999987125397,-0.351000010967255,0,0,"Pseudogene","RNU6",1.31165367840132,0.0886468543258629,0.0483480833307902,-0.323953164305983,-0.197522710452606
"RNU6-774P",0.017000000923872,0.017000000923872,0.046000000089407,0,0,"Pseudogene","RNU6",0.529204399129148,-0.0012746251612018,0.034139249862812,0.00712358620066582,0.157561354575613
"RNU6-775P",0.0929999984800816,-0.0670000016689301,-0.00450000003911554,0,0,"Pseudogene","RNU6",0.394976931630648,-0.158555180633742,0.0255435422845556,-0.405746777786592,-0.0892164111089414
"RNU6-776P",0.017000000923872,0.28600001335144,-2.39200007915497,588,0,"Pseudogene","RNU6",3.02997065193117,1.56318615454699,0.107661636197648,-0.0989532401952526,-3.63678578731969
"RNU6-777P",0.010499999858439,0.305000007152557,0.0474999994039536,1,0,"Pseudogene","RNU6",0.258131648132182,0.172329663350319,0.0336941871578696,0.385051399782209,-0.0248081260151621
"RNU6-778P",0.0469999983906746,0.284000009298325,-0.0160000007599592,1,0,"Pseudogene","RNU6",0.218961214480893,0.128873382265028,0.030560923482357,0.204149000600936,-0.215475435135864
"RNU6-77P",0.0520000010728836,-0.0529999993741512,0.0489999987185001,0,0,"Pseudogene","RNU6",0.46916559601477,-0.10553774743786,0.029598225337103,-0.217098478897538,0.105225398698588
"RNU6-780P",0.00300000002607703,-0.399000003933907,0.462000012397766,6,0,"Pseudogene","RNU6",0.526719742665752,-0.434109118000234,0.0265345238176292,-0.379758906696508,1.11492413060921
"RNU6-782P",0.0194999994710088,0.214000001549721,0.426999986171722,2,0,"Pseudogene","RNU6",-0.117073640729456,-0.099748918618817,0.0224238688681743,0.298436045361626,0.577343011148581
"RNU6-783P",0.0130000002682209,0.282999992370605,0.034000001847744,0,0,"Pseudogene","RNU6",0.286891254498672,0.162518418409394,0.0338122586053431,0.346156880525505,-0.0369375747696558
"RNU6-784P",0.0934999994933605,0.30799999833107,0.813000023365021,2,0,"Pseudogene","RNU6",-0.925345971746148,-0.38837007199474,0.00125644354523746,0.180551370424495,0.860050801996727
"RNU6-785P",0.0155000002123415,0.254999995231628,-0.00349999975878745,1,0,"Pseudogene","RNU6",0.349193842432662,0.162597039937927,0.034644925350982,0.295949919511043,-0.0804458564657372
"RNU6-786P",0.00800000037997961,-0.223000004887581,-0.208999998867512,4,0,"Pseudogene","RNU6",1.09838613693933,0.0177111332229167,0.043537301277774,-0.291293345459497,-0.0241059655840516
"RNU6-787P",0.0160000007599592,0.204999998211861,0.388999998569489,2,0,"Pseudogene","RNU6",-0.0515850611320939,-0.0780206963135218,0.0239901762634938,0.295302123966553,0.537815706725079
"RNU6-788P",0.0040000001899898,-0.210500001907349,0.0230000000447035,0,0,"Pseudogene","RNU6",0.834539733570275,-0.093797260990228,0.0375766641378341,-0.222845731849666,0.324356867539319
"RNU6-789P",0.0160000007599592,-0.166999995708466,0.613499999046326,4,0,"Pseudogene","RNU6",0.0696125571832394,-0.408677412205254,0.0195070883912067,-0.123665383459082,1.13612382598214
"RNU6-78P",0.0189999993890524,0.294999986886978,0.0270000007003546,0,0,"Pseudogene","RNU6",0.260788409975104,0.162240365392082,0.0331324460083097,0.33584888544113,-0.0741298878599005
"RNU6-790P",0.185000002384186,0.28099998831749,0.0040000001899898,7,0,"Pseudogene","RNU6",-0.305122826097684,-0.131573527444394,0.0112720796284841,-0.345505151574874,-0.603178750635173
"RNU6-791P",0.00600000005215406,0.287000000476837,0.00700000021606683,1,0,"Pseudogene","RNU6",0.339295667099963,0.192131451058875,0.0355066033267562,0.374497759511606,-0.0586260841740891
"RNU6-792P",0.00100000004749745,-0.061999998986721,-0.221000000834465,3,0,"Pseudogene","RNU6",0.973908009355189,0.127497947425296,0.044081986543783,-0.0685581518109677,-0.134992108868249
"RNU6-793P",0.00999999977648258,0.327500000596046,0.042000001296401,0,0,"Pseudogene","RNU6",0.243398357811947,0.18872812260858,0.0337995319587671,0.413736425338458,-0.0474878722812373
"RNU6-794P",0.0204999996349215,0.226999998092651,-0.143999993801117,10,0,"Pseudogene","RNU6",0.520137766386677,0.215043076182993,0.038079362548652,0.218764882409094,-0.284530546289745
"RNU6-795P",0.0109999999403954,0.239999994635582,-0.441000014543533,3,0,"Pseudogene","RNU6",0.882194386301646,0.398518414090572,0.0474189222273371,0.225670306231597,-0.707253725517178
"RNU6-796P",0.0040000001899898,0.317999988794327,-0.24099999666214,5,0,"Pseudogene","RNU6",0.599127286068884,0.347640256606509,0.0425302719099259,0.380513268437258,-0.443526698992092
"RNU6-797P",0.0270000007003546,-0.125,0.046000000089407,0,0,"Pseudogene","RNU6",0.637176532341967,-0.0994471182951739,0.0334175199051682,-0.206155024881349,0.227927821511701
"RNU6-798P",0.00100000004749745,-0.0480000004172325,0.171000003814697,2,0,"Pseudogene","RNU6",0.510469666045328,-0.0761655445399511,0.0331941344010779,0.0110656698682265,0.438532127775779
"RNU6-799P",0.00100000004749745,-0.237000003457069,0.00300000002607703,2,0,"Pseudogene","RNU6",0.895315961097015,-0.0922204508502851,0.0386829895085585,-0.24664292511911,0.322610564636708
"RNU6-79P",0.0130000002682209,0.218999996781349,0.12899999320507,2,0,"Pseudogene","RNU6",0.243081458980147,0.0755043909481782,0.0315071726315127,0.28292518651955,0.149987385691147
"RNU6-8",0.998000025749206,1.48800003528595,2.03200006484985,56,1.75,"Functional","RNU6",-6.82833318359179,-2.00269724650839,-0.160433913178984,-1.78401527451686,-0.912576693535146
"RNU6-800P",0.195999994874001,0.347000002861023,0.0480000004172325,2,0,"Pseudogene","RNU6",-0.462716176772613,-0.138735326880901,0.00819538047003679,-0.301189585652885,-0.618215474574167
"RNU6-801P",0.0450000017881393,-0.127000004053116,0.0399999991059303,0,0,"Pseudogene","RNU6",0.580345966736927,-0.129814067708647,0.0311363211481182,-0.281124152471145,0.165651226399627
"RNU6-803P",0.00549999997019768,0.194000005722046,0.128000006079674,0,0,"Pseudogene","RNU6",0.297125093053432,0.0751338711679298,0.0326456035540602,0.282195686874778,0.188975402052434
"RNU6-804P",0.0089999996125698,0.284000009298325,0.453000009059906,0,0,"Pseudogene","RNU6",-0.179683981171556,-0.0556586163496138,0.0227970152627988,0.430021161600508,0.598218029425406
"RNU6-805P",0.0345000009983778,0.214000001549721,0.46000000834465,3,0,"Pseudogene","RNU6",-0.209708802164467,-0.144440306227816,0.019479999791977,0.243971964109407,0.580870734368689
"RNU6-806P",0.0350000001490116,0.30799999833107,-0.0199999995529652,1,0,"Pseudogene","RNU6",0.242951157487061,0.166223156829346,0.0321998009162886,0.280551830010568,-0.201954745419796
"RNU6-807P",0.00600000005215406,0.30799999833107,-0.0419999994337559,12,4.27,"Pseudogene","RNU6",0.37371707675938,0.232240815311836,0.036861047864978,0.391484279473932,-0.145989815809913
"RNU6-808P",0.0905000008642673,0.30799999833107,0.796999990940094,15,0,"Pseudogene","RNU6",-0.89648248688953,-0.372164785076007,0.00227278320652087,0.188903961672114,0.845928429431119
"RNU6-809P",0.0359999984502792,-0.137999996542931,0.626999974250793,3,0,"Pseudogene","RNU6",-0.0483809852159268,-0.435841527776301,0.0162621728639414,-0.165521072096061,1.07474123849551
"RNU6-80P",0.0610000006854534,0.146999999880791,0.200000002980232,3,0,"Pseudogene","RNU6",0.0596378699763882,-0.0898452527261442,0.0233388543371436,0.0153220755423796,0.160782396666357
"RNU6-810P",0.0500000007450581,0.277999997138977,0.0399999991059303,4,0,"Pseudogene","RNU6",0.149835618599606,0.0903750890502669,0.0286724999795772,0.19357157357311,-0.136855500377561
"RNU6-811P",0.00300000002607703,-0.156000003218651,0.448000013828278,0,0,"Pseudogene","RNU6",0.29569156314248,-0.290431974374705,0.0257445515519598,-0.0845794052375593,0.921341945658302
