"gene_name","expected_promoter","contains_type1_promoter","contains_type2_promoter","contains_type3_promoter","gene_group","locus_type","gene_type","enrichment_intergenic_dbsnp"
"RNU6ATAC42P","Type 3",False,False,True,"RNU6ATAC","pseudogene","pseudogene",1.4990585181258114
"RNU6ATAC4P","Type 3",False,False,False,"RNU6ATAC","pseudogene","pseudogene",0.9372742960794368
"RNU6ATAC5P","Type 3",False,False,False,"RNU6ATAC","pseudogene","pseudogene",1.157809424568716
"RNU6ATAC6P","Type 3",False,False,False,"RNU6ATAC","pseudogene","pseudogene",1.2956438798745156
"RNU6ATAC7P","Type 3",False,True,False,"RNU6ATAC","pseudogene","pseudogene",1.285441959560543
"RNU6ATAC8P","Type 3",False,True,True,"RNU6ATAC","pseudogene","pseudogene",1.0199749692629163
"RNU6ATAC9P","Type 3",False,False,False,"RNU6ATAC","pseudogene","pseudogene",1.1378471931106346
"RNU11","",False,True,True,"RNU11","RNA, small nuclear","functional",4.013739338504882
"RNU11-2P","",False,False,False,"RNU11","pseudogene","pseudogene",1.1985773620535298
"RNU11-3P","",False,True,True,"RNU11","pseudogene","pseudogene",0.9924080782017566
"RNU11-4P","",False,False,False,"RNU11","pseudogene","pseudogene",0.9924080782017566
"RNU11-5P","",False,True,True,"RNU11","pseudogene","pseudogene",1.4001416297110054
"RNU11-6P","",False,False,False,"RNU11","pseudogene","pseudogene",1.1229880884914614
"RNU12","",False,True,True,"RNU12","RNA, small nuclear","functional",4.492300567326618
"RNU12-2P","",False,True,True,"RNU12","pseudogene","pseudogene",0.9796848977119904
"VTRNA1-1","Type 2",False,True,False,"VTRNA","RNA, vault","functional",2.631385055837991
"VTRNA1-2","Type 2",False,False,False,"VTRNA","RNA, vault","functional",3.161210001912337
"VTRNA1-3","Type 2",False,False,False,"VTRNA","RNA, vault","functional",2.029418766659772
"VTRNA2-1","Type 2",False,False,False,"VTRNA","RNA, vault","functional",1.9809395623480377
"VTRNA2-2P","Type 2",False,True,True,"VTRNA","pseudogene","pseudogene",1.5512398115580857
"VTRNA2-2P","Type 2",False,True,True,"VTRNA","pseudogene","pseudogene",1.5512398115580857
"VTRNA3-1P","Type 2",False,False,False,"VTRNA","pseudogene","pseudogene",0.7151175857630304
"VTRNA3-1P","Type 2",False,False,False,"VTRNA","pseudogene","pseudogene",0.7151175857630304
"RNY1","Type 3",True,True,True,"RNY","RNA, Y","functional",3.87302621669889
"RNY1P1","Type 3",False,True,True,"RNY","pseudogene","pseudogene",1.3955738599712202
"RNY1P10","Type 3",False,True,True,"RNY","pseudogene","pseudogene",1.4754385587424346
"RNY1P11","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.198793828978228
"RNY1P12","Type 3",False,True,True,"RNY","pseudogene","pseudogene",1.5547726558494188
"RNY1P13","Type 3",False,False,True,"RNY","pseudogene","pseudogene",0.7277659240146215
"RNY1P14","Type 3",False,True,True,"RNY","pseudogene","pseudogene",0.9326798142359102
"RNY1P15","Type 3",False,False,False,"RNY","pseudogene","pseudogene",1.330939805812636
"RNY1P16","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.126517277958751
"RNY1P2","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.2171842668542912
"RNY1P3","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.0596899818086554
"RNY1P4","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.4195750336016433
"RNY1P5","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.3893713094824591
"RNY1P6","Type 3",False,False,False,"RNY","pseudogene","pseudogene",1.083454690880817
"RNY1P7","Type 3",True,True,True,"RNY","pseudogene","pseudogene",1.0104518614417886
"RNY1P8","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.0359347482983248
"RNY1P9","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.4339841496951988
"RNY3","Type 3",True,True,True,"RNY","RNA, Y","functional",3.166949308379135
"RNY3P1","Type 3",True,True,True,"RNY","pseudogene","pseudogene",0.9875433327203754
"RNY3P10","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.3280755164170566
"RNY3P11","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.0215965510900435
"RNY3P12","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.123756206199048
"RNY3P13","Type 3",False,True,True,"RNY","pseudogene","pseudogene",0.8513304592417029
"RNY3P14","Type 3",True,True,True,"RNY","pseudogene","pseudogene",1.2599690796777203
"RNY3P15","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.0742561671256128
"RNY3P16","Type 3",False,True,True,"RNY","pseudogene","pseudogene",0.5846364421089557
"RNY3P2","Type 3",False,False,True,"RNY","pseudogene","pseudogene",0.9194368959810392
"RNY3P3","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.4983416082653973
"RNY3P4","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.2380536421130823
"RNY3P5","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.157809424568716
"RNY3P6","Type 3",False,True,True,"RNY","pseudogene","pseudogene",1.29140281971126
"RNY3P7","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.0317113684275687
"RNY3P8","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.2680769888133556
"RNY3P9","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.1468866941482565
"RNY4","Type 3",True,True,True,"RNY","RNA, Y","functional",2.7136158388329283
"RNY4P1","Type 3",False,True,True,"RNY","pseudogene","pseudogene",0.8868327507334846
"RNY4P10","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.157809424568716
"RNY4P11","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.2932977614863317
"RNY4P13","Type 3",False,True,True,"RNY","pseudogene","pseudogene",1.3025356026398056
"RNY4P14","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.1939909690864885
"RNY4P15","Type 3",False,False,False,"RNY","pseudogene","pseudogene",0.859019895647757
"RNY4P16","Type 3",False,True,True,"RNY","pseudogene","pseudogene",0.5912218338223231
"RNY4P17","Type 3",False,True,True,"RNY","pseudogene","pseudogene",1.157809424568716
"RNY4P18","Type 3",False,True,True,"RNY","pseudogene","pseudogene",1.2879003711494708
"RNY4P19","Type 3",False,False,False,"RNY","pseudogene","pseudogene",0.8321755239087647
"RNY4P2","Type 3",True,True,True,"RNY","pseudogene","pseudogene",1.5312963357199147
"RNY4P20","Type 3",False,True,True,"RNY","pseudogene","pseudogene",1.2698554979140757
"RNY4P21","Type 3",True,True,True,"RNY","pseudogene","pseudogene",1.1419490214924322
"RNY4P22","Type 3",False,False,False,"RNY","pseudogene","pseudogene",1.5686450268350345
"RNY4P23","Type 3",False,False,False,"RNY","pseudogene","pseudogene",0.7877878558921161
"RNY4P24","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.0854463355331714
"RNY4P25","Type 3",False,False,True,"RNY","pseudogene","pseudogene",0.8321755239087647
"RNY4P26","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.0262401717768166
"RNY4P27","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.049264791015399
"RNY4P28","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.120460733453596
"RNY4P29","Type 3",False,True,True,"RNY","pseudogene","pseudogene",1.2891074005507357
"RNY4P3","Type 3",True,True,True,"RNY","pseudogene","pseudogene",1.4624961152446938
"RNY4P30","Type 3",False,True,True,"RNY","pseudogene","pseudogene",1.0968720864335204
"RNY4P31","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.499889481827655
"RNY4P34","Type 3",False,True,True,"RNY","pseudogene","pseudogene",1.1334344893146375
"RNY4P36","Type 3",True,True,True,"RNY","pseudogene","pseudogene",1.049264791015399
"RNY4P37","Type 3",False,True,True,"RNY","pseudogene","pseudogene",1.230172513604261
"RNY4P4","Type 3",False,True,True,"RNY","pseudogene","pseudogene",1.4837946023599078
"RNY4P5","Type 3",False,False,False,"RNY","pseudogene","pseudogene",0.8774976691468164
"RNY4P6","Type 3",False,True,True,"RNY","pseudogene","pseudogene",1.230172513604261
"RNY4P7","Type 3",False,True,True,"RNY","pseudogene","pseudogene",0.9045386129443096
"RNY4P8","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.169996892195755
"RNY4P9","Type 3",False,True,True,"RNY","pseudogene","pseudogene",0.8952134726046772
"RNY5","Type 3",False,True,True,"RNY","RNA, Y","functional",3.4320779371144083
"RNY5P1","Type 3",False,True,True,"RNY","pseudogene","pseudogene",1.5902442698895618
"RNY5P10","Type 3",False,True,True,"RNY","pseudogene","pseudogene",1.032640838128855
"RNY5P2","Type 3",False,False,False,"RNY","pseudogene","pseudogene",1.0999189533402802
"RNY5P3","Type 3",False,False,False,"RNY","pseudogene","pseudogene",1.0188722936204702
"RNY5P4","Type 3",False,False,False,"RNY","pseudogene","pseudogene",1.6295095605041188
"RNY5P5","Type 3",False,False,False,"RNY","pseudogene","pseudogene",0.8448879584690631
"RNY5P6","Type 3",False,False,False,"RNY","pseudogene","pseudogene",1.1882780936363138
"RNY5P7","Type 3",False,False,True,"RNY","pseudogene","pseudogene",1.2041218015514648
"RNY5P8","Type 3",False,True,True,"RNY","pseudogene","pseudogene",1.4302351715260608
"RNY5P9","Type 3",False,True,True,"RNY","pseudogene","pseudogene",1.114927594029134
"MT-TA","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"MT-TC","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"MT-TD","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"MT-TE","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"MT-TF","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"MT-TG","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"MT-TH","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"MT-TI","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"MT-TK","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"MT-TL1","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"MT-TL2","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"MT-TM","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"MT-TN","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"MT-TP","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"MT-TQ","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"MT-TR","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"MT-TS1","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"MT-TS2","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"MT-TT","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"MT-TV","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"MT-TW","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"MT-TY","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"NMTRL-TAA2-1","",False,False,False,"TRNA","RNA, transfer","functional",0.648373277758481
"NMTRL-TAA3-1","",False,False,False,"TRNA","RNA, transfer","functional",1.1114970475859671
"NMTRL-TAA5-1","",False,False,False,"TRNA","RNA, transfer","functional",1.5283084404307052
"NMTRL-TAA6-1","",False,False,False,"TRNA","RNA, transfer","functional",1.3430589324997106
"NMTRP-TGG1-1","",False,False,False,"TRNA","RNA, transfer","functional",1.0130832464976265
"NMTRQ-CTG1-1","",False,False,False,"TRNA","RNA, transfer","functional",2.454555980085678
"NMTRQ-TTG1-1","",False,False,False,"TRNA","RNA, transfer","functional",0.3859364748562386
"NMTRQ-TTG10-1","",False,False,False,"TRNA","RNA, transfer","functional",0.6271467716413879
"NMTRQ-TTG11-1","",False,False,False,"TRNA","RNA, transfer","functional",1.157809424568716
"NMTRQ-TTG12-1","",False,False,False,"TRNA","RNA, transfer","functional",1.9779244336382231
"NMTRQ-TTG13-1","",False,False,False,"TRNA","RNA, transfer","functional",1.2542935432827758
"NMTRQ-TTG15-1","",False,False,False,"TRNA","RNA, transfer","functional",1.8331982555671336
"NMTRQ-TTG2-1","",False,False,False,"TRNA","RNA, transfer","functional",1.0613253058546563
"NMTRQ-TTG4-1","",False,False,False,"TRNA","RNA, transfer","functional",1.3025356026398056
"NMTRQ-TTG6-1","",False,False,False,"TRNA","RNA, transfer","functional",1.0651846706032186
"NMTRQ-TTG7-1","",False,False,False,"TRNA","RNA, transfer","functional",0.868357068426537
"NMTRQ-TTG8-1","",False,False,False,"TRNA","RNA, transfer","functional",0.3704990158619891
"NMTRQ-TTG9-1","",False,False,False,"TRNA","RNA, transfer","functional",0.8201150090695072
"NMTRS-TGA2-1","",False,False,False,"TRNA","RNA, transfer","functional",0.8931672703815808
"NMTRS-TGA3-1","",False,False,False,"TRNA","RNA, transfer","functional",0.9564512637741568
"NMTRV-TAC1-1","",False,False,False,"TRNA","RNA, transfer","functional",1.4356836864652078
"TRA-AGC1-1","",False,False,False,"TRNA","RNA, transfer","functional",3.811122689205357
"TRA-AGC10-1","",False,False,False,"TRNA","RNA, transfer","functional",1.0467866030347297
"TRA-AGC11-1","",False,False,False,"TRNA","RNA, transfer","functional",3.6637531106215535
"TRA-AGC12-1","",False,False,False,"TRNA","RNA, transfer","functional",0.8088805568904728
"TRA-AGC12-3","",False,False,False,"TRNA","RNA, transfer","functional",1.808085950696351
"TRA-AGC13-2","",False,False,False,"TRNA","RNA, transfer","functional",2.045991996840608
"TRA-AGC14-1","",False,False,False,"TRNA","RNA, transfer","functional",0.9040429753481756
"TRA-AGC14-2","",False,False,False,"TRNA","RNA, transfer","functional",0.0475812092288513
"TRA-AGC15-1","",False,False,False,"TRNA","RNA, transfer","functional",3.378265855248445
"TRA-AGC2-1","",False,True,False,"TRNA","RNA, transfer","functional",3.618154451777238
"TRA-AGC2-2","",False,True,False,"TRNA","RNA, transfer","functional",3.9076068079194166
"TRA-AGC23-1","",False,False,False,"TRNA","pseudogene","pseudogene",1.6884720774960442
"TRA-AGC24-1","",False,False,False,"TRNA","RNA, transfer","functional",3.092778599875337
"TRA-AGC3-1","",False,False,False,"TRNA","RNA, transfer","functional",3.3769441549920884
"TRA-AGC4-1","",False,True,False,"TRNA","RNA, transfer","functional",3.811122689205357
"TRA-AGC5-1","",False,False,False,"TRNA","RNA, transfer","functional",3.4251862143491185
"TRA-AGC6-1","",False,False,False,"TRNA","RNA, transfer","functional",3.328702095635059
"TRA-AGC7-1","",False,False,False,"TRNA","RNA, transfer","functional",3.03924973949288
"TRA-AGC8-1","",False,False,False,"TRNA","RNA, transfer","functional",3.996821575223513
"TRA-AGC8-2","",False,False,False,"TRNA","RNA, transfer","functional",3.473428273706148
"TRA-AGC9-1","",False,False,False,"TRNA","RNA, transfer","functional",0.0475812092288513
"TRA-CGC1-1","",False,False,False,"TRNA","RNA, transfer","functional",3.714638570491297
"TRA-CGC2-1","",False,True,False,"TRNA","RNA, transfer","functional",3.328702095635059
"TRA-CGC3-1","",False,True,False,"TRNA","RNA, transfer","functional",3.1357338582069394
"TRA-CGC4-1","",False,True,False,"TRNA","RNA, transfer","functional",3.859364748562387
"TRA-CGC5-1","",False,False,False,"TRNA","RNA, transfer","functional",1.5919879587819843
"TRA-TGC1-1","",False,False,False,"TRNA","RNA, transfer","functional",3.232217976920999
"TRA-TGC10-1","",False,False,False,"TRNA","RNA, transfer","functional",0.9924080782017566
"TRA-TGC2-1","",False,True,False,"TRNA","RNA, transfer","functional",3.473428273706148
"TRA-TGC3-1","",False,False,False,"TRNA","RNA, transfer","functional",3.473428273706148
"TRA-TGC3-2","",False,True,False,"TRNA","RNA, transfer","functional",3.762880629848327
"TRA-TGC4-1","",False,False,False,"TRNA","RNA, transfer","functional",4.486511520203775
"TRA-TGC5-1","",False,False,False,"TRNA","RNA, transfer","functional",2.99100768013585
"TRA-TGC6-1","",False,False,False,"TRNA","RNA, transfer","functional",2.315618849137432
"TRA-TGC7-1","",False,True,False,"TRNA","RNA, transfer","functional",2.592840824034167
"TRA-TGC9-1","",False,False,False,"TRNA","pseudogene","pseudogene",3.0874917988499093
"TRC-ACA1-1","",False,True,False,"TRNA","pseudogene","pseudogene",1.144652499289526
"TRC-GCA1-1","",False,True,False,"TRNA","RNA, transfer","functional",2.315618849137432
"TRC-GCA10-1","",False,True,False,"TRNA","RNA, transfer","functional",2.460345027208522
"TRC-GCA11-1","",False,True,False,"TRNA","RNA, transfer","functional",3.473428273706148
"TRC-GCA12-1","",True,True,True,"TRNA","RNA, transfer","functional",1.9779244336382231
"TRC-GCA13-1","",False,True,False,"TRNA","RNA, transfer","functional",2.8462815020647603
"TRC-GCA14-1","",False,True,False,"TRNA","RNA, transfer","functional",3.2804600362780287
"TRC-GCA15-1","",False,True,False,"TRNA","RNA, transfer","functional",2.026166492995253
"TRC-GCA16-1","",False,True,False,"TRNA","RNA, transfer","functional",1.495503840067925
"TRC-GCA17-1","",False,True,False,"TRNA","RNA, transfer","functional",3.5699123924202074
"TRC-GCA18-1","",False,True,False,"TRNA","RNA, transfer","functional",1.881440314924164
"TRC-GCA19-1","",False,True,False,"TRNA","RNA, transfer","functional",1.5437458994249549
"TRC-GCA2-1","",True,True,True,"TRNA","RNA, transfer","functional",2.701555323993671
"TRC-GCA2-2","",False,True,False,"TRNA","RNA, transfer","functional",4.052332985990506
"TRC-GCA2-3","",False,True,False,"TRNA","RNA, transfer","functional",3.714638570491297
"TRC-GCA2-4","",False,True,False,"TRNA","RNA, transfer","functional",4.197059164061596
"TRC-GCA20-1","",False,True,False,"TRNA","RNA, transfer","functional",1.6402300181390144
"TRC-GCA21-1","",False,True,False,"TRNA","RNA, transfer","functional",1.7849561962101037
"TRC-GCA22-1","",False,True,False,"TRNA","RNA, transfer","functional",2.034436560313601
"TRC-GCA23-1","",False,True,False,"TRNA","RNA, transfer","functional",1.5437458994249549
"TRC-GCA25-1","",False,True,False,"TRNA","pseudogene","pseudogene",0.9040429753481756
"TRC-GCA3-1","",False,True,False,"TRNA","RNA, transfer","functional",1.6884720774960442
"TRC-GCA4-1","",False,True,False,"TRNA","RNA, transfer","functional",3.859364748562387
"TRC-GCA5-1","",False,True,False,"TRNA","RNA, transfer","functional",3.806496738308107
"TRC-GCA6-1","",False,True,False,"TRNA","RNA, transfer","functional",1.9779244336382231
"TRC-GCA7-1","",False,True,False,"TRNA","RNA, transfer","functional",1.7605047414675
"TRC-GCA8-1","",False,True,False,"TRNA","RNA, transfer","functional",2.315618849137432
"TRC-GCA9-1","",False,True,False,"TRNA","RNA, transfer","functional",2.412102967851492
"TRC-GCA9-2","",False,True,False,"TRNA","RNA, transfer","functional",2.94276562077882
"TRC-GCA9-3","",False,True,False,"TRNA","RNA, transfer","functional",2.363860908494462
"TRC-GCA9-4","",False,True,False,"TRNA","RNA, transfer","functional",2.363860908494462
"TRD-GTC1-1","",False,False,False,"TRNA","RNA, transfer","functional",4.004090926633476
"TRD-GTC10-1","",False,False,False,"TRNA","RNA, transfer","functional",1.0613253058546563
"TRD-GTC2-1","",False,True,False,"TRNA","RNA, transfer","functional",2.1708926710663428
"TRD-GTC2-10","",False,True,False,"TRNA","RNA, transfer","functional",4.727721816988924
"TRD-GTC2-11","",False,True,False,"TRNA","RNA, transfer","functional",4.148817104704566
"TRD-GTC2-2","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"TRD-GTC2-3","",False,False,False,"TRNA","RNA, transfer","functional",0.0482420593570298
"TRD-GTC2-4","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"TRD-GTC2-5","",False,False,False,"TRNA","RNA, transfer","functional",0.0964841187140596
"TRD-GTC2-6","",False,True,False,"TRNA","RNA, transfer","functional",3.5699123924202074
"TRD-GTC2-7","",False,False,False,"TRNA","RNA, transfer","functional",4.004090926633476
"TRD-GTC2-8","",False,True,False,"TRNA","RNA, transfer","functional",3.666396511134268
"TRD-GTC2-9","",False,True,False,"TRNA","RNA, transfer","functional",3.762880629848327
"TRD-GTC3-1","",False,True,False,"TRNA","RNA, transfer","functional",3.714638570491297
"TRE-CTC1-1","",False,True,False,"TRNA","RNA, transfer","functional",3.811122689205357
"TRE-CTC1-2","",False,True,False,"TRNA","RNA, transfer","functional",0.0
"TRE-CTC1-3","",False,True,False,"TRNA","RNA, transfer","functional",0.578904712284358
"TRE-CTC1-4","",False,True,False,"TRNA","RNA, transfer","functional",0.0
"TRE-CTC1-5","",False,True,False,"TRNA","RNA, transfer","functional",0.1929682374281193
"TRE-CTC1-6","",False,True,False,"TRNA","RNA, transfer","functional",4.293543282775656
"TRE-CTC1-7","",False,True,False,"TRNA","RNA, transfer","functional",4.052332985990506
"TRE-CTC10-1","",False,True,False,"TRNA","RNA, transfer","functional",1.1095673652116862
"TRE-CTC11-1","",False,False,False,"TRNA","RNA, transfer","functional",2.363860908494462
"TRE-CTC12-1","",False,True,False,"TRNA","RNA, transfer","functional",2.1226506117093127
"TRE-CTC13-1","",False,False,False,"TRNA","RNA, transfer","functional",2.074408552352283
"TRE-CTC14-1","",False,True,True,"TRNA","RNA, transfer","functional",0.8799351626722243
"TRE-CTC15-1","",False,False,False,"TRNA","RNA, transfer","functional",2.5218040891291214
"TRE-CTC16-1","",False,False,False,"TRNA","pseudogene","pseudogene",1.808085950696351
"TRE-CTC18-1","",False,False,False,"TRNA","RNA, transfer","functional",1.206051483925746
"TRE-CTC2-1","",False,True,False,"TRNA","RNA, transfer","functional",4.004090926633476
"TRE-CTC4-1","",False,False,False,"TRNA","RNA, transfer","functional",1.7849561962101037
"TRE-CTC7-1","",False,False,False,"TRNA","pseudogene","pseudogene",1.399019721353865
"TRE-CTC9-1","",False,True,True,"TRNA","RNA, transfer","functional",1.2371114399501348
"TRE-TTC1-1","",False,True,False,"TRNA","RNA, transfer","functional",2.412102967851492
"TRE-TTC1-2","",False,True,False,"TRNA","RNA, transfer","functional",3.521670333063178
"TRE-TTC10-1","",False,True,False,"TRNA","pseudogene","pseudogene",1.2341485075073126
"TRE-TTC14-1","",False,False,False,"TRNA","RNA, transfer","functional",1.5437458994249549
"TRE-TTC15-1","",False,False,False,"TRNA","RNA, transfer","functional",1.6108652863564743
"TRE-TTC2-1","",False,True,False,"TRNA","RNA, transfer","functional",3.666396511134268
"TRE-TTC2-2","",False,False,False,"TRNA","RNA, transfer","functional",3.9076068079194166
"TRE-TTC3-1","",False,False,False,"TRNA","RNA, transfer","functional",3.328702095635059
"TRE-TTC4-1","",False,False,False,"TRNA","RNA, transfer","functional",3.183975917563969
"TRE-TTC4-2","",False,True,False,"TRNA","RNA, transfer","functional",3.811122689205357
"TRE-TTC6-1","",False,True,False,"TRNA","pseudogene","pseudogene",2.315618849137432
"TRE-TTC7-1","",False,False,False,"TRNA","pseudogene","pseudogene",2.2191347304233724
"TRE-TTC9-1","",False,True,True,"TRNA","pseudogene","pseudogene",1.076273549599088
"TRF-GAA1-1","",False,True,False,"TRNA","RNA, transfer","functional",3.6637531106215535
"TRF-GAA1-2","",False,True,False,"TRNA","RNA, transfer","functional",3.473428273706148
"TRF-GAA1-3","",False,True,True,"TRNA","RNA, transfer","functional",3.6637531106215535
"TRF-GAA1-4","",False,True,False,"TRNA","RNA, transfer","functional",3.854077947536959
"TRF-GAA1-5","",False,True,False,"TRNA","RNA, transfer","functional",3.806496738308107
"TRF-GAA1-6","",False,False,False,"TRNA","RNA, transfer","functional",3.092778599875337
"TRF-GAA10-1","",False,False,False,"TRNA","pseudogene","pseudogene",1.6984042661871974
"TRF-GAA11-1","",False,False,False,"TRNA","pseudogene","pseudogene",1.5225986953232429
"TRF-GAA12-1","",False,False,False,"TRNA","pseudogene","pseudogene",1.094367812263581
"TRF-GAA2-1","",False,True,False,"TRNA","RNA, transfer","functional",3.616171901392702
"TRF-GAA3-1","",False,True,False,"TRNA","RNA, transfer","functional",4.091983993681216
"TRF-GAA4-1","",False,False,False,"TRNA","RNA, transfer","functional",2.581602095322137
"TRF-GAA5-1","",False,False,False,"TRNA","RNA, transfer","functional",2.210363446903912
"TRF-GAA6-1","",False,False,False,"TRNA","RNA, transfer","functional",1.4550848173633864
"TRF-GAA8-1","",False,False,False,"TRNA","pseudogene","pseudogene",1.3322738584078375
"TRF-GAA9-1","",False,False,False,"TRNA","pseudogene","pseudogene",0.9832866804241668
"TRG-CCC1-1","",False,False,False,"TRNA","RNA, transfer","functional",3.7180358986150313
"TRG-CCC1-2","",False,False,False,"TRNA","RNA, transfer","functional",3.3755852237425947
"TRG-CCC2-1","",False,False,False,"TRNA","RNA, transfer","functional",3.130977598833711
"TRG-CCC2-2","",False,False,False,"TRNA","RNA, transfer","functional",3.5712713236697016
"TRG-CCC3-1","",True,True,True,"TRNA","RNA, transfer","functional",1.859017949307516
"TRG-CCC4-1","",False,False,False,"TRNA","RNA, transfer","functional",3.913721998542139
"TRG-CCC5-1","",False,False,False,"TRNA","RNA, transfer","functional",3.277742173779041
"TRG-CCC6-1","",False,False,False,"TRNA","RNA, transfer","functional",4.060486573487469
"TRG-CCC7-1","",False,True,False,"TRNA","RNA, transfer","functional",1.6402300181390144
"TRG-GCC1-1","",False,False,False,"TRNA","RNA, transfer","functional",0.4892152498177674
"TRG-GCC1-2","",False,False,False,"TRNA","RNA, transfer","functional",0.0978430499635534
"TRG-GCC1-3","",False,False,False,"TRNA","RNA, transfer","functional",0.4892152498177674
"TRG-GCC1-4","",False,False,False,"TRNA","RNA, transfer","functional",0.0
"TRG-GCC1-5","",False,False,False,"TRNA","RNA, transfer","functional",4.207251148432799
"TRG-GCC2-1","",False,False,False,"TRNA","RNA, transfer","functional",3.766957423596809
"TRG-GCC2-2","",False,False,False,"TRNA","RNA, transfer","functional",3.3755852237425947
"TRG-GCC2-3","",False,False,False,"TRNA","RNA, transfer","functional",3.8648004735603614
"TRG-GCC2-4","",False,False,False,"TRNA","RNA, transfer","functional",2.641762349015944
"TRG-GCC2-5","",False,False,False,"TRNA","RNA, transfer","functional",2.592840824034167
"TRG-GCC2-6","",False,True,False,"TRNA","RNA, transfer","functional",3.766957423596809
"TRG-GCC3-1","",False,False,False,"TRNA","RNA, transfer","functional",2.2993116741435067
"TRG-GCC4-1","",False,False,False,"TRNA","RNA, transfer","functional",0.8805874496719812
"TRG-TCC1-1","",True,True,True,"TRNA","RNA, transfer","functional",4.293543282775656
"TRG-TCC2-1","",False,True,False,"TRNA","RNA, transfer","functional",3.328702095635059
"TRG-TCC2-2","",False,True,False,"TRNA","RNA, transfer","functional",0.0
"TRG-TCC2-3","",False,True,False,"TRNA","RNA, transfer","functional",0.0
"TRG-TCC2-4","",False,True,False,"TRNA","RNA, transfer","functional",0.0
"TRG-TCC2-5","",False,True,False,"TRNA","RNA, transfer","functional",0.0
"TRG-TCC2-6","",False,True,False,"TRNA","RNA, transfer","functional",3.9076068079194166
"TRG-TCC3-1","",False,True,False,"TRNA","RNA, transfer","functional",4.245301223418625
"TRG-TCC4-1","",False,False,False,"TRNA","RNA, transfer","functional",2.1708926710663428
"TRG-TCC5-1","",False,True,True,"TRNA","pseudogene","pseudogene",1.1095673652116862
"TRG-TCC6-1","",False,True,True,"TRNA","pseudogene","pseudogene",1.157809424568716
"TRH-GTG1-1","",False,True,False,"TRNA","RNA, transfer","functional",2.363860908494462
"TRH-GTG1-2","",False,True,False,"TRNA","RNA, transfer","functional",2.1708926710663428
"TRH-GTG1-3","",False,False,False,"TRNA","RNA, transfer","functional",0.6271467716413879
"TRH-GTG1-4","",False,False,False,"TRNA","RNA, transfer","functional",2.363860908494462
"TRH-GTG1-5","",False,True,False,"TRNA","RNA, transfer","functional",2.8462815020647603
"TRH-GTG1-6","",False,True,False,"TRNA","RNA, transfer","functional",1.8331982555671336
"TRH-GTG1-7","",False,False,False,"TRNA","RNA, transfer","functional",3.0874917988499093
"TRH-GTG1-8","",False,False,False,"TRNA","RNA, transfer","functional",2.99100768013585
