gene_name,expected_promoter,contains_type1_promoter,contains_type2_promoter,contains_type3_promoter,gene_group,locus_type,gene_type
TRA-AGC10-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-AGC11-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-AGC12-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-AGC12-3,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-AGC13-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-AGC14-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-AGC14-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-AGC15-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-AGC2-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRA-AGC2-2,None,False,True,False,TRNA,"RNA, transfer",functional
TRA-AGC23-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRA-AGC24-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-AGC3-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-AGC4-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRA-AGC5-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-AGC6-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-AGC7-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-AGC8-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-AGC8-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-AGC9-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-CGC1-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-CGC2-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRA-CGC3-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRA-CGC4-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRA-CGC5-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-TGC1-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-TGC10-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-TGC2-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRA-TGC3-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-TGC3-2,None,False,True,False,TRNA,"RNA, transfer",functional
TRA-TGC4-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-TGC5-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-TGC6-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRA-TGC7-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRA-TGC9-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRC-ACA1-1,None,False,True,False,TRNA,pseudogene,pseudogene
TRC-GCA1-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA10-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA11-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA12-1,None,True,True,True,TRNA,"RNA, transfer",functional
TRC-GCA13-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA14-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA15-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA16-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA17-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA18-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA19-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA2-1,None,True,True,True,TRNA,"RNA, transfer",functional
TRC-GCA2-2,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA2-3,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA2-4,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA20-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA21-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA22-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA23-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA25-1,None,False,True,False,TRNA,pseudogene,pseudogene
TRC-GCA3-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA4-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA5-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA6-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA7-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA8-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA9-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA9-2,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA9-3,None,False,True,False,TRNA,"RNA, transfer",functional
TRC-GCA9-4,None,False,True,False,TRNA,"RNA, transfer",functional
TRD-GTC1-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRD-GTC10-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRD-GTC2-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRD-GTC2-10,None,False,True,False,TRNA,"RNA, transfer",functional
TRD-GTC2-11,None,False,True,False,TRNA,"RNA, transfer",functional
TRD-GTC2-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRD-GTC2-3,None,False,False,False,TRNA,"RNA, transfer",functional
TRD-GTC2-4,None,False,False,False,TRNA,"RNA, transfer",functional
TRD-GTC2-5,None,False,False,False,TRNA,"RNA, transfer",functional
TRD-GTC2-6,None,False,True,False,TRNA,"RNA, transfer",functional
TRD-GTC2-7,None,False,False,False,TRNA,"RNA, transfer",functional
TRD-GTC2-8,None,False,True,False,TRNA,"RNA, transfer",functional
TRD-GTC2-9,None,False,True,False,TRNA,"RNA, transfer",functional
TRD-GTC3-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRE-CTC1-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRE-CTC1-2,None,False,True,False,TRNA,"RNA, transfer",functional
TRE-CTC1-3,None,False,True,False,TRNA,"RNA, transfer",functional
TRE-CTC1-4,None,False,True,False,TRNA,"RNA, transfer",functional
TRE-CTC1-5,None,False,True,False,TRNA,"RNA, transfer",functional
TRE-CTC1-6,None,False,True,False,TRNA,"RNA, transfer",functional
TRE-CTC1-7,None,False,True,False,TRNA,"RNA, transfer",functional
TRE-CTC10-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRE-CTC11-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRE-CTC12-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRE-CTC13-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRE-CTC14-1,None,False,True,True,TRNA,"RNA, transfer",functional
TRE-CTC15-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRE-CTC16-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRE-CTC18-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRE-CTC2-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRE-CTC4-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRE-CTC7-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRE-CTC9-1,None,False,True,True,TRNA,"RNA, transfer",functional
TRE-TTC1-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRE-TTC1-2,None,False,True,False,TRNA,"RNA, transfer",functional
TRE-TTC10-1,None,False,True,False,TRNA,pseudogene,pseudogene
TRE-TTC14-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRE-TTC15-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRE-TTC2-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRE-TTC2-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRE-TTC3-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRE-TTC4-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRE-TTC4-2,None,False,True,False,TRNA,"RNA, transfer",functional
TRE-TTC6-1,None,False,True,False,TRNA,pseudogene,pseudogene
TRE-TTC7-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRE-TTC9-1,None,False,True,True,TRNA,pseudogene,pseudogene
TRF-GAA1-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRF-GAA1-2,None,False,True,False,TRNA,"RNA, transfer",functional
TRF-GAA1-3,None,False,True,True,TRNA,"RNA, transfer",functional
TRF-GAA1-4,None,False,True,False,TRNA,"RNA, transfer",functional
TRF-GAA1-5,None,False,True,False,TRNA,"RNA, transfer",functional
TRF-GAA1-6,None,False,False,False,TRNA,"RNA, transfer",functional
TRF-GAA10-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRF-GAA11-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRF-GAA12-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRF-GAA2-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRF-GAA3-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRF-GAA4-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRF-GAA5-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRF-GAA6-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRF-GAA8-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRF-GAA9-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRG-CCC1-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRG-CCC1-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRG-CCC2-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRG-CCC2-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRG-CCC3-1,None,True,True,True,TRNA,"RNA, transfer",functional
TRG-CCC4-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRG-CCC5-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRG-CCC6-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRG-CCC7-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRG-GCC1-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRG-GCC1-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRG-GCC1-3,None,False,False,False,TRNA,"RNA, transfer",functional
TRG-GCC1-4,None,False,False,False,TRNA,"RNA, transfer",functional
TRG-GCC1-5,None,False,False,False,TRNA,"RNA, transfer",functional
TRG-GCC2-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRG-GCC2-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRG-GCC2-3,None,False,False,False,TRNA,"RNA, transfer",functional
TRG-GCC2-4,None,False,False,False,TRNA,"RNA, transfer",functional
TRG-GCC2-5,None,False,False,False,TRNA,"RNA, transfer",functional
TRG-GCC2-6,None,False,True,False,TRNA,"RNA, transfer",functional
TRG-GCC3-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRG-GCC4-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRG-TCC1-1,None,True,True,True,TRNA,"RNA, transfer",functional
TRG-TCC2-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRG-TCC2-2,None,False,True,False,TRNA,"RNA, transfer",functional
TRG-TCC2-3,None,False,True,False,TRNA,"RNA, transfer",functional
TRG-TCC2-4,None,False,True,False,TRNA,"RNA, transfer",functional
TRG-TCC2-5,None,False,True,False,TRNA,"RNA, transfer",functional
TRG-TCC2-6,None,False,True,False,TRNA,"RNA, transfer",functional
TRG-TCC3-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRG-TCC4-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRG-TCC5-1,None,False,True,True,TRNA,pseudogene,pseudogene
TRG-TCC6-1,None,False,True,True,TRNA,pseudogene,pseudogene
TRH-GTG1-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRH-GTG1-2,None,False,True,False,TRNA,"RNA, transfer",functional
TRH-GTG1-3,None,False,False,False,TRNA,"RNA, transfer",functional
TRH-GTG1-4,None,False,False,False,TRNA,"RNA, transfer",functional
TRH-GTG1-5,None,False,True,False,TRNA,"RNA, transfer",functional
TRH-GTG1-6,None,False,True,False,TRNA,"RNA, transfer",functional
TRH-GTG1-7,None,False,False,False,TRNA,"RNA, transfer",functional
TRH-GTG1-8,None,False,False,False,TRNA,"RNA, transfer",functional
TRH-GTG1-9,None,False,False,False,TRNA,"RNA, transfer",functional
TRI-AAT1-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRI-AAT10-1,None,False,True,True,TRNA,pseudogene,pseudogene
TRI-AAT11-1,None,False,True,False,TRNA,pseudogene,pseudogene
TRI-AAT12-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRI-AAT2-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRI-AAT3-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRI-AAT4-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRI-AAT5-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRI-AAT5-2,None,False,True,False,TRNA,"RNA, transfer",functional
TRI-AAT5-3,None,False,True,False,TRNA,"RNA, transfer",functional
TRI-AAT5-4,None,False,True,False,TRNA,"RNA, transfer",functional
TRI-AAT5-5,None,False,True,False,TRNA,"RNA, transfer",functional
TRI-AAT6-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRI-AAT7-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRI-AAT7-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRI-AAT8-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRI-AAT9-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRI-GAT1-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRI-GAT1-2,None,False,True,False,TRNA,"RNA, transfer",functional
TRI-GAT1-3,None,False,True,False,TRNA,"RNA, transfer",functional
TRI-TAT1-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRI-TAT2-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRI-TAT2-2,None,False,True,False,TRNA,"RNA, transfer",functional
TRI-TAT2-3,None,False,True,False,TRNA,"RNA, transfer",functional
TRI-TAT3-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-CTT1-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-CTT1-2,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-CTT12-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRK-CTT13-1,None,False,True,True,TRNA,pseudogene,pseudogene
TRK-CTT14-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRK-CTT16-1,None,False,True,False,TRNA,pseudogene,pseudogene
TRK-CTT2-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-CTT2-2,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-CTT2-3,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-CTT2-4,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-CTT2-5,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-CTT3-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRK-CTT4-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-CTT5-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-CTT6-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-CTT7-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-CTT8-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRK-CTT9-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-TTT1-1,None,True,True,True,TRNA,"RNA, transfer",functional
TRK-TTT10-1,None,False,True,True,TRNA,pseudogene,pseudogene
TRK-TTT13-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRK-TTT14-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-TTT15-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRK-TTT17-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRK-TTT2-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-TTT3-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-TTT3-2,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-TTT3-3,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-TTT3-4,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-TTT3-5,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-TTT4-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-TTT5-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-TTT6-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-TTT7-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRK-TTT8-1,None,True,True,True,TRNA,"RNA, transfer",functional
TRK-TTT9-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRL-AAG1-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-AAG1-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-AAG1-3,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-AAG2-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-AAG2-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-AAG2-3,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-AAG2-4,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-AAG3-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-AAG4-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-AAG7-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRL-CAA1-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-CAA1-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-CAA2-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-CAA3-1,None,False,True,True,TRNA,"RNA, transfer",functional
TRL-CAA4-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-CAA5-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRL-CAA6-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-CAA7-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-CAG1-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-CAG1-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-CAG1-3,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-CAG1-4,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-CAG1-5,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-CAG1-6,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-CAG1-7,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-CAG2-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-CAG2-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-TAA1-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRL-TAA2-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-TAA3-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-TAA4-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRL-TAA5-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRL-TAG1-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-TAG2-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-TAG3-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRL-TAG4-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRM-CAT1-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRM-CAT2-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRM-CAT3-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRM-CAT3-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRM-CAT4-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRM-CAT4-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRM-CAT4-3,None,False,False,False,TRNA,"RNA, transfer",functional
TRM-CAT5-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRM-CAT5-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRM-CAT6-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRM-CAT7-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRN-GTT1-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRN-GTT10-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRN-GTT2-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRN-GTT2-2,None,False,True,False,TRNA,"RNA, transfer",functional
TRN-GTT2-3,None,False,True,False,TRNA,"RNA, transfer",functional
TRN-GTT2-4,None,False,True,False,TRNA,"RNA, transfer",functional
TRN-GTT2-5,None,False,True,False,TRNA,"RNA, transfer",functional
TRN-GTT2-6,None,False,True,False,TRNA,"RNA, transfer",functional
TRN-GTT2-7,None,False,True,False,TRNA,"RNA, transfer",functional
TRN-GTT2-8,None,False,True,False,TRNA,"RNA, transfer",functional
TRN-GTT22-1,None,True,True,True,TRNA,pseudogene,pseudogene
TRN-GTT23-1,None,True,True,True,TRNA,pseudogene,pseudogene
TRN-GTT24-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRN-GTT25-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRN-GTT26-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRN-GTT27-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRN-GTT3-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRN-GTT4-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRN-GTT5-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRN-GTT6-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRN-GTT7-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRN-GTT8-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRN-GTT9-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRN-GTT9-2,None,False,True,False,TRNA,"RNA, transfer",functional
TRP-AGG1-1,None,False,True,True,TRNA,"RNA, transfer",functional
TRP-AGG2-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRP-AGG2-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRP-AGG2-3,None,False,False,False,TRNA,"RNA, transfer",functional
TRP-AGG2-4,None,False,False,False,TRNA,"RNA, transfer",functional
TRP-AGG2-5,None,False,False,False,TRNA,"RNA, transfer",functional
TRP-AGG2-6,None,False,True,False,TRNA,"RNA, transfer",functional
TRP-AGG2-7,None,False,False,False,TRNA,"RNA, transfer",functional
TRP-AGG2-8,None,False,False,False,TRNA,"RNA, transfer",functional
TRP-AGG4-1,None,False,True,True,TRNA,pseudogene,pseudogene
TRP-AGG5-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRP-AGG6-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRP-CGG1-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRP-CGG1-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRP-CGG1-3,None,False,False,False,TRNA,"RNA, transfer",functional
TRP-CGG2-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRP-GGG1-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRP-TGG1-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRP-TGG2-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRP-TGG3-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRP-TGG3-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRP-TGG3-3,None,False,False,False,TRNA,"RNA, transfer",functional
TRP-TGG3-4,None,False,True,True,TRNA,"RNA, transfer",functional
TRP-TGG3-5,None,False,True,True,TRNA,"RNA, transfer",functional
TRP-TGG4-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRP-TGG5-1,None,False,True,False,TRNA,pseudogene,pseudogene
TRQ-CTG1-1,None,False,True,True,TRNA,"RNA, transfer",functional
TRQ-CTG1-2,None,False,True,False,TRNA,"RNA, transfer",functional
TRQ-CTG1-3,None,False,True,False,TRNA,"RNA, transfer",functional
TRQ-CTG1-4,None,False,True,False,TRNA,"RNA, transfer",functional
TRQ-CTG1-5,None,False,True,False,TRNA,"RNA, transfer",functional
TRQ-CTG11-1,None,False,True,False,TRNA,pseudogene,pseudogene
TRQ-CTG13-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRQ-CTG16-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRQ-CTG2-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRQ-CTG3-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRQ-CTG3-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRQ-CTG4-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRQ-CTG4-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRQ-CTG5-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRQ-CTG6-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRQ-CTG7-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRQ-CTG9-1,None,False,True,False,TRNA,pseudogene,pseudogene
TRQ-TTG1-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRQ-TTG10-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRQ-TTG2-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRQ-TTG3-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRQ-TTG3-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRQ-TTG3-3,None,False,True,False,TRNA,"RNA, transfer",functional
TRQ-TTG4-1,None,True,True,True,TRNA,"RNA, transfer",functional
TRQ-TTG5-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRQ-TTG6-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRQ-TTG7-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRQ-TTG8-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRQ-TTG9-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRR-ACG1-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRR-ACG1-2,None,False,True,False,TRNA,"RNA, transfer",functional
TRR-ACG1-3,None,False,True,False,TRNA,"RNA, transfer",functional
TRR-ACG2-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRR-ACG2-2,None,True,True,True,TRNA,"RNA, transfer",functional
TRR-ACG2-3,None,False,True,False,TRNA,"RNA, transfer",functional
TRR-ACG2-4,None,False,True,False,TRNA,"RNA, transfer",functional
TRR-CCG1-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRR-CCG1-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRR-CCG1-3,None,False,True,False,TRNA,"RNA, transfer",functional
TRR-CCG2-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRR-CCT1-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRR-CCT2-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRR-CCT3-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRR-CCT4-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRR-CCT6-2,None,False,False,False,TRNA,"RNA, transfer",functional
TRR-CCT7-1,None,False,False,False,TRNA,pseudogene,pseudogene
TRR-CCT8-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRR-CCT9-1,None,False,True,True,TRNA,pseudogene,pseudogene
TRR-TCG1-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRR-TCG2-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRR-TCG3-1,None,False,False,False,TRNA,"RNA, transfer",functional
TRR-TCG4-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRR-TCG5-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRR-TCT1-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRR-TCT2-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRR-TCT3-1,None,False,True,False,TRNA,"RNA, transfer",functional
TRR-TCT3-2,None,False,True,False,TRNA,"RNA, transfer",functional
TRR-TCT4-1,None,False,True,False,TRNA,"RNA, transfer",functional
