"Gene","PhastCons30_median","PhyloP100_median","PhyloP447_median","GTEX_max","Gene_Type","Gene_group"
"RNY4P19",0.288000002503395,0.12049999833107,0.0480000004172325,6,"Pseudogene","RNY"
"RNY4P2",0.0865000002086163,0.30799999833107,-0.0344999991357327,1,"Pseudogene","RNY"
"RNY4P20",0.103000000119209,0.30799999833107,0.0399999991059303,6,"Pseudogene","RNY"
"RNY4P21",0.0775000005960464,0.22749999910593,-0.445500001311302,1,"Pseudogene","RNY"
"RNY4P22",0.108500000089407,0.194999992847443,0.400000005960464,0,"Pseudogene","RNY"
"RNY4P23",0.675000011920929,0.24600000679493,0.815999984741211,2,"Pseudogene","RNY"
"RNY4P24",0.0120000001043081,0.111999999731779,0.00850000022910535,5,"Pseudogene","RNY"
"RNY4P25",0.026999999769032,0.30799999833107,0.0469999983906746,9,"Pseudogene","RNY"
"RNY4P26",0.767000019550323,0.30799999833107,0.816999971866608,4,"Pseudogene","RNY"
"RNY4P27",0.0160000007599592,0.284000009298325,0.100499997846782,0,"Pseudogene","RNY"
"RNY4P28",0.0320000015199184,-0.208000004291534,0.046000000089407,2,"Pseudogene","RNY"
"RNY4P29",0.486999988555908,0.118000000715256,0.377000004053116,0,"Pseudogene","RNY"
"RNY4P3",0.0230000000447035,0.30799999833107,0.0040000001899898,3,"Pseudogene","RNY"
"RNY4P30",0.170000001788139,0.19200000166893,0.365000009536743,0,"Pseudogene","RNY"
"RNY4P31",0.167999997735023,0.214000001549721,0.0370000004768372,0,"Pseudogene","RNY"
"RNY4P34",0.0089999996125698,-0.0790000036358833,0.0480000004172325,1,"Pseudogene","RNY"
"RNY4P36",0.0449999999254942,0.30799999833107,0.0209999997168779,8,"Pseudogene","RNY"
"RNY4P37",0.00849999999627471,0.214000001549721,0.0365000013262033,12,"Pseudogene","RNY"
"RNY4P4",0.0419999994337559,0.301999986171722,0.462000012397766,5,"Pseudogene","RNY"
"RNY4P5",0.363000005483627,0.0769999995827675,0.12899999320507,2,"Pseudogene","RNY"
"RNY4P6",0.414499998092651,0.214000001549721,0.455000013113022,5,"Pseudogene","RNY"
"RNY4P7",0.0320000015199184,-0.415500000119209,0.0264999996870756,3,"Pseudogene","RNY"
"RNY4P8",0.16950000077486,-0.078999999910593,0.0699999984353781,2,"Pseudogene","RNY"
"RNY4P9",0.0500000007450581,0.211999997496605,-0.0120000001043081,2,"Pseudogene","RNY"
"RNY5",0.989000022411346,1.20200002193451,2.63199996948242,5,"Functional","RNY"
"RNY5P1",0.0109999999403954,0.245999999344349,0.0350000001490116,7,"Pseudogene","RNY"
"RNY5P10",0.00300000002607703,0.30799999833107,0.745999991893768,2,"Pseudogene","RNY"
"RNY5P2",0.0480000004172325,0.211999997496605,0.254999995231628,6,"Pseudogene","RNY"
"RNY5P3",0.0654999986290932,-0.227500006556511,0.114500001072884,1,"Pseudogene","RNY"
"RNY5P4",0.0120000001043081,-0.277500003576279,-0.00700000021606683,0,"Pseudogene","RNY"
"RNY5P5",0.00499999988824129,-0.0219999998807907,-0.00700000021606683,1,"Pseudogene","RNY"
"RNY5P6",0.0450000017881393,0.305000007152557,0.0469999983906746,2,"Pseudogene","RNY"
"RNY5P7",0.0810000002384186,0.27700001001358,0.679000020027161,0,"Pseudogene","RNY"
"RNY5P8",0.0040000001899898,-0.174999997019768,0.462000012397766,35,"Pseudogene","RNY"
"RNY5P9",0.107500001788139,0.239999994635582,0.45550000667572,2,"Pseudogene","RNY"
"AARS1P1",0.00700000021606683,1.59399998188019,0.455000013113022,0,"Pseudogene","TRNA"
"AIMP1P1",0.10249999910593,1.49699997901917,0.816999971866608,5,"Pseudogene","TRNA"
"AIMP1P2",0.0560000017285347,2.31399989128113,2.04099988937378,2,"Pseudogene","TRNA"
"CARS1P1",0.105999998748302,1.17400002479553,0.762000024318695,7,"Pseudogene","TRNA"
"CARS1P2",0.00300000002607703,-0.181999996304512,-0.28600001335144,2,"Pseudogene","TRNA"
"FARSBP1",0.10700000077486,1.0789999961853,1.2775000333786,2,"Pseudogene","TRNA"
"GARS1P1",0.108000002801418,2.07999992370605,0.455000013113022,1,"Pseudogene","TRNA"
"IARS2P1",0.0179999992251396,0.293000012636185,0.305000007152557,1,"Pseudogene","TRNA"
"KARS1P1",0.0599999986588955,1.69000005722046,0.0309999994933605,3,"Pseudogene","TRNA"
"KARS1P2",0.00499999988824129,0.785000026226044,-0.0439999997615814,29,"Pseudogene","TRNA"
"KARS1P3",0.0700000002980232,1.03600001335144,0.0020000000949949,5,"Pseudogene","TRNA"
"MT-TA",0.0109999999403954,1.93099999427795,0,25541,"Functional","TRNA"
"MT-TC",0.00250000006053596,1.03649997711182,0,30664,"Functional","TRNA"
"MT-TD",0.00849999999627471,1.89650005102158,0.0689999982714653,15025,"Functional","TRNA"
"MT-TE",0.00100000004749745,1.73800003528595,0,40872,"Functional","TRNA"
"MT-TF",0.0320000015199184,1.69700002670288,0.0640000030398369,43002,"Functional","TRNA"
"MT-TG",0.00100000004749745,0.828999996185303,0.125500001013279,13290,"Functional","TRNA"
"MT-TH",0.0020000000949949,1.03799998760223,-0.407000005245209,18112,"Functional","TRNA"
"MT-TI",0.804000020027161,3.79900002479553,0,7729,"Functional","TRNA"
"MT-TK",0.00100000004749745,1.44749999046326,0.0689999982714653,24541,"Functional","TRNA"
"MT-TL1",0.00600000005215406,3.49600005149841,0.0689999982714653,144667,"Functional","TRNA"
"MT-TL2",0.136000007390976,4.61299991607666,-0.319999992847443,8155,"Functional","TRNA"
"MT-TM",0.97350001335144,5.76999998092651,0,53497,"Functional","TRNA"
"MT-TN",0.00499999988824129,1.98199999332428,0,26261,"Functional","TRNA"
"MT-TP",0.00350000010803342,0.754499971866608,0,13049,"Functional","TRNA"
"MT-TQ",0.00350000010803342,2.08150005340576,0,20188,"Functional","TRNA"
"MT-TR",0.0410000011324883,2.04900002479553,0.185000002384186,27013,"Functional","TRNA"
"MT-TS1",0.00499999988824129,3.55900001525879,0.0689999982714653,201991,"Functional","TRNA"
"MT-TS2",0.00100000004749745,1.0900000333786,0.128000006079674,4425,"Functional","TRNA"
"MT-TT",0.00100000004749745,1.18999999761581,0,4065,"Functional","TRNA"
"MT-TV",0.00100000004749745,1.23300004005432,0.0689999982714653,58801,"Functional","TRNA"
"MT-TW",0.0149999996647239,2.15200006961823,0,11992,"Functional","TRNA"
"MT-TY",0.0344999991357326,2.32850003242493,0,29591,"Functional","TRNA"
"NARS1P1",0.0270000007003546,0.319000005722046,0.650000005960464,18,"Pseudogene","TRNA"
"NARS1P2",0.0160000007599592,2.28999996185303,3.08999991416931,3,"Pseudogene","TRNA"
"NMTRL-TAA2-1",0.178000003099442,2.89299988746643,0.200000002980232,1,"Functional","TRNA"
"NMTRL-TAA3-1",0.0209999997168779,3.1029999256134,0.400999993085861,1,"Functional","TRNA"
"NMTRL-TAA5-1",0.119999997317791,2.89400005340576,0.12899999320507,1,"Functional","TRNA"
"NMTRL-TAA6-1",0.0419999994337559,2.19700002670288,-0.400999993085861,0,"Functional","TRNA"
"NMTRP-TGG1-1",0.0510000009089708,2.08550000190735,0.12899999320507,0,"Pseudogene","TRNA"
"NMTRQ-CTG1-1",0.0820000022649765,1.18099999427795,-0.0260000005364418,1,"Functional","TRNA"
"NMTRQ-TTG1-1",0.078999999910593,2.32799994945526,-0.463499993085861,1,"Functional","TRNA"
"NMTRQ-TTG10-1",0.0180000001564622,0.994500011205673,0.446999996900558,3,"Functional","TRNA"
"NMTRQ-TTG11-1",0.0179999992251396,1.67550003528595,0.12899999320507,0,"Functional","TRNA"
"NMTRQ-TTG12-1",0.063000001013279,2.12349998950958,0.368999987840652,3,"Functional","TRNA"
"NMTRQ-TTG13-1",0.14300000667572,2.80650007724762,0.17399999499321,4,"Functional","TRNA"
"NMTRQ-TTG15-1",0.00750000029802322,1.81049996614456,0.0879999995231628,1,"Functional","TRNA"
"NMTRQ-TTG2-1",0.138999998569489,2.15450000762939,0.200000002980232,1,"Functional","TRNA"
"NMTRQ-TTG4-1",0.0235000001266599,2.3125,0.703999996185303,1,"Functional","TRNA"
"NMTRQ-TTG6-1",0.168999999761581,0.287999987602234,0.0480000004172325,2,"Functional","TRNA"
"NMTRQ-TTG7-1",0.124000001698732,2.59350001811981,0.0900000035762787,4,"Functional","TRNA"
"NMTRQ-TTG8-1",0.0120000001043081,2.76500010490417,-1.0110000371933,0,"Functional","TRNA"
"NMTRQ-TTG9-1",0.0510000009089708,2.60000002384186,0.0640000030398369,3,"Functional","TRNA"
"NMTRS-TGA2-1",0.129999998956919,3.49750006198883,0.0839999988675117,4,"Functional","TRNA"
"NMTRS-TGA3-1",0.781000018119812,3.51699995994568,0.11599999666214,1,"Functional","TRNA"
"NMTRV-TAC1-1",0.00700000021606683,0.584999978542328,0.0900000035762787,0,"Functional","TRNA"
"PRORSD1P",0.0245000002905726,0.0504999998956919,0.174999997019768,123,"Pseudogene","TRNA"
"QRSL1P1",0.0489999987185001,1.50700002908707,0.840000003576279,2,"Pseudogene","TRNA"
"QRSL1P2",0.0390000008046627,1.45000004768372,0.545000016689301,2,"Pseudogene","TRNA"
"QRSL1P3",0.165000006556511,1.47399997711182,0.754000008106232,5,"Pseudogene","TRNA"
"QTRT1P1",0.00800000037997961,0.0540000014007092,0.396500006318092,2,"Pseudogene","TRNA"
"RARS1P1",0.0560000017285347,1.34099996089935,0.869000017642975,4,"Pseudogene","TRNA"
"TARS2P1",0.0240000002086162,0.293000012636185,1.49399995803833,2,"Pseudogene","TRNA"
"TRA-AGC1-1",0.0194999994710088,0.234499998390675,0.388999998569489,0,"Functional","TRNA"
"TRA-AGC10-1",0.794000029563904,0.675000011920929,0.629000008106232,9,"Functional","TRNA"
"TRA-AGC11-1",0.992999970912933,2.57299995422363,4.16800022125244,4,"Functional","TRNA"
"TRA-AGC12-1",0.312000006437302,1.12699997425079,0.630999982357025,30,"Functional","TRNA"
"TRA-AGC12-3",0.238000005483627,0.48199999332428,0.629000008106232,131,"Functional","TRNA"
"TRA-AGC13-2",0.939000010490418,0.953000009059906,0.629000008106232,0,"Functional","TRNA"
"TRA-AGC14-1",0.925000011920929,0.890999972820282,0.629000008106232,13,"Functional","TRNA"
"TRA-AGC14-2",0.975000023841858,0.874000012874603,0.629000008106232,16,"Functional","TRNA"
"TRA-AGC15-1",0.101000003516674,-0.146999999880791,0.0489999987185001,10,"Functional","TRNA"
"TRA-AGC2-1",1,1.52400004863739,4.36499977111816,0,"Functional","TRNA"
"TRA-AGC2-2",1,1.75300002098083,4.36499977111816,3,"Functional","TRNA"
"TRA-AGC23-1",0.0020000000949949,0.258499994874001,0.328000009059906,0,"Pseudogene","TRNA"
"TRA-AGC24-1",0.746999979019165,0.829999983310699,0.437999993562698,5,"Functional","TRNA"
"TRA-AGC3-1",0.992999970912933,1.87899994850159,3.83899998664856,4,"Functional","TRNA"
"TRA-AGC4-1",1,1.76499998569489,3.96800005435944,1,"Functional","TRNA"
"TRA-AGC5-1",0.901000022888184,1.09999996423721,1.61949998140335,0,"Functional","TRNA"
"TRA-AGC6-1",0.121500000357628,0.411500006914139,0.37100000679493,0,"Functional","TRNA"
"TRA-AGC7-1",0.858499974012375,0.903999984264374,0.324500009417534,2,"Functional","TRNA"
"TRA-AGC8-1",1,3.97900009155273,7.89599990844727,2,"Functional","TRNA"
"TRA-AGC8-2",1,3.48000001907349,7.13299989700317,3,"Functional","TRNA"
"TRA-AGC9-1",0.10700000077486,0.188999995589256,0.0900000035762787,3,"Functional","TRNA"
"TRA-CGC1-1",1,2.91000008583069,7.84999990463257,0,"Functional","TRNA"
"TRA-CGC2-1",1,1.88999998569489,3.75300002098083,1,"Functional","TRNA"
"TRA-CGC3-1",1,3.20199990272522,8.02200031280518,0,"Functional","TRNA"
"TRA-CGC4-1",0.172499999403954,0.71849998831749,1.1139999628067,1,"Functional","TRNA"
"TRA-CGC5-1",0.0040000001899898,0.516000017523766,NA,-Inf,"Functional","TRNA"
"TRA-TGC1-1",0.0089999996125698,1.10899996757507,1.8299999833107,1,"Functional","TRNA"
"TRA-TGC10-1",0.0120000001043081,0.0180000010877848,-0.144000001251698,6,"Functional","TRNA"
"TRA-TGC2-1",0.588499993085861,0.804499983787537,1.49399995803833,8,"Functional","TRNA"
"TRA-TGC3-1",1,1.98300004005432,4.58049988746643,2,"Functional","TRNA"
"TRA-TGC3-2",1,1.98300004005432,4.58049988746643,2,"Functional","TRNA"
"TRA-TGC4-1",0.996999979019165,1.49049997329712,4.61800003051758,8,"Functional","TRNA"
"TRA-TGC5-1",0.842999994754791,1.47399997711182,1.8299999833107,1,"Functional","TRNA"
"TRA-TGC6-1",0.948000013828278,1.42700004577637,1.65099996328354,1,"Functional","TRNA"
"TRA-TGC7-1",0.933000028133392,1.28400003910065,1.66799998283386,0,"Functional","TRNA"
"TRA-TGC9-1",0.00700000021606684,0.773999989032745,0.775499999523163,7,"Pseudogene","TRNA"
"TRC-ACA1-1",0.00300000002607703,-0.106499999761581,-0.136000003665686,1,"Pseudogene","TRNA"
"TRC-GCA1-1",0.998000025749206,0.962000012397766,2.04050004482269,0,"Functional","TRNA"
"TRC-GCA10-1",0.986000001430512,0.561999976634979,1.01099997758865,0,"Functional","TRNA"
"TRC-GCA11-1",0.986999988555908,1.42799997329712,1.96050000190735,3,"Functional","TRNA"
"TRC-GCA12-1",0.989500015974045,1.92799997329712,2.38550007343292,1,"Functional","TRNA"
"TRC-GCA13-1",0.998000025749206,1.7104999423027,2.69049990177155,0,"Functional","TRNA"
"TRC-GCA14-1",0.930500000715256,1.40900003910065,2.37100005149841,4,"Functional","TRNA"
"TRC-GCA15-1",0.881999999284744,0.708999991416931,1.77350002527237,4,"Functional","TRNA"
"TRC-GCA16-1",0.702999979257584,0.684500008821487,1.02599999308586,24,"Functional","TRNA"
"TRC-GCA17-1",0.974999994039536,1.24100005626678,1.50249999761581,1,"Functional","TRNA"
"TRC-GCA18-1",0.992499977350235,0.781000018119812,1.10699999332428,2,"Functional","TRNA"
"TRC-GCA19-1",0.976000010967255,1.73599994182587,2.37899994850159,5,"Functional","TRNA"
"TRC-GCA2-1",1,2.99300003051758,5.65999984741211,1,"Functional","TRNA"
"TRC-GCA2-2",1,2.99300003051758,5.65999984741211,1,"Functional","TRNA"
"TRC-GCA2-3",1,3.00200009346008,7.28599977493286,1,"Functional","TRNA"
"TRC-GCA2-4",1,3.02300000190735,6.35750007629395,1,"Functional","TRNA"
"TRC-GCA20-1",1,0.595999985933304,1.54749995470047,6,"Functional","TRNA"
"TRC-GCA21-1",0.279500007629395,0.974000006914139,0.259500004351139,1,"Functional","TRNA"
"TRC-GCA22-1",0.994000017642975,0.621500015258789,1.45999997854233,32,"Functional","TRNA"
"TRC-GCA23-1",0.00500000012107193,0.665000021457672,0.199000000953674,4,"Functional","TRNA"
"TRC-GCA25-1",0.127000004053116,0.66100001335144,3.53099989891052,2,"Pseudogene","TRNA"
"TRC-GCA3-1",0.994000017642975,3.00849997997284,2.38349997997284,2,"Functional","TRNA"
"TRC-GCA4-1",1,3.21549999713898,7.24300003051758,8,"Functional","TRNA"
"TRC-GCA5-1",0.0209999997168779,0.806999981403351,4.09700012207031,1,"Functional","TRNA"
"TRC-GCA6-1",1,2.85899996757507,4.50299978256226,3,"Functional","TRNA"
"TRC-GCA7-1",0.141000002622604,0.0610000006854534,4.08599996566772,15,"Functional","TRNA"
"TRC-GCA8-1",0.886500000953674,0.915000021457672,4.10899996757507,2,"Functional","TRNA"
"TRC-GCA9-1",1,3.17499995231628,5.11700010299683,3,"Functional","TRNA"
"TRC-GCA9-2",0.990500003099442,1.58500003814697,0.479000002145767,0,"Functional","TRNA"
"TRC-GCA9-3",0.998000025749206,1.08649998903275,1.79100000858307,4,"Functional","TRNA"
"TRC-GCA9-4",0.992999970912933,1.43599998950958,2.66049993038177,1,"Functional","TRNA"
"TRD-GTC1-1",1,2.63599991798401,5.37600016593933,4,"Functional","TRNA"
"TRD-GTC10-1",0.00100000004749745,0.132500000298023,0.00949999963631853,301,"Functional","TRNA"
"TRD-GTC2-1",0.288500010967255,0.0894999988377094,1.90599995851517,11,"Functional","TRNA"
"TRD-GTC2-10",0.998000025749206,1.34599995613098,5.46199989318848,11,"Functional","TRNA"
"TRD-GTC2-11",1,3.05299997329712,7.09200000762939,68,"Functional","TRNA"
"TRD-GTC2-2",0.968999981880188,-0.0214999997988343,1.90599995851517,1,"Functional","TRNA"
"TRD-GTC2-3",0.757499992847443,-0.190000005066395,1.90599995851517,0,"Functional","TRNA"
"TRD-GTC2-4",0.586500018835068,-0.201999999582767,1.90599995851517,0,"Functional","TRNA"
"TRD-GTC2-5",0.918999999761581,-0.114000000059605,1.90599995851517,0,"Functional","TRNA"
"TRD-GTC2-6",1,3.06699991226196,7.30999994277954,3,"Functional","TRNA"
"TRD-GTC2-7",1,2.125,6.0164999961853,5,"Functional","TRNA"
"TRD-GTC2-8",1,3.06699991226196,7.30999994277954,3,"Functional","TRNA"
"TRD-GTC2-9",1,2.125,6.0164999961853,5,"Functional","TRNA"
"TRD-GTC3-1",0.260999992489815,0.374500006437302,-0.209000006318092,3,"Functional","TRNA"
"TRE-CTC1-1",1,1.74699997901917,5.54749989509583,2,"Functional","TRNA"
"TRE-CTC1-2",0.281499996781349,0.0580000001937151,0.425000011920929,1,"Functional","TRNA"
"TRE-CTC1-3",0.119500000029802,-0.0905000008642673,0.425000011920929,2,"Functional","TRNA"
"TRE-CTC1-4",0.974999994039536,-0.0635000020265579,0.425000011920929,0,"Functional","TRNA"
"TRE-CTC1-5",0.860499978065491,0.0449999999254942,0.425000011920929,0,"Functional","TRNA"
"TRE-CTC1-6",1,1.7849999666214,4.33249998092651,1,"Functional","TRNA"
"TRE-CTC1-7",1,2.89400005340576,5.89299988746643,1,"Functional","TRNA"
"TRE-CTC10-1",0.00949999969452619,0.30799999833107,0.0449999999254942,1,"Functional","TRNA"
"TRE-CTC11-1",0.00499999988824129,0.144999995827675,-0.411999985575676,1,"Functional","TRNA"
"TRE-CTC12-1",0.00549999997019768,0.118000000715256,0.12899999320507,3,"Functional","TRNA"
"TRE-CTC13-1",0.0240000002086162,0.0719999969005585,0.0790000036358833,0,"Functional","TRNA"
"TRE-CTC14-1",0.0040000001899898,0.0149999996647239,0.0489999987185001,1,"Functional","TRNA"
"TRE-CTC15-1",0.00600000005215406,0.112999998033047,0.200000002980232,1,"Functional","TRNA"
"TRE-CTC16-1",0,-0.216000005602837,-1.45099997520447,4,"Pseudogene","TRNA"
"TRE-CTC18-1",0.0570000000298023,0.282000005245209,0.341999997152016,3,"Functional","TRNA"
"TRE-CTC2-1",1,1.64199995994568,3.3714998960495,2,"Functional","TRNA"
"TRE-CTC4-1",0.00750000029802322,0.118000000715256,0.12899999320507,0,"Functional","TRNA"
"TRE-CTC7-1",0.00450000003911554,0.145999997854233,0.200000002980232,1,"Pseudogene","TRNA"
"TRE-CTC9-1",0.0469999983906746,0.146999999880791,0.425000011920929,0,"Functional","TRNA"
"TRE-TTC1-1",1,3.62800002098083,7.15799999237061,11,"Functional","TRNA"
"TRE-TTC1-2",1,3.62800002098083,7.15799999237061,11,"Functional","TRNA"
"TRE-TTC10-1",0.0020000000949949,-0.0109999999403954,-0.492000013589859,27,"Pseudogene","TRNA"
"TRE-TTC14-1",0.0020000000949949,0.0599999986588955,0.124000001698732,10,"Functional","TRNA"
"TRE-TTC15-1",0.0109999999403954,-0.180999994277954,-0.0700000002980232,0,"Functional","TRNA"
"TRE-TTC2-1",1,3.58200001716614,7.96099996566772,7,"Functional","TRNA"
"TRE-TTC2-2",1,2.43300008773804,6.74049997329712,2,"Functional","TRNA"
"TRE-TTC3-1",0.0405000001192093,0.30799999833107,0.550000011920929,20,"Functional","TRNA"
"TRE-TTC4-1",0.0755000002682209,0.455000013113022,0.277500003576279,14,"Functional","TRNA"
"TRE-TTC4-2",0.405000001192093,0.152000002563,0.17849999666214,20,"Functional","TRNA"
"TRE-TTC6-1",0.00100000004749745,0.027500000782311,-0.0904999971389771,14,"Pseudogene","TRNA"
"TRE-TTC7-1",0.0020000000949949,-0.133500002324581,-0.122499994933605,1,"Pseudogene","TRNA"
"TRE-TTC9-1",0.00499999988824129,0.207000002264977,0.462000012397766,3,"Pseudogene","TRNA"
"TRF-GAA1-1",0.999000012874603,1.97599995136261,4.59200000762939,7,"Functional","TRNA"
"TRF-GAA1-2",1,2.24000000953674,5.45699977874756,2,"Functional","TRNA"
"TRF-GAA1-3",0.999000012874603,1.97599995136261,4.59200000762939,7,"Functional","TRNA"
"TRF-GAA1-4",1,2.24000000953674,5.45699977874756,2,"Functional","TRNA"
"TRF-GAA1-5",1,2.49300003051758,7.01599979400635,5,"Functional","TRNA"
"TRF-GAA1-6",0.981000006198883,1.49199998378754,1.94400000572205,3,"Functional","TRNA"
"TRF-GAA10-1",0.00300000002607703,-0.266000002622604,-1.14000004529953,9,"Pseudogene","TRNA"
"TRF-GAA11-1",0.0020000000949949,0.33899998664856,0.388000011444092,0,"Pseudogene","TRNA"
"TRF-GAA12-1",0.00700000021606683,0.104999996721745,0.284000009298325,4,"Pseudogene","TRNA"
"TRF-GAA2-1",0.996999979019165,1.22300004959106,2.59200000762939,7,"Functional","TRNA"
"TRF-GAA3-1",0.83899998664856,1.28199994564056,1.3309999704361,6,"Functional","TRNA"
"TRF-GAA4-1",0.516000002622604,1,1.35749995708466,0,"Functional","TRNA"
"TRF-GAA5-1",0.0329999998211861,0.458999991416931,1.37699997425079,0,"Functional","TRNA"
"TRF-GAA6-1",0.00700000021606683,1.16499996185303,1.38300001621246,0,"Functional","TRNA"
"TRF-GAA8-1",0,-0.307000011205673,0.025000000372529,26,"Pseudogene","TRNA"
"TRF-GAA9-1",0.00499999988824129,-0.160500004887581,-1.15000003576279,27,"Pseudogene","TRNA"
"TRG-CCC1-1",0.00800000037997961,0.444000005722046,-0.0869999974966049,2,"Functional","TRNA"
"TRG-CCC1-2",0.0109999999403954,0.444000005722046,-0.39300000667572,2,"Functional","TRNA"
"TRG-CCC2-1",1,3.47699999809265,7.78200006484985,23,"Functional","TRNA"
"TRG-CCC2-2",1,3.47699999809265,7.78200006484985,23,"Functional","TRNA"
"TRG-CCC3-1",0.0219999998807907,0.266999989748001,-0.00600000005215406,3,"Functional","TRNA"
"TRG-CCC4-1",0.00499999988824129,0.158000007271767,-0.104999996721745,1,"Functional","TRNA"
"TRG-CCC5-1",0.0040000001899898,0.446999996900558,-0.33899998664856,1,"Functional","TRNA"
"TRG-CCC6-1",0.0130000002682209,0.29899999499321,-0.104999996721745,4,"Functional","TRNA"
"TRG-CCC7-1",0.00100000004749745,-0.489999994635582,0.200000002980232,5,"Functional","TRNA"
"TRG-GCC1-1",0.500999987125397,0.391000002622604,0.527999997138977,1,"Functional","TRNA"
"TRG-GCC1-2",0.00499999988824129,0.745999991893768,0.527999997138977,3,"Functional","TRNA"
"TRG-GCC1-3",0.0350000001490116,0.649999976158142,0.527999997138977,1,"Functional","TRNA"
"TRG-GCC1-4",0.0040000001899898,0.180000007152557,0.527999997138977,0,"Functional","TRNA"
"TRG-GCC1-5",0.0040000001899898,0.214000001549721,-0.277999997138977,9,"Functional","TRNA"
"TRG-GCC2-1",0.939000010490418,2.76399993896484,3.62100005149841,82,"Functional","TRNA"
"TRG-GCC2-2",1,2.13000011444092,4.26300001144409,28,"Functional","TRNA"
"TRG-GCC2-3",0.91100001335144,3.60700011253357,5.11199998855591,1,"Functional","TRNA"
"TRG-GCC2-4",1,2.13000011444092,4.26300001144409,28,"Functional","TRNA"
"TRG-GCC2-5",0.91100001335144,3.60700011253357,5.11199998855591,1,"Functional","TRNA"
"TRG-GCC2-6",1,1.59599995613098,4.47200012207031,28,"Functional","TRNA"
"TRG-GCC3-1",0.935000002384186,1.41499996185303,2.73900008201599,8,"Functional","TRNA"
"TRG-GCC4-1",0.00300000002607703,0.485000014305115,0.527999997138977,0,"Functional","TRNA"
"TRG-TCC1-1",1,2.41449999809265,4.35099983215332,1,"Functional","TRNA"
"TRG-TCC2-1",1,2.21099996566772,5.94299983978271,2,"Functional","TRNA"
"TRG-TCC2-2",0.936500012874603,-0.0740000009536743,1.14950001239777,1,"Functional","TRNA"
"TRG-TCC2-3",0.289499998092651,-0.271000012755394,1.14950001239777,1,"Functional","TRNA"
"TRG-TCC2-4",0.990000009536743,-0.251000002026558,1.14950001239777,0,"Functional","TRNA"
"TRG-TCC2-5",0.0390000008046627,-0.0209999997168779,1.14950001239777,0,"Functional","TRNA"
"TRG-TCC2-6",1,2.60700011253357,4.48099994659424,36,"Functional","TRNA"
"TRG-TCC3-1",1,1.49000000953674,5.21700000762939,9,"Functional","TRNA"
"TRG-TCC4-1",0.896499991416931,0.18299999833107,1.12450003623962,3,"Functional","TRNA"
"TRG-TCC5-1",0.00849999999627471,NA,0.126000002026558,3,"Pseudogene","TRNA"
"TRG-TCC6-1",0.144500002264977,0.118000000715256,0.130000002682209,4,"Pseudogene","TRNA"
"TRH-GTG1-1",1,2.27800011634827,3.98549997806549,2,"Functional","TRNA"
"TRH-GTG1-2",0.905000001192093,0.660000026226044,1.14550000429153,2,"Functional","TRNA"
"TRH-GTG1-3",0.862500011920929,0.823000013828278,1.14800000190735,6,"Functional","TRNA"
"TRH-GTG1-4",0.943499982357025,0.80799999833107,0.70100000500679,4,"Functional","TRNA"
"TRH-GTG1-5",1,3.68899989128113,7.95900011062622,10,"Functional","TRNA"
"TRH-GTG1-6",1,3.63749992847443,7.33799982070923,4,"Functional","TRNA"
"TRH-GTG1-7",1,3.68899989128113,7.95900011062622,10,"Functional","TRNA"
"TRH-GTG1-8",1,3.63749992847443,7.33799982070923,4,"Functional","TRNA"
"TRH-GTG1-9",1,3.35599994659424,7.30999994277954,1,"Functional","TRNA"
"TRI-AAT1-1",0.782499998807907,NA,0.220499999821186,0,"Functional","TRNA"
"TRI-AAT10-1",0.010499999858439,0.207000002264977,0.456000000238419,1,"Pseudogene","TRNA"
"TRI-AAT11-1",0.00100000004749745,-0.120999999344349,-0.206000000238419,0,"Pseudogene","TRNA"
"TRI-AAT12-1",0.998000025749206,1.02799999713898,2.03100001811981,1,"Functional","TRNA"
"TRI-AAT2-1",0.0344999991357326,0.72299998998642,1.13450002670288,5,"Functional","TRNA"
"TRI-AAT3-1",0.614500015974045,1.23000001907349,0.639999985694885,0,"Functional","TRNA"
"TRI-AAT4-1",1,3.06699991226196,7.1560001373291,144,"Functional","TRNA"
"TRI-AAT5-1",1,2.85800004005432,3.45349991321564,1,"Functional","TRNA"
"TRI-AAT5-2",1,2.73300004005432,4.48499989509583,21,"Functional","TRNA"
"TRI-AAT5-3",1,3.08800005912781,6.89400005340576,0,"Functional","TRNA"
"TRI-AAT5-4",1,2.85800004005432,3.45349991321564,1,"Functional","TRNA"
"TRI-AAT5-5",1,2.73300004005432,4.48499989509583,21,"Functional","TRNA"
"TRI-AAT6-1",0.935000002384186,0.99099999666214,0.212999999523163,0,"Functional","TRNA"
"TRI-AAT7-1",0.190499998629093,0.431000009179115,0.329500004649162,2,"Functional","TRNA"
"TRI-AAT7-2",0.854499995708466,1.18400001525879,0.23200000077486,1,"Functional","TRNA"
"TRI-AAT8-1",0.901000022888184,1.51999998092651,1.28500002622604,0,"Functional","TRNA"
"TRI-AAT9-1",0.00300000002607703,0.561999976634979,0.61149999499321,0,"Functional","TRNA"
"TRI-GAT1-1",0.00300000002607703,0.277999997138977,3.45299994945526,21,"Functional","TRNA"
"TRI-GAT1-2",0.0089999996125698,0.277500003576279,3.45299994945526,4,"Functional","TRNA"
"TRI-GAT1-3",0.00800000037997961,0.275000005960464,3.45299994945526,6,"Functional","TRNA"
