"gene_name","gene_group","chromosome","start","end","gene_length","flank_length","intergenic_density_1000genomes","intergenic_density_gnomad","intergenic_density_pangenome","intergenic_density_dbsnp","locus_type","gene_type","Gene_group","Gene_Type","source","snp_count","snp_density","flank_count","flank_density","enrichment","enrichment_intergenic","Gene_Type_combined","Gene_group_f","y_num","y_offset","y_pos","q1","q3","iqr","is_outlier"
"RNU6-743P","RNU6","chr20",43405473,43405578,106,10600,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",4,0.0377358490566037,127,0.0119811320754716,3.1496062992126,5.31391040038543,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-991P","RNU6","chr1",8292157,8292263,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",4,0.0373831775700934,125,0.0116833348911113,3.19970093457944,5.26424768636314,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-1176P","RNU6","chr1",65022968,65023074,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",4,0.0373831775700934,90,0.0084120011216001,4.44402907580478,5.26424768636314,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6V","RNU6","chr1",109591534,109591640,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",4,0.0373831775700934,65,0.0060753341433778,6.15327102803738,5.26424768636314,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-884P","RNU6","chr1",151022746,151022852,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",4,0.0373831775700934,125,0.0116833348911113,3.19970093457944,5.26424768636314,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-15P","RNU6","chr10",21321961,21322067,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",4,0.0373831775700934,202,0.0188802691840358,1.98001295456648,5.26424768636314,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-46P","RNU6","chr11",67895631,67895737,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",4,0.0373831775700934,133,0.0124310683241424,3.0072377204694,5.26424768636314,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-1278P","RNU6","chr18",46121615,46121721,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",4,0.0373831775700934,93,0.0086924011589868,4.30067329916591,5.26424768636314,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-951P","RNU6","chr2",38147415,38147521,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",4,0.0373831775700934,141,0.0131788017571735,2.83661430370518,5.26424768636314,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-499P","RNU6","chr4",82174547,82174653,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",4,0.0373831775700934,111,0.0103748013833068,3.60326681822009,5.26424768636314,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-1229P","RNU6","chr7",65023204,65023310,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",4,0.0373831775700934,187,0.0174782689971025,2.1388375231146,5.26424768636314,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-703P","RNU6","chr8",98048856,98048962,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",4,0.0373831775700934,117,0.0109356014580801,3.41848390446521,5.26424768636314,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-976P","RNU6","chr14",84739942,84740052,111,11099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",4,0.036036036036036,123,0.0110820794666186,3.25173954442247,5.07454506703474,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-650P","RNU6","chr7",149033057,149033167,111,11099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",4,0.036036036036036,169,0.0152265969907198,2.36665067434298,5.07454506703474,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-335P","RNU6","chr4",183675603,183675715,113,11299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",4,0.0353982300884955,112,0.0099123816266926,3.57111251580278,4.98473011009607,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-172P","RNU6","chr12",101796410,101796502,93,9299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.032258064516129,69,0.0074201527045918,4.34735857877513,4.5425363100069,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-913P","RNU6","chr5",61664145,61664239,95,9499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.031578947368421,97,0.0102116012211811,3.0924579489962,4.44690396663834,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-1248P","RNU6","chr1",223690051,223690114,64,6400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",2,0.03125,88,0.01375,2.27272727272727,4.40058205031919,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-760P","RNU6","chr5",31832439,31832535,97,9699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.0309278350515463,128,0.013197236828539,2.34350837628866,4.35521522505817,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-927P","RNU6","chr12",124901512,124901611,100,10000,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.03,136,0.0136,2.20588235294118,4.22455876830642,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-604P","RNU6","chr7",151900275,151900374,100,10000,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.03,104,0.0104,2.88461538461538,4.22455876830642,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-781P","RNU6","chr12",6709452,6709552,101,10099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.0297029702970297,106,0.0104960887216556,2.82990846254437,4.18273145376873,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-1077P","RNU6","chr12",130869736,130869837,102,10200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.0294117647058823,129,0.0126470588235294,2.32558139534884,4.14172428265335,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-1146P","RNU6","chr20",56667430,56667531,102,10200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.0294117647058823,101,0.0099019607843137,2.97029702970297,4.14172428265335,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-537P","RNU6","chr1",11152350,11152452,103,10299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.029126213592233,66,0.0064083891639965,4.545013239188,4.10151336728779,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-716P","RNU6","chr1",200008505,200008607,103,10299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.029126213592233,116,0.0112632294397514,2.58595580850352,4.10151336728779,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-1242P","RNU6","chr18",39678520,39678622,103,10299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.029126213592233,73,0.0070880668026021,4.1091900518686,4.10151336728779,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-759P","RNU6","chr20",35647328,35647430,103,10299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.029126213592233,68,0.0066025827750267,4.41133637921188,4.10151336728779,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-956P","RNU6","chr7",94712409,94712511,103,10299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.029126213592233,89,0.0086416156908437,3.37045925602705,4.10151336728779,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-1199P","RNU6","chr1",758233,758336,104,10400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.0288461538461538,152,0.0146153846153846,1.97368421052632,4.06207573875617,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-777P","RNU6","chr1",12077881,12077984,104,10400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.0288461538461538,150,0.0144230769230769,2,4.06207573875617,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-110P","RNU6","chr1",25964197,25964300,104,10400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.0288461538461538,75,0.0072115384615384,4,4.06207573875617,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-1177P","RNU6","chr1",61852499,61852602,104,10400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.0288461538461538,47,0.0045192307692307,6.38297872340426,4.06207573875617,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-370P","RNU6","chr2",24045835,24045938,104,10400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.0288461538461538,72,0.0069230769230769,4.16666666666667,4.06207573875617,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-360P","RNU6","chr2",208019638,208019741,104,10400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.0288461538461538,77,0.0074038461538461,3.8961038961039,4.06207573875617,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-513P","RNU6","chr22",42569147,42569250,104,10400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.0288461538461538,221,0.02125,1.35746606334842,4.06207573875617,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-1305P","RNU6","chr5",36155119,36155222,104,10400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.0288461538461538,74,0.0071153846153846,4.05405405405405,4.06207573875617,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-987P","RNU6","chr6",25383599,25383702,104,10400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.0288461538461538,111,0.0106730769230769,2.7027027027027,4.06207573875617,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-206P","RNU6","chr7",139315291,139315394,104,10400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.0288461538461538,91,0.00875,3.2967032967033,4.06207573875617,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-1276P","RNU6","chr8",27773645,27773748,104,10400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.0288461538461538,100,0.0096153846153846,3,4.06207573875617,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-855P","RNU6","chr9",112137797,112137900,104,10400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.0288461538461538,91,0.00875,3.2967032967033,4.06207573875617,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-325P","RNU6","chr10",85537379,85537483,105,10499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.0285714285714285,104,0.0099057053052671,2.88434065934066,4.02338930314897,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-602P","RNU6","chr14",31662039,31662143,105,10499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.0285714285714285,84,0.0080007619773311,3.57108843537415,4.02338930314897,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-328P","RNU6","chr16",7004007,7004112,106,10600,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.0283018867924528,361,0.0340566037735849,0.831024930747922,3.98543280028908,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-187P","RNU6","chr2",176929985,176930090,106,10600,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.0283018867924528,94,0.0088679245283018,3.19148936170213,3.98543280028908,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-125P","RNU6","chr1",88816779,88816885,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,97,0.0090662678755023,3.09249445996724,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-41P","RNU6","chr1",182982212,182982318,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,90,0.0084120011216001,3.33302180685358,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-490P","RNU6","chr10",27088321,27088427,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,96,0.0089728011963734,3.12470794392523,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-1292P","RNU6","chr11",85509938,85510044,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,91,0.008505467800729,3.29639519359146,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-275P","RNU6","chr12",8484746,8484852,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,82,0.007664267688569,3.65819466605881,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-254P","RNU6","chr12",19445949,19446055,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,110,0.0102813347041779,2.72701784197111,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-36P","RNU6","chr12",97721716,97721822,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,194,0.0181325357510047,1.54624722998362,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-73P","RNU6","chr13",27828763,27828869,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,98,0.0091597345546312,3.06093839404921,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-1239P","RNU6","chr14",18978847,18978953,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,257,0.0240209365361248,1.1672060802211,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-1268P","RNU6","chr14",19422815,19422921,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,109,0.010187868025049,2.75203635428277,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-457P","RNU6","chr16",6873899,6874005,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,248,0.0231797364239648,1.20956436539041,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-23P","RNU6","chr16",70445293,70445399,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,87,0.0081316010842134,3.44795359329681,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-1191P","RNU6","chr16",81106533,81106639,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,132,0.0123376016450135,2.27251486830926,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-1264P","RNU6","chr17",6207163,6207269,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,110,0.0102813347041779,2.72701784197111,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-708P","RNU6","chr18",48169784,48169890,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,98,0.0091597345546312,3.06093839404921,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-649P","RNU6","chr2",4945277,4945383,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,139,0.0129918683989157,2.15807167350232,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-1180P","RNU6","chr2",113086805,113086911,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,169,0.0157958687727825,1.77498202731848,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-1049P","RNU6","chr2",130109204,130109310,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,276,0.0257968034395737,1.08685493701747,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-696P","RNU6","chr21",37045530,37045636,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,103,0.0096270679502757,2.91234915161963,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-428P","RNU6","chr3",146571477,146571583,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,100,0.009346667912889,2.99971962616822,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-42P","RNU6","chr3",196784980,196785086,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,111,0.0103748013833068,2.70245011366507,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-289P","RNU6","chr4",111331412,111331518,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,92,0.0085989344798579,3.26056481105242,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-484P","RNU6","chr5",37700331,37700437,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,74,0.0069165342555379,4.0536751704976,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-11P","RNU6","chr7",123790605,123790711,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,55,0.0051406673520889,5.45403568394223,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-729P","RNU6","chr8",10476223,10476329,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,153,0.0143004019067202,1.96060106285505,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-988P","RNU6","chr8",38122374,38122480,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,111,0.0103748013833068,2.70245011366507,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-104P","RNU6","chr8",43303376,43303482,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,144,0.0134592017945602,2.08313862928349,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-13P","RNU6","chr8",56917084,56917190,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,109,0.010187868025049,2.75203635428277,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-756P","RNU6","chr8",124260646,124260752,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,147,0.0137396018319469,2.04062559603281,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-1189P","RNU6","chrX",47087506,47087612,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,351,0.0328068043742405,0.854620976116303,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
"RNU6-648P","RNU6","chrX",115032427,115032533,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","pangenome",3,0.02803738317757,48,0.0044864005981867,6.24941588785047,3.94818576477236,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0,1.40818625610214,1.40818625610214,TRUE
