Gene,Max Expression,Location
RNU6-1328P,0.0,Esophagus Muscularis
RNU6-1329P,2.0,Cells EBV-transformed lymphocytes
RNU6-1330P,115.0,Testis
RNU6-1331P,4.0,Nerve Tibial
RNU6-1332P,1.0,Vagina
RNU6-1333P,11.0,Brain Cortex
RNU6-1334P,1.0,Artery Coronary
RNU6-1335P,0.0,Esophagus Muscularis
RNU6-1336P,1.0,Heart Atrial Appendage
RNU6-1337P,10.0,Brain Hippocampus
RNU6-1338P,1.0,Testis
RNU6-1339P,2.0,Liver
RNU6-1340P,4.0,Brain Cortex
RNU6-1341P,2.0,Brain Cerebellar Hemisphere
RNU6-1342P,3.0,Stomach
