gene_name,gene_group,chromosome,start,end,gene_length,flank_length,snp_count_1000genomes,snp_density_1000genomes,flank_count_1000genomes,flank_density_1000genomes,enrichment_1000genomes,snp_count_gnomad,snp_density_gnomad,flank_count_gnomad,flank_density_gnomad,enrichment_gnomad,snp_count_pangenome,snp_density_pangenome,flank_count_pangenome,flank_density_pangenome,enrichment_pangenome,snp_count_dbsnp,snp_density_dbsnp,flank_count_dbsnp,flank_density_dbsnp,enrichment_dbsnp,locus_type,gene_type
RN7SKP109,RN7SK,chr19,55737285,55737600,316,3160,11,0.03481012658227848,108,0.03417721518987342,1.0185185185185184,76,0.24050632911392406,973,0.30791139240506327,0.7810894141829394,3,0.00949367088607595,34,0.010759493670886076,0.8823529411764706,120,0.379746835443038,1190,0.37658227848101267,1.0084033613445378,pseudogene,pseudogene
RN7SL526P,RN7SL,chr19,58069970,58070288,319,3189,5,0.01567398119122257,88,0.027594857322044527,0.5680037047591906,85,0.2664576802507837,814,0.25525243022891186,1.0438987006385128,3,0.009404388714733543,40,0.012543116964565695,0.7497648902821317,118,0.36990595611285265,1010,0.3167137033552838,1.1679505881622643,pseudogene,pseudogene
RNU6-1337P,RNU6,chr19,58483749,58483843,95,949,5,0.05263157894736842,19,0.020021074815595362,2.628808864265928,22,0.23157894736842105,276,0.29083245521601686,0.7962623951182304,1,0.010526315789473684,5,0.005268703898840885,1.9978947368421052,29,0.30526315789473685,339,0.35721812434141204,0.8545567458469181,pseudogene,pseudogene
RN7SL693P,RN7SL,chr19,58490797,58491075,279,2789,15,0.053763440860215055,75,0.026891358910003587,1.9992831541218636,121,0.4336917562724014,739,0.2649695231265687,1.636760904254029,2,0.007168458781362007,16,0.005736823234134099,1.2495519713261647,130,0.4659498207885305,952,0.3413409824309788,1.3650567753983316,pseudogene,pseudogene
RN7SL525P,RN7SL,chr19,58543299,58543578,280,2800,4,0.014285714285714285,57,0.02035714285714286,0.7017543859649122,119,0.425,1368,0.48857142857142855,0.8698830409356726,2,0.007142857142857143,33,0.011785714285714287,0.606060606060606,145,0.5178571428571429,1489,0.5317857142857143,0.9738079247817327,pseudogene,pseudogene
RNU6-649P,RNU6,chr2,4945277,4945383,107,1069,6,0.056074766355140186,28,0.026192703461178673,2.1408544726301733,25,0.2336448598130841,291,0.2722170252572498,0.8583036259112952,3,0.028037383177570093,14,0.013096351730589336,2.1408544726301733,37,0.34579439252336447,365,0.3414405986903648,1.0127512482396621,pseudogene,pseudogene
RN7SKP112,RN7SK,chr2,7141227,7141544,318,3180,6,0.018867924528301886,100,0.031446540880503145,0.6,63,0.19811320754716982,655,0.2059748427672956,0.9618320610687023,1,0.0031446540880503146,22,0.006918238993710692,0.45454545454545453,75,0.2358490566037736,653,0.20534591194968554,1.1485451761102603,pseudogene,pseudogene
RNU6ATAC37P,RNU6ATAC,chr2,7576841,7576971,131,1309,3,0.022900763358778626,41,0.03132161955691368,0.731148761869298,35,0.26717557251908397,283,0.21619556913674562,1.2358050333126533,3,0.022900763358778626,11,0.008403361344537815,2.7251908396946565,46,0.3511450381679389,431,0.3292589763177998,1.0664706611643435,pseudogene,pseudogene
RNU4-73P,RNU4,chr2,9740643,9740783,141,1409,5,0.03546099290780142,42,0.029808374733853796,1.189631881121243,34,0.24113475177304963,1060,0.752306600425834,0.32052723136625183,3,0.02127659574468085,36,0.0255500354861604,0.8327423167848699,53,0.375886524822695,719,0.5102909865152591,0.7366121188806359,pseudogene,pseudogene
RN7SL66P,RN7SL,chr2,10280628,10280891,264,2640,9,0.03409090909090909,84,0.031818181818181815,1.0714285714285714,121,0.4583333333333333,907,0.34356060606060607,1.3340683572216097,7,0.026515151515151516,37,0.014015151515151515,1.8918918918918919,99,0.375,946,0.35833333333333334,1.0465116279069768,pseudogene,pseudogene
RN7SL832P,RN7SL,chr2,10690344,10692099,1756,17560,56,0.03189066059225513,498,0.02835990888382688,1.1244979919678715,766,0.43621867881548976,5609,0.31941913439635533,1.3656623284007845,16,0.009111617312072893,196,0.011161731207289294,0.8163265306122448,469,0.26708428246013666,4782,0.2723234624145786,0.9807611877875364,pseudogene,pseudogene
RNU7-138P,RNU7,chr2,10744186,10744249,64,640,0,0.0,15,0.0234375,0.0,8,0.125,212,0.33125,0.37735849056603776,0,0.0,10,0.015625,0.0,19,0.296875,257,0.4015625,0.7392996108949417,pseudogene,pseudogene
RNU7-176P,RNU7,chr2,10815485,10815546,62,620,2,0.03225806451612903,22,0.035483870967741936,0.9090909090909091,19,0.3064516129032258,154,0.24838709677419354,1.2337662337662338,1,0.016129032258064516,5,0.008064516129032258,2.0,25,0.4032258064516129,213,0.3435483870967742,1.1737089201877933,pseudogene,pseudogene
RNU6-1081P,RNU6,chr2,11233988,11234094,107,1069,7,0.06542056074766354,23,0.021515434985968196,3.0406338886631445,19,0.17757009345794392,195,0.1824134705332086,0.9734483584950874,2,0.018691588785046728,5,0.004677268475210477,3.9962616822429906,33,0.308411214953271,319,0.2984097287184284,1.0335159523042217,pseudogene,pseudogene
TRG-CCC7-1,TRNA,chr2,11551701,11551772,72,720,6,0.08333333333333333,20,0.027777777777777776,3.0,42,0.5833333333333334,154,0.21388888888888888,2.7272727272727275,2,0.027777777777777776,5,0.006944444444444444,4.0,34,0.4722222222222222,162,0.225,2.0987654320987654,"RNA, transfer",functional
RNU2-13P,RNU2,chr2,11561194,11561306,113,1129,4,0.035398230088495575,31,0.02745792736935341,1.2891807022552098,27,0.23893805309734514,312,0.2763507528786537,0.8646187882913546,1,0.008849557522123894,17,0.015057573073516387,0.5877147319104633,25,0.22123893805309736,232,0.20549158547387067,1.076632590784254,pseudogene,pseudogene
RN7SL674P,RN7SL,chr2,11584773,11585047,275,2749,8,0.02909090909090909,101,0.03674063295743907,0.7917911791179119,72,0.26181818181818184,569,0.20698435794834485,1.264917718485381,3,0.01090909090909091,22,0.008002910149145144,1.3631404958677686,71,0.2581818181818182,635,0.23099308839578028,1.1177036506800286,pseudogene,pseudogene
RNU6-843P,RNU6,chr2,12411398,12411501,104,1040,1,0.009615384615384616,25,0.02403846153846154,0.4,26,0.25,197,0.18942307692307692,1.3197969543147208,1,0.009615384615384616,3,0.0028846153846153848,3.3333333333333335,39,0.375,339,0.32596153846153847,1.1504424778761062,pseudogene,pseudogene
RNU6-1288P,RNU6,chr2,14274622,14274725,104,1040,2,0.019230769230769232,26,0.025,0.7692307692307693,30,0.28846153846153844,352,0.3384615384615385,0.8522727272727272,0,0.0,11,0.010576923076923078,0.0,48,0.46153846153846156,416,0.4,1.1538461538461537,pseudogene,pseudogene
RNU5E-7P,RNU5,chr2,15864935,15865051,117,1169,4,0.03418803418803419,31,0.026518391787852865,1.2892197408326442,25,0.21367521367521367,306,0.2617621899059025,0.816295179040277,1,0.008547008547008548,17,0.01454234388366125,0.5877325289089995,49,0.4188034188034188,413,0.3532934131736527,1.1854266261045923,pseudogene,pseudogene
RN7SL104P,RN7SL,chr2,15950689,15950981,293,2929,10,0.034129692832764506,73,0.024923181973369752,1.3693954836598252,60,0.20477815699658702,660,0.22533287811539773,0.9087806391560658,2,0.006825938566552901,22,0.0075110959371799246,0.9087806391560658,99,0.3378839590443686,939,0.3205872311369068,1.053953265219335,pseudogene,pseudogene
RN7SKP168,RN7SK,chr2,17122841,17123140,300,3000,7,0.023333333333333334,87,0.029,0.8045977011494253,70,0.23333333333333334,625,0.20833333333333334,1.1199999999999999,5,0.016666666666666666,29,0.009666666666666667,1.7241379310344827,95,0.31666666666666665,899,0.2996666666666667,1.0567296996662958,pseudogene,pseudogene
RNU6-1215P,RNU6,chr2,18583367,18583468,102,1020,1,0.00980392156862745,22,0.021568627450980392,0.45454545454545453,22,0.21568627450980393,172,0.16862745098039217,1.2790697674418605,1,0.00980392156862745,5,0.004901960784313725,2.0,38,0.37254901960784315,311,0.30490196078431375,1.2218649517684887,pseudogene,pseudogene
RN7SL140P,RN7SL,chr2,20175346,20175639,294,2940,15,0.05102040816326531,87,0.02959183673469388,1.7241379310344827,85,0.2891156462585034,610,0.20748299319727892,1.3934426229508197,3,0.01020408163265306,19,0.006462585034013605,1.5789473684210527,86,0.2925170068027211,609,0.20714285714285716,1.412151067323481,pseudogene,pseudogene
RNU6-961P,RNU6,chr2,20175805,20175909,105,1049,5,0.047619047619047616,46,0.0438512869399428,1.0859213250517599,19,0.18095238095238095,250,0.23832221163012393,0.7592761904761904,0,0.0,9,0.008579599618684462,0.0,27,0.2571428571428571,246,0.23450905624404195,1.0965156794425086,pseudogene,pseudogene
RNU7-113P,RNU7,chr2,20246326,20246387,62,620,2,0.03225806451612903,13,0.020967741935483872,1.5384615384615383,17,0.27419354838709675,133,0.21451612903225806,1.2781954887218046,0,0.0,2,0.0032258064516129032,0.0,24,0.3870967741935484,196,0.3161290322580645,1.2244897959183674,pseudogene,pseudogene
RN7SL117P,RN7SL,chr2,21922993,21923288,296,2960,15,0.05067567567567568,53,0.017905405405405406,2.830188679245283,79,0.2668918918918919,568,0.1918918918918919,1.390845070422535,2,0.006756756756756757,15,0.005067567567567568,1.3333333333333333,117,0.3952702702702703,901,0.3043918918918919,1.2985571587125415,pseudogene,pseudogene
RN7SKP27,RN7SK,chr2,22861552,22861884,333,3329,10,0.03003003003003003,77,0.02313006908981676,1.2983112983112983,80,0.24024024024024024,664,0.19945929708621207,1.2044574695177104,1,0.003003003003003003,13,0.0039050765995794533,0.768999768999769,141,0.42342342342342343,1079,0.3241213577650946,1.3063731015538245,pseudogene,pseudogene
RN7SL610P,RN7SL,chr2,23996795,23997085,291,2909,10,0.03436426116838488,59,0.020281883808869028,1.6943328091327394,92,0.3161512027491409,799,0.27466483327603985,1.1510436155159585,1,0.003436426116838488,13,0.00446888965280165,0.7689664287602432,85,0.2920962199312715,598,0.20556892402887592,1.420916227056971,pseudogene,pseudogene
RNU6-370P,RNU6,chr2,24045835,24045938,104,1040,5,0.04807692307692308,20,0.019230769230769232,2.5,24,0.23076923076923078,413,0.3971153846153846,0.5811138014527846,3,0.028846153846153848,15,0.014423076923076924,2.0,37,0.3557692307692308,359,0.3451923076923077,1.0306406685236769,pseudogene,pseudogene
RNU6-936P,RNU6,chr2,24676309,24676415,107,1069,3,0.028037383177570093,25,0.023386342376052385,1.1988785046728971,13,0.12149532710280374,187,0.17492984097287184,0.6945374581438353,2,0.018691588785046728,1,0.0009354536950420954,19.98130841121495,24,0.22429906542056074,301,0.2815715622076707,0.7965970130716925,pseudogene,pseudogene
PTRHD1,TRNA,chr2,24789728,24793391,3664,36640,102,0.027838427947598252,877,0.023935589519650656,1.1630558722919042,832,0.22707423580786026,8529,0.23277838427947597,0.9754953687419393,16,0.004366812227074236,256,0.0069868995633187774,0.625,1301,0.3550764192139738,11626,0.31730349344978165,1.1190435231377946,gene with protein product,functional
RN7SL856P,RN7SL,chr2,25058032,25058329,298,2980,5,0.016778523489932886,74,0.024832214765100672,0.6756756756756757,61,0.20469798657718122,1015,0.34060402684563756,0.6009852216748769,1,0.003355704697986577,31,0.01040268456375839,0.3225806451612903,101,0.3389261744966443,1075,0.36073825503355705,0.9395348837209302,pseudogene,pseudogene
TRMT112P6,TRNA,chr2,26028208,26028612,405,4049,16,0.03950617283950617,106,0.026179303531736232,1.5090612625203819,117,0.28888888888888886,1321,0.3262533959002223,0.8854739675330136,3,0.007407407407407408,29,0.0071622622869844405,1.034227330779055,215,0.5308641975308642,1478,0.3650284020745863,1.4543092935064068,pseudogene,pseudogene
RNU6-942P,RNU6,chr2,26042675,26042781,107,1069,4,0.037383177570093455,32,0.029934518241347054,1.2488317757009344,27,0.2523364485981308,239,0.2235734331150608,1.1286513119305517,1,0.009345794392523364,7,0.006548175865294668,1.4272363150867822,37,0.34579439252336447,345,0.32273152478952294,1.0714614655289176,pseudogene,pseudogene
TRY-GTA2-1,TRNA,chr2,27050782,27050870,89,889,9,0.10112359550561797,59,0.06636670416197975,1.5237097695677015,105,1.1797752808988764,469,0.5275590551181102,2.2362904578232436,0,0.0,9,0.010123734533183352,0.0,96,1.0786516853932584,525,0.5905511811023622,1.8265168539325844,"RNA, transfer",functional
TRA-AGC8-1,TRNA,chr2,27051214,27051286,73,729,10,0.136986301369863,41,0.056241426611796985,2.435683260942198,108,1.4794520547945205,343,0.47050754458161864,3.144374775350453,0,0.0,6,0.00823045267489712,0.0,84,1.1506849315068493,404,0.5541838134430727,2.076359690763597,"RNA, transfer",functional
RNU6-986P,RNU6,chr2,27475494,27475595,102,1020,2,0.0196078431372549,23,0.022549019607843137,0.8695652173913043,16,0.1568627450980392,180,0.17647058823529413,0.8888888888888888,0,0.0,5,0.004901960784313725,0.0,24,0.23529411764705882,275,0.2696078431372549,0.8727272727272728,pseudogene,pseudogene
TRMT61B,TRNA,chr2,28849821,28870309,20489,204889,567,0.02767338571916638,5301,0.02587254562226376,1.0696042872315188,6221,0.3036263360827761,51084,0.24932524440062667,1.2177921927347881,161,0.007857874957294158,1565,0.007638282191820937,1.0287489726038612,7678,0.3747376641124506,68583,0.3347324648956264,1.1195139504299298,gene with protein product,functional
SNORD53,RNU5,chr2,28927067,28927144,78,780,2,0.02564102564102564,21,0.026923076923076925,0.9523809523809523,19,0.24358974358974358,143,0.18333333333333332,1.3286713286713288,0,0.0,5,0.00641025641025641,0.0,37,0.47435897435897434,243,0.31153846153846154,1.522633744855967,"RNA, small nucleolar",functional
RN7SL516P,RN7SL,chr2,29681027,29681323,297,2969,6,0.020202020202020204,86,0.028965981812057933,0.6974395113929998,72,0.24242424242424243,619,0.20848770629841698,1.1627747588975377,1,0.003367003367003367,23,0.007746716066015493,0.4346362172449129,74,0.24915824915824916,654,0.22027618726844056,1.131117495031868,pseudogene,pseudogene
RNU6-647P,RNU6,chr2,32214456,32214562,107,1069,2,0.018691588785046728,30,0.02806361085126286,0.666043613707165,36,0.3364485981308411,221,0.20673526660430308,1.6274368841713536,0,0.0,3,0.002806361085126286,0.0,38,0.35514018691588783,246,0.23012160898035547,1.5432717878580655,pseudogene,pseudogene
TYW1P1,TRNA,chr2,33117264,33119106,1843,18429,72,0.03906673901247965,557,0.030224103315426774,1.2925690004685593,553,0.30005425935973956,4436,0.24070758044386564,1.246550934567322,19,0.010309278350515464,132,0.0071626241250203485,1.4393158388003748,487,0.2642430819316332,4115,0.22328938086711161,1.1834108765292997,pseudogene,pseudogene
TSLIG3A,TRNA,chr2,33583660,33599299,15640,156400,495,0.03164961636828645,4757,0.030415601023017904,1.040571788942611,3964,0.2534526854219949,39817,0.2545843989769821,0.9955546625813095,114,0.007289002557544757,1308,0.008363171355498722,0.8715596330275229,4250,0.2717391304347826,38696,0.24741687979539642,1.0983047343394665,gene with protein product,functional
RN7SL602P,RN7SL,chr2,34809233,34809556,324,3240,6,0.018518518518518517,97,0.029938271604938272,0.6185567010309277,252,0.7777777777777778,908,0.2802469135802469,2.775330396475771,4,0.012345679012345678,25,0.007716049382716049,1.6,161,0.49691358024691357,1291,0.3984567901234568,1.247095274980635,pseudogene,pseudogene
RNU6-1117P,RNU6,chr2,35471605,35471708,104,1040,1,0.009615384615384616,25,0.02403846153846154,0.4,24,0.23076923076923078,227,0.21826923076923077,1.0572687224669604,0,0.0,4,0.0038461538461538464,0.0,43,0.41346153846153844,371,0.35673076923076924,1.1590296495956873,pseudogene,pseudogene
RNU6-577P,RNU6,chr2,36867398,36867495,98,980,4,0.04081632653061224,36,0.036734693877551024,1.111111111111111,35,0.35714285714285715,258,0.26326530612244897,1.3565891472868217,1,0.01020408163265306,11,0.011224489795918367,0.9090909090909091,40,0.40816326530612246,383,0.39081632653061227,1.0443864229765012,pseudogene,pseudogene
RNU6-939P,RNU6,chr2,37331770,37331876,107,1069,2,0.018691588785046728,32,0.029934518241347054,0.6244158878504672,21,0.19626168224299065,272,0.25444340505144997,0.7713372732270478,1,0.009345794392523364,7,0.006548175865294668,1.4272363150867822,33,0.308411214953271,392,0.3666978484565014,0.8410499713904254,pseudogene,pseudogene
RNU6-1116P,RNU6,chr2,37435510,37435608,99,989,4,0.04040404040404041,29,0.029322548028311426,1.3779171020550331,29,0.29292929292929293,484,0.48938321536905965,0.5985683279071708,2,0.020202020202020204,19,0.019211324570273004,1.0515683147262094,26,0.26262626262626265,244,0.24671385237613752,1.0644974333498924,pseudogene,pseudogene
RNU6-951P,RNU6,chr2,38147415,38147521,107,1069,9,0.08411214953271028,48,0.04490177736202058,1.873247663551402,32,0.29906542056074764,291,0.2722170252572498,1.0986286411664579,4,0.037383177570093455,8,0.007483629560336763,4.995327102803738,29,0.27102803738317754,289,0.27034611786716556,1.0025223943343142,pseudogene,pseudogene
RNU6-851P,RNU6,chr2,38884560,38884666,107,1069,2,0.018691588785046728,31,0.028999064546304958,0.6445583358456436,33,0.308411214953271,346,0.323666978484565,0.9528658635405974,0,0.0,13,0.01216089803554724,0.0,45,0.4205607476635514,394,0.3685687558465856,1.1410645666302954,pseudogene,pseudogene
RN7SL96P,RN7SL,chr2,38936876,38937158,283,2829,8,0.028268551236749116,91,0.03216684340756451,0.878810235700695,300,1.0600706713780919,726,0.256627783669141,4.130771252518763,14,0.04946996466431095,22,0.007776599505125486,6.361387728878895,176,0.6219081272084805,971,0.34323082361258395,1.8119238845239871,pseudogene,pseudogene
RNU6-198P,RNU6,chr2,39082589,39082692,104,1040,5,0.04807692307692308,30,0.028846153846153848,1.6666666666666667,34,0.3269230769230769,226,0.2173076923076923,1.5044247787610618,0,0.0,6,0.0057692307692307696,0.0,47,0.4519230769230769,351,0.3375,1.3390313390313389,pseudogene,pseudogene
RNU6-1341P,RNU6,chr2,39393522,39393618,97,969,4,0.041237113402061855,20,0.02063983488132095,1.997938144329897,29,0.29896907216494845,222,0.22910216718266255,1.3049595987740317,1,0.010309278350515464,7,0.007223942208462332,1.427098674521355,45,0.4639175257731959,322,0.3323013415892673,1.3960747902926298,pseudogene,pseudogene
THUMPD2,TRNA,chr2,39736061,39779258,43198,431980,1420,0.03287189221723228,13492,0.03123292745034492,1.0524755410613698,11338,0.26246585490068985,112971,0.2615190518079541,1.0036203981552787,365,0.008449465253020974,3880,0.008981897310060652,0.9407216494845361,11579,0.2680448168896708,154123,0.35678272142228806,0.7512830661225125,gene with protein product,functional
RNU4-63P,RNU4,chr2,41871271,41871388,118,1180,6,0.05084745762711865,49,0.04152542372881356,1.2244897959183676,45,0.3813559322033898,317,0.26864406779661015,1.4195583596214512,3,0.025423728813559324,9,0.007627118644067797,3.3333333333333335,58,0.4915254237288136,449,0.3805084745762712,1.291759465478842,pseudogene,pseudogene
RNU6-137P,RNU6,chr2,42712740,42712847,108,1080,2,0.018518518518518517,43,0.03981481481481482,0.4651162790697674,23,0.21296296296296297,321,0.2972222222222222,0.7165109034267912,1,0.009259259259259259,4,0.003703703703703704,2.4999999999999996,36,0.3333333333333333,435,0.4027777777777778,0.8275862068965516,pseudogene,pseudogene
TRI-TAT2-1,TRNA,chr2,42810536,42810628,93,929,7,0.07526881720430108,38,0.04090419806243272,1.8401245048104133,79,0.8494623655913979,375,0.40365984930032295,2.104401433691756,1,0.010752688172043012,10,0.010764262648008612,0.9989247311827957,74,0.7956989247311828,321,0.3455328310010764,2.3028171373061332,"RNA, transfer",functional
RNU6-242P,RNU6,chr2,43091388,43091494,107,1069,5,0.04672897196261682,28,0.026192703461178673,1.7840453938584777,23,0.21495327102803738,261,0.2441534144059869,0.8804024778887815,1,0.009345794392523364,12,0.011225444340505144,0.8325545171339563,38,0.35514018691588783,346,0.323666978484565,1.097239479228567,pseudogene,pseudogene
RNU6-958P,RNU6,chr2,43408307,43408412,106,1060,4,0.03773584905660377,32,0.03018867924528302,1.25,30,0.2830188679245283,243,0.22924528301886793,1.2345679012345678,2,0.018867924528301886,7,0.006603773584905661,2.8571428571428568,34,0.32075471698113206,250,0.2358490566037736,1.3599999999999999,pseudogene,pseudogene
RN7SL531P,RN7SL,chr2,43492032,43492313,282,2820,9,0.031914893617021274,71,0.02517730496453901,1.2676056338028168,120,0.425531914893617,618,0.21914893617021278,1.941747572815534,2,0.0070921985815602835,13,0.004609929078014184,1.5384615384615385,99,0.35106382978723405,651,0.23085106382978723,1.5207373271889402,pseudogene,pseudogene
RN7SKP66,RN7SK,chr2,43772120,43772350,231,2309,4,0.017316017316017316,85,0.036812472932005194,0.47038451744334103,61,0.26406926406926406,504,0.21827631009094847,1.2097935133649418,2,0.008658008658008658,21,0.009094846253789519,0.9519686662543806,83,0.3593073593073593,638,0.27631009094846254,1.3003772611923081,pseudogene,pseudogene
RNU6-1048P,RNU6,chr2,43892690,43892796,107,1069,7,0.06542056074766354,34,0.031805425631431246,2.056899395272127,29,0.27102803738317754,264,0.2469597754911132,1.0974582271311242,2,0.018691588785046728,13,0.01216089803554724,1.5370237239396116,38,0.35514018691588783,405,0.37885874649204865,0.9373947155878619,pseudogene,pseudogene
RN7SL455P,RN7SL,chr2,43904412,43904693,282,2820,10,0.03546099290780142,66,0.023404255319148935,1.5151515151515154,172,0.6099290780141844,760,0.2695035460992908,2.263157894736842,2,0.0070921985815602835,22,0.007801418439716312,0.9090909090909091,142,0.5035460992907801,1052,0.3730496453900709,1.3498098859315588,pseudogene,pseudogene
RNU6-566P,RNU6,chr2,44154789,44154895,107,1069,5,0.04672897196261682,23,0.021515434985968196,2.1718813490451034,35,0.32710280373831774,253,0.23666978484565013,1.3821063130287023,2,0.018691588785046728,8,0.007483629560336763,2.497663551401869,48,0.4485981308411215,369,0.3451824134705332,1.299597295038371,pseudogene,pseudogene
RN7SL414P,RN7SL,chr2,45569199,45569492,294,2940,11,0.03741496598639456,93,0.03163265306122449,1.1827956989247312,88,0.29931972789115646,653,0.22210884353741497,1.347626339969372,5,0.017006802721088437,25,0.008503401360544218,2.0,99,0.336734693877551,652,0.2217687074829932,1.51840490797546,pseudogene,pseudogene
TRQ-TTG5-1,TRNA,chr2,45710302,45710374,73,729,4,0.0547945205479452,23,0.03155006858710562,1.7367480643240025,24,0.3287671232876712,171,0.2345679012345679,1.4015861571737562,1,0.0136986301369863,5,0.006858710562414266,1.9972602739726026,27,0.3698630136986301,172,0.23593964334705075,1.567617075501752,pseudogene,pseudogene
RN7SL817P,RN7SL,chr2,46448224,46448511,288,2880,7,0.024305555555555556,88,0.030555555555555555,0.7954545454545455,81,0.28125,673,0.23368055555555556,1.2035661218424962,1,0.003472222222222222,19,0.006597222222222222,0.5263157894736842,85,0.2951388888888889,651,0.22604166666666667,1.30568356374808,pseudogene,pseudogene
RN7SKP119,RN7SK,chr2,47359505,47359777,273,2729,15,0.054945054945054944,83,0.030414071088310738,1.8065669270488547,87,0.31868131868131866,972,0.3561744228655185,0.8947338669560891,2,0.007326007326007326,25,0.009160864785635764,0.7997069597069597,120,0.43956043956043955,1094,0.400879443019421,1.0964903469473855,pseudogene,pseudogene
RN7SKP224,RN7SK,chr2,48217575,48217899,325,3249,11,0.033846153846153845,96,0.029547553093259463,1.1454807692307691,85,0.26153846153846155,786,0.24192059095106186,1.0810921902524957,1,0.003076923076923077,22,0.006771314250538628,0.45440559440559436,124,0.38153846153846155,1121,0.34502923976608185,1.1058148631029987,pseudogene,pseudogene
RNU4-49P,RNU4,chr2,48340687,48340826,140,1400,7,0.05,30,0.02142857142857143,2.3333333333333335,42,0.3,335,0.2392857142857143,1.253731343283582,2,0.014285714285714285,7,0.005,2.857142857142857,62,0.44285714285714284,499,0.35642857142857143,1.2424849699398797,pseudogene,pseudogene
RNU6-282P,RNU6,chr2,48501922,48502024,103,1029,6,0.05825242718446602,26,0.025267249757045675,2.3054518297236744,30,0.2912621359223301,278,0.27016520894071916,1.0780889851225814,1,0.009708737864077669,6,0.0058309037900874635,1.6650485436893203,46,0.44660194174757284,376,0.3654033041788144,1.2222164841974799,pseudogene,pseudogene
RNU6-439P,RNU6,chr2,49233794,49233899,106,1060,7,0.0660377358490566,44,0.04150943396226415,1.590909090909091,32,0.3018867924528302,291,0.27452830188679245,1.0996563573883162,1,0.009433962264150943,15,0.014150943396226415,0.6666666666666666,50,0.4716981132075472,440,0.41509433962264153,1.1363636363636362,pseudogene,pseudogene
RNU6-997P,RNU6,chr2,53570374,53570480,107,1069,1,0.009345794392523364,45,0.042095416276894296,0.22201453790238834,38,0.35514018691588783,256,0.23947614593077643,1.4829877336448598,0,0.0,11,0.01028999064546305,0.0,48,0.4485981308411215,375,0.3507951356407858,1.2788037383177568,pseudogene,pseudogene
RNU7-172P,RNU7,chr2,54166944,54167007,64,640,1,0.015625,18,0.028125,0.5555555555555556,31,0.484375,158,0.246875,1.9620253164556962,1,0.015625,5,0.0078125,2.0,16,0.25,137,0.2140625,1.1678832116788322,pseudogene,pseudogene
RNU7-81P,RNU7,chr2,54850289,54850352,64,640,0,0.0,14,0.021875,0.0,16,0.25,202,0.315625,0.7920792079207921,0,0.0,4,0.00625,0.0,30,0.46875,287,0.4484375,1.0452961672473868,pseudogene,pseudogene
RNU6-433P,RNU6,chr2,55014418,55014521,104,1040,1,0.009615384615384616,26,0.025,0.38461538461538464,26,0.25,282,0.27115384615384613,0.921985815602837,0,0.0,7,0.006730769230769231,0.0,24,0.23076923076923078,266,0.25576923076923075,0.9022556390977445,pseudogene,pseudogene
PRORSD1P,TRNA,chr2,55282329,55284437,2109,21089,85,0.04030346135609293,593,0.028118924557826355,1.4333215793231768,607,0.2878141299193931,5860,0.27786997961022336,1.0357870624351673,27,0.012802275960170697,232,0.011000995779790412,1.1637379212243095,591,0.2802275960170697,5119,0.24273317843425482,1.1544676250056618,pseudogene,pseudogene
RNU6-775P,RNU6,chr2,55451004,55451099,96,960,5,0.052083333333333336,29,0.030208333333333334,1.7241379310344829,26,0.2708333333333333,242,0.2520833333333333,1.0743801652892562,1,0.010416666666666666,3,0.003125,3.333333333333333,19,0.19791666666666666,244,0.25416666666666665,0.7786885245901639,pseudogene,pseudogene
RNU6-221P,RNU6,chr2,55456106,55456204,99,989,1,0.010101010101010102,34,0.034378159757330634,0.29382055852644096,34,0.3434343434343434,275,0.2780586450960566,1.2351147842056933,0,0.0,9,0.00910010111223458,0.0,24,0.24242424242424243,256,0.25884732052578363,0.9365530303030303,pseudogene,pseudogene
RNU6-634P,RNU6,chr2,55499950,55500055,106,1060,5,0.04716981132075472,33,0.031132075471698113,1.5151515151515154,26,0.24528301886792453,229,0.2160377358490566,1.1353711790393013,1,0.009433962264150943,9,0.008490566037735849,1.1111111111111112,28,0.2641509433962264,249,0.2349056603773585,1.1244979919678715,pseudogene,pseudogene
RN7SKP208,RN7SK,chr2,55951654,55952014,361,3609,18,0.04986149584487535,107,0.029648101967303962,1.6817769953659358,101,0.27977839335180055,757,0.20975339429204765,1.3338444142756252,4,0.0110803324099723,33,0.00914380714879468,1.211785444472425,142,0.39335180055401664,1218,0.33748960931005817,1.165522699671138,pseudogene,pseudogene
RNU6-508P,RNU6,chr2,59647621,59647723,103,1029,1,0.009708737864077669,29,0.028182701652089408,0.34449280214261796,27,0.2621359223300971,316,0.30709426627793973,0.8536008356888288,0,0.0,10,0.009718172983479106,0.0,39,0.3786407766990291,378,0.3673469387755102,1.0307443365695792,pseudogene,pseudogene
RNU1-32P,RNU1,chr2,60384605,60384763,159,1589,5,0.031446540880503145,43,0.027061044682190057,1.1620593827702208,45,0.2830188679245283,438,0.27564505978602893,1.026751098475058,1,0.006289308176100629,17,0.010698552548772814,0.5878653348131706,49,0.3081761006289308,401,0.2523599748269352,1.2211766182029204,pseudogene,pseudogene
RN7SL361P,RN7SL,chr2,60640705,60641002,298,2980,9,0.030201342281879196,88,0.02953020134228188,1.0227272727272727,79,0.2651006711409396,791,0.26543624161073825,0.9987357774968395,2,0.006711409395973154,19,0.0063758389261744965,1.0526315789473684,114,0.3825503355704698,1090,0.36577181208053694,1.0458715596330275,pseudogene,pseudogene
